1850,1075,-16982268,313618,-12855583,-5583910.2100,-307455,15169257#W8XYvDjh5xG,-839650.02,13734255#xm7FonYGZ4n3EkuWVvG,9649823#5CQWr5SpVcZTowyhXLf,-10028359.0700
1851,1569,13570221,-6238417,15485813,-5109563.0500,5454308,9538680#qdyGGgV9ui7,5675991.32,2901029#EdnxOIEGOxKj4wweKyK,7993051#3IS5klKAnyqBnxZo4Jc,4166048.7300
1852,329,15952308,-13718166,-8214662,6291656.4300,15002706,17189857#OBMCOgAw2mf,-1527526.65,13829730#JSeTQ9hmKecegjg8jnb,14899193#MMXhJxI7HfNrRrY22tp,4014891.6400
1853,1143,-14672640,6345864,4702777,-72907.2100,2698839,8421387#UWOJGWLXnqG,-2433081.93,957091#bEuc2VsnflGorkODHLA,11764803#DoHBEiqrBV3ImZFtw82,-15494665.4200
1854,745,15149736,13743404,-5467242,6353202.7600,-6003127,5979063#LksxlZZZa7e,4415870.62,17309259#ezRNv3q4vWVqKLViGux,3583893#TNebQ15ETRb1OWPpUTd,-5766195.5700
1855,552,6709083,-6480059,-8419475,-5507176.1200,7255863,11336952#U5UvswBeM1n,16109635.53,5789022#mqIuCLNHQ5qRTYvfSR8,16485566#1MLhoHFmGFcmQYaqdy6,16659291.9900
1856,2545,5677496,9831426,13987198,-5432487.5500,-7571176,753444#LK3U3LaDYrq,13479451.23,11861548#0EjcLa4uIPQuOuNN4fn,16246809#iXPBjHuZOLCiJhHXRWG,17796690.3000
1857,343,-9793700,-3060587,-13922672,3020194.1500,-1729872,18235398#jXSFEa8svEE,-13769740.71,9092359#mE9ZDQBX4C6H987keSN,10202242#A1TAQf6kPv9pgnM5w9J,12748620.7200
1858,1083,12685693,4865187,-5509868,-2049454.3900,18002411,2654295#fOvHPh0LNyt,11080216.51,8505417#7kdn52EXtZEhy3deQWS,1174396#YONMpJ3OBZdEc40DbbY,8538227.4400
1859,601,-3810014,-15492148,-14927454,-1552526.3600,-9321207,9360698#4thfoBSAx0Q,4809940.66,1123818#XU0IzKRpU8ICIaF6G06,16226254#tttmhIP5EsJ451oorHs,5866721.5900
1860,1239,17779674,-16644367,-9753905,3640340.0400,3423924,2223154#xNtxRVERtZm,18236493.62,12080896#gdkXHDXaFGBlS9aGsNL,13275073#I3RXZbIldBsG2Hh5kR4,-9107451.7100
1861,1309,2784117,16829846,-8096422,2146677.3800,11437357,15620745#OawbLtYHdIS,-2321985.12,14881618#6AByDvmM7Gcc7c1UpIM,12502237#XgpLaCPztXcPlN00PA3,11281019.9300
1862,2864,15274389,-8260601,-4559586,-4309115.5400,-2691876,2450964#fzsH8rTIhgF,-8068364.16,6828436#tWPwsekS6IKP1cVU6lM,3283249#Ytz2LdAVi7pHCZRnNFb,-9644587.0900
1863,922,-15706371,2139917,8604609,6399014.2500,-8217981,8966115#uliRI7SxAti,9658236.99,6938705#TKMkuBnYGvLj2CeVW7L,2030422#acgQFfEMtqXfd0Zjxeu,-1539053.0400
1864,2197,-1416865,10464708,-4528087,497788.9900,-3818493,7729552#ywvh9rbF3PZ,12057632.91,18180938#uMevmd6E6Y9MZTUEaUJ,11734167#pXsVFoNBt4jJNUeT64r,6223230.2300
1865,501,10784227,6220085,-6335332,2683965.5400,-10010812,1567218#7rJcZvBhsgf,-9851523.59,238525#WiWMDa5zsVetC0ag9C3,16764801#W8qJjZVFWesPzCcmmpb,9524644.7700
1866,66,4433885,8482232,-2537937,515631.6700,4866340,2264971#1gHIvrvEpmH,15845590.96,5638457#KXHqk0MhR3mF4BaWq2M,18140017#T2H1f8omslam75VzCFA,-12815156.0400
1867,3036,10854165,-10786934,-18430482,3665869.2900,-14419514,7747738#TSHTJ6tpxgI,-250577.75,12710975#BiJTGTh532YkRSF2JG0,5813779#yd5ae3QKPDQe2dUCCeI,-9942775.5500
1868,1099,10952822,2058971,17390726,-5855025.1800,-13857338,5615239#eU9p7zN1zX5,-2907675.20,17909955#plli4bB1dCPZdGPd2a2,10198652#aUMpXMja2WIO5A3tXF5,12705818.1000
1869,773,13125715,-4389424,5442813,-3941140.0900,-4919278,8770970#l3SOWOkPotO,-5290975.92,739644#BP3uuRQIuuCFvR4S8Vv,1404348#19jW0LDht3wR69nyzdL,-3450433.7700
1870,1704,1587576,-14919712,5059681,5431363.1600,-4998161,9849386#QPdgg1cZt3U,-7315703.53,11115363#naOtYBbBruEPaC6nesE,3966958#VMy2dXGmc3R9Jxvw3aC,-8885874.6900
1871,2827,-8089779,-5481333,-7216940,2964752.0500,18432246,6528260#1fRQPLj64KA,-11102487.05,18571677#G7Qp69AclAk7e6CAiHS,8485532#lakWPZIwNpDCNfdeWMH,-2376985.1700
1872,1940,9393135,3956268,-16939242,-5563570.6000,-843388,13292993#b8r5JC8CzQ5,12495594.88,1773678#lQTc00CoWNSiCiEOv4S,16229228#Pb5WJEz2LTnjAwePZ9V,-14423853.6600
1873,696,-16155629,-7490948,9423554,113348.9300,17819488,15238524#hvtqCfL6i4V,-7193028.95,6199029#EdnxOIEGOxKj4wweKyK,4838251#FfJBMdpXd6Ljt4EALi1,-15141967.6100
1874,558,-1740314,510928,-3443240,-3277503.9600,12144450,13196#jV5h1FKYv0e,6852951.35,1043889#WkTQiA91ng77PBBUe5R,14812759#C719iIHu05hmrUOiADg,-10247251.3000
1875,1841,15696055,3423788,15038369,614506.3700,-6831686,16955711#qCOLkGIgYVY,10859250.66,230152#1lNTjlRzE83d8GtXbdb,7855615#WRhjsN8e7UiP47pVzGu,-17635253.3400
1876,690,12650327,2935455,-6406607,4215605.5400,11161146,13742905#WPNmy8awCz1,17404262.73,299599#tk3BcO30ZOV7vsL7HAb,8753731#3zB824VUN6teqJSgWaC,-6528873.9900
1877,428,-4874811,-8934596,-18660730,4452731.0600,2758797,9639754#ma4oQMozqm5,-15269319.33,10594465#y1m9S9ZyLk6i08a9cVX,18653070#HmEfH2SZAs0W5XP4UXZ,-18295383.8600
1878,397,9696259,11257402,2821303,3106742.5500,18460332,8499085#DovzqGUtUPA,9644588.67,2039212#V9vG3m8ioowK61J5IKB,14500271#rgDfMA7rgqtTP0rWbhr,377263.3500
1879,897,6269380,6219761,-4107086,6391365.0300,18242284,15308498#WkBiF4ugk0G,237967.30,15060107#v0RwHZWgFw2TNsuPF1O,212373#y8FRu8bj6RKIpDtwa6W,16259299.6700
1880,2111,17908666,-688098,15789564,4535722.9000,-52924,15965746#u3xcShMxlul,-1466623.63,12912720#QBx4bnS6wc2YFkxgYDu,5440318#srHAanWkZDS0sfGODLq,2242512.0000
1881,1991,11454439,312115,-4871539,-3769106.6400,6175580,2342790#kL07AM7H9fu,-10234296.60,11067023#RrXHUzOeTmqv0qLygzM,8731677#rbF0oGf002nzORj5ZJn,-1592783.2100
1882,1179,14956173,3807799,-951941,-4745711.9400,13077960,1070115#uliRI7SxAti,-7089939.03,17500653#mo6KXVBzMm12CKQzzj0,16501686#XkNtJdepqR68WkZEBuT,6149223.8300
1883,3006,18019141,-10389144,-12686847,-2143220.3100,-10500362,1809169#wLD6EPNxWA4,-9652130.64,15063760#WAG13uOhLWVj83MV7Lz,1271799#6QYoLsLDJXsF7pMnlTK,-12889375.2600
1884,352,-9459030,-9813188,10161459,-2221364.9200,7271337,14058243#Zy7eyLJOcRc,-2491759.14,12084342#gj6gHEX4j73ksggXxzA,18182099#VSJW3kgvR9kmZd06ewq,5152515.0300
1885,2867,-11148132,-6440066,11234879,-4955218.5400,-9847909,1403274#cxxQ8yDQ4Qb,-6172568.54,3724630#174ZaluHZIrpfqA26Pu,7600746#nId3pBEkT5b5ZnKJWgu,-4480638.8500
1886,3217,-10571265,18390524,-15235078,-2702980.1300,10924012,12265922#uMp5JV6JA0b,6014980.09,777950#jkr43zOTxYm6bONBpkF,7391873#OatOudjNhOXrpwLcc3m,4994719.5200
1887,593,-8401538,15672325,-17169197,1469723.9900,15719357,18040719#zqf2X7fV1TY,-14125462.25,17462026#QiKsKC6Z2CsoPPJytt0,16511622#y93reqFWgwpHefjbn1b,2359047.6600
1888,1685,17981238,327980,18262992,6670875.1200,-6535274,2093050#Df8o964tTgx,13634453.64,13594396#s1G7FKDAYZeGfwdso7o,13203674#bUrTL9LVAcXAV4KzYeE,-17754003.8400
1889,725,13029867,-11741062,11682139,-4995261.8100,-4913661,7133358#ZQLsqHWdKlp,3613457.05,17003442#rrPZ67uRqKFjhv7I2PE,8089049#fjpQqWb2mufmfGdhl91,1908109.0100
1890,2449,15165887,12333303,-2914782,3916895.1600,10405360,14775872#kGCsWV8ZiiM,636804.41,12578963#ZD4rnp7xXSkJiYqsSLp,12617451#h2CNQeiukITpURk1hBR,10597261.3400
1891,3232,5984327,1527599,6089531,6791659.2600,4086792,5872967#W6S76vK9Vr8,17413849.68,12673632#YpT9nlKV1uU4WJ74wNg,5120200#fOxmt8z7CaD4vpeZWQT,-14655446.2900
1892,2807,-3068553,-7062553,-18273889,-1225754.0100,13726152,5011700#CD3EuCwfG7D,-4410681.23,1226972#uJRKeYdvQZW7xCNvAF4,12080932#7qGPVN9ewbTSIJX20BE,-8259163.8500
1893,2498,-18059869,10351813,17440625,-4957613.4200,11136472,17395876#VEHB1cceNC1,9696605.97,16779610#cbCpPAUqi7L1RM7jidM,6299914#N3O08UfOmBYAGewmYCN,7777660.6400
1894,2449,-4453791,12043366,9906735,-564748.3300,3044594,3139604#nV1uYPBg6z5,-16834252.10,14809352#TlUY5UjMz2fNvJdwiey,7400492#9ThipsS20gdmpWOEq8m,10278800.7000
1895,783,-8892730,18825384,-11808917,5042103.2200,-11694249,6669019#4OlnppogwBX,-6660771.84,15691057#EfOe16UGXbJxY79vEpy,10411609#4pJkIfxE75iWb4TCNPu,-685860.6000
1896,748,12226251,5628985,-6435854,5614790.6600,18185210,7918108#mdwCkv79gFV,18229251.27,11721869#5jgQVSV2vdREH9Z3BQj,16978435#lbfYp3hP1VWlI6qBVwC,-1093162.4000
1897,1874,-11328379,-7855768,4694647,2352216.1700,18693482,4351818#KfkPoKARnBW,-5250194.98,11167069#0UVx17sUmjiurA0yHt1,6374463#YTOny7HdOeB7tPNDA5P,-13521390.1500
1898,1899,4689316,9396941,-3906820,5213320.3500,-941318,14036232#iZHQpj7GB2m,-13035125.19,2394057#EfOe16UGXbJxY79vEpy,16387046#3KYW5m9ajYxjo7QofMm,9488749.6700
1899,281,-7039700,7834022,14573619,6032819.6400,13973346,7715681#9gtiQHXZhWm,-18628445.47,5091298#ngu8oUJuV89IOOGvZaj,14956426#byANykinVGZZHgNnYOJ,-17618618.0900
1900,50,-17441246,322068,-13203270,-5734672.7100,-315770,15579012#CoAKhm3RBGT,-862350.52,14105274#Hi2qvGKDINxyPGoGRYf,9910403#fogV4PoCIHgYVEIJB7F,-10299279.5700
1901,2294,13936671,-6406992,15904363,-5247748.0500,5601883,9796166#TQl2zdxqQnz,5829234.32,2979291#JL36WjlHp4kDK8m1Dw0,8208795#KFxfD46IudsmitRuueW,4278563.2300
1902,1529,16383061,-14088763,-8436280,6461480.4300,15407631,17653812#679YcnYZuz5,-1568700.65,14203031#4XsxlIdm0IQ1XfUZ0Md,15301302#6GKTSXG8EtXUtIY3kcY,4123302.1400
1903,3118,-15068564,6517318,4829739,-74631.2100,2771451,8648484#QzOK6VYXbBE,-2498642.93,982704#tp55ha2zWLOuDKKXLab,12082131#Qh1mrGGaIZGIBwhGqjn,-15912829.9200
1904,2795,15558385,14113876,-5614492,6524374.7600,-6165191,6140310#WXwgj0YI6Wl,4535085.62,17775800#SzZCgeLYyW4J4F1Yihv,3680343#lMgTOr0UMU9J3wz6Qgo,-5921433.5700
1905,1342,6890064,-6654572,-8646575,-5655376.1200,7451682,11642387#UWOJGWLXnqG,16543904.53,5944991#KxcwhOLYXETGPcuRqLs,16929691#nHsXdxJfpEn8OPrEH6u,17108469.9900
1906,445,5830475,10096226,14364029,-5578733.5500,-7775070,773509#wDwzzsqbAIp,13842363.73,12180854#OJ9DNJKKVACbetM0nsd,16684443#KSpEyRnmvVFq6kyhNlG,18275948.3000
1907,1543,-10057420,-3142749,-14297447,3101584.1500,-1776184,18726162#ZWsGYJAyipA,-14140246.21,9336944#MEAos5dmwJ6vIEVjuMm,10476824#IuoZFp5IJCK3A1xGD0e,13091802.7200
1908,133,13027042,4995937,-5658244,-2104745.8900,18486861,2725502#U6dXgFTFNEF,11378171.01,8734176#cRykCyboS3paSt0wD1O,1205772#ajQoTdUpBgSCp97Zbjm,8767883.9400
1909,726,-3912275,-15908823,-15328716,-1594174.8600,-9571744,9612356#LkZ0zbKZfkv,4939552.66,1154014#dEikKNrhWTvL0qk8NIi,16662567#s9AnHFiFqSNpjIYTVjf,6024673.0900
1910,1614,18257657,-17092042,-10015955,3738432.0400,3515862,2282837#rJ49XZ1nslv,18726767.62,12405531#5eYxpl26jJxfevPE7Yh,13631792#yvxEOgkbh7HygFLTLh0,-9352130.2100
1911,3034,2858749,17281896,-8313922,2204607.3800,11744882,16040278#HEyEAQAguo6,-2384388.62,15281186#GUnWTYkWDxa5v5ubSM0,12838039#Fxo3BpFWYXVduWPrZ1V,11584362.9300
1912,945,15684300,-8482201,-4681911,-4424968.5400,-2764244,2516768#QsyX1D0hUGQ,-8284857.16,7011738#6lBUdj4dIHkMLjnMlfQ,3371303#I2sIy5g35b6ujoj8oFt,-9903434.5900
1913,2235,-16127702,2197430,8835409,6570825.2500,-8438531,9206665#vKNRrfyhNjL,9917361.99,7124771#MZw12hItuKKBue6PHjN,2084691#nHsXdxJfpEn8OPrEH6u,-1580290.5400
1914,522,-1454710,10745233,-4649487,511132.9900,-3920918,7936814#fyj3DMjLSTC,12380848.91,18668518#Qma2KfTISyKCYpfjJsm,12048734#7gRUEMyVzUG9fplhMAf,6390267.7300
1915,2451,11073254,6386860,-6505157,2756086.0400,-10278937,1609220#4ddNB42yLEV,-10115566.59,244763#ILlsQChx76PBbX39Aha,17214146#n3O2oSCtv20jevlGeQt,9780229.2700
1916,1254,4552893,8709282,-2606012,529513.1700,4996803,2325522#GT8csqY8dUI,16270200.96,5789425#Ngprw9SzR9qxVdUZPFK,18625983#AG8uSfbYaSsklCwtDk7,-13158577.5400
1917,173,11144726,-11075559,-18924217,3764035.7900,-14805873,7955169#wLD6EPNxWA4,-257411.25,13051377#qGpyy84wF90iAgOoyec,5969254#tttmhIP5EsJ451oorHs,-10208966.0500
1918,2487,11246091,2114171,17856288,-6011693.6800,-14228276,5765295#fOvHPh0LNyt,-2985359.70,18389079#tyzQJZQQDc5PyM7VzIb,10471424#DbC2Xd3QpkpzQaMLkti,13045756.6000
1919,98,13476721,-4506724,5588388,-4046394.0900,-5050621,9005557#q6D5WSqtw8n,-5432646.92,759182#2XeN2XFcpzYRWJwFqYU,1441780#TWoIRHpkcGrRgFUWoN7,-3542959.2700
1920,1213,1630032,-15318799,5194875,5576355.6600,-5132036,10112672#oGXwAa20Xcy,-7511289.03,11412525#WiWMDa5zsVetC0ag9C3,4072898#SK0sw8iYODsjdEHEk9h,-9123730.6900
1921,1746,-8305847,-5627846,-7410002,3043813.5500,18925084,6702681#9gtiQHXZhWm,-11398957.55,19067956#nzN8Watt61Dg5eXvPY7,8712252#o2cTX9oW6Omar6GU6yS,-2440488.6700
1922,2715,9643886,4061959,-17391467,-5712246.1000,-866163,13647978#4tv7t5k8pOB,12829318.88,1820959#UYG6U79F1Wg71YTONrN,16662520#O4avfEzFJREQBdv23Rx,-14809116.1600
1923,2709,-16587098,-7690923,9674954,116126.4300,18294951,15645103#Bfi9IQxEARh,-7385120.95,6364332#F8xMJEsknafgEjjXKLX,4967353#eHxj3dGgUwOjsuqk1CM,-15546065.1100
1924,2596,-1786788,524453,-3535343,-3365142.4600,12468550,13535#MyOVlR3cBn5,7035533.35,1071603#linTWG5Wjst1XXVjzfJ,15207744#OBlUlonrIjFoZmxyrzr,-10520856.8000
1925,1741,16114497,3515263,15439207,631127.3700,-7013930,17407861#YGG5IBtIOKE,11148876.66,236041#TVZgF5t3BP30N3EEcWk,8065048#Su1xWWbLCvZqT3znyN0,-18105480.3400
1926,2940,12987670,3013605,-6577207,4327834.0400,11458696,14108991#pRpc9mEgmhT,17868382.23,307439#spOGB2iBMhYPDWhUd27,8986914#N3O08UfOmBYAGewmYCN,-6702718.4900
1927,1128,-5004501,-9172383,-19158030,4571276.5600,2832509,9896488#CU61wgYBRiP,-15675864.83,10876462#aGse8bOmFa3hbbn4QWT,19149759#C719iIHu05hmrUOiADg,-18782634.8600
1928,1322,9954658,11556983,2896603,3189420.5500,18951782,8725239#eU9p7zN1zX5,9901478.67,2093474#qiqT2C1oLLnhbfM9HO0,14886139#xH5WQEDmd9IxLuXANv9,387194.3500
1929,2628,6436162,6385436,-4216261,6561605.5300,18727609,15715708#56xF90xxiid,244215.30,15460837#aPrQV2m3rmstU6eNaI2,217996#36eazMpIvNbxk6N5481,16692215.1700
1930,349,18385209,-706198,16209526,4656206.4000,-54452,16390249#esPES8x6kxO,-1505874.63,13256040#qKaEv3cNlhz9vmshCTM,5584877#Q5WzoibSA3cQtIXdjd1,2301991.0000
1931,291,11758924,320315,-5001164,-3869201.1400,6339719,2405005#zSoVBUdd0fj,-10506436.10,11360984#4MOguhZLFhHV0djdtzP,8963690#o3T8GHsmPB54js0USnU,-1635308.2100
1932,1392,15353672,3908958,-977419,-4871624.9400,13425535,1098464#hKRbXfKX1dz,-7278123.03,17965538#GIBMbbq5xR8ymu9YdsD,16940000#wRtTSzQhwilFtCrktHS,6312634.8300
1933,731,18497836,-10664969,-13023862,-2200236.3100,-10779112,1856988#ckbyQyI3Lsl,-9908394.14,15463623#8w03FuacRspg5q3h9qj,1305491#yzLjx092nK0373Jv5Lk,-13231893.7600
1934,2002,-9710038,-10073638,10430984,-2280283.9200,7464512,14431248#L1zpRH95xNJ,-2557710.64,12404787#TR6yusKFk6AdCKWd38w,18664392#WdNRp5uc6x37d83zmrv,5289094.5300
1935,992,-11443609,-6610641,11532654,-5086492.0400,-10109197,1440266#CEzC58eBHCw,-6336309.04,3823211#1vU70JPd29ZlIkc603c,7802266#wL5laUcsAucr4szL6B0,-4599356.3500
1936,892,-10851745,18877937,-15639091,-2774524.6300,11213637,12590961#rFdezBcNP3i,6174688.59,798504#lSH9wM74HxZl6QDsH01,7587769#ReGvXKKJlmMc4MzIMTJ,5127195.0200
1937,1956,-8624385,16087500,-17624003,1508839.9900,16135957,18518676#Gy1b88J4Xj5,-14499945.75,17924599#tk3BcO30ZOV7vsL7HAb,16949111#cEFlrinc7lFp5SVZv0z,2421327.1600
1938,3060,18457599,336430,18746617,6847728.1200,-6708374,2148227#YpBn5tpZAFY,13995567.64,13954334#hz2ibacwoL0dHV6bmah,13553283#7evAckgjfZyqfbXfHAT,-18224398.8400
1939,1300,13374583,-12051896,11991514,-5127478.3100,-5043783,7321977#2tQ2kJ2RH7n,3709287.55,17453367#BZXY73jmyZwT1mKEj8S,8302972#BxMrqyMSL0A8vYMZNNf,1958634.0100
1940,99,15567263,12659703,-2991932,4020588.1600,10680683,15166510#e9GlKfFbzja,653510.91,12911608#ub8yHbNifEHUyhzvCAf,12951055#u1dpInupapo3q5ffIhi,10877499.8400
1941,82,6142580,1568236,6250790,6971390.7600,4194780,6028149#2sYH9805EK9,17874352.68,13008671#cFdXIzyRgUwC09YxRZm,5255342#7ixx4R83D718fF9WkM3,-15042822.7900
1942,2757,-3149657,-7249328,-18756814,-1258291.0100,14088636,5144032#LjkQNR7PBYt,-4527360.73,1259358#ZgQDjWacGC5UqwAk4G8,12400041#x35Dn1gmICOm9LOmbOx,-8477323.8500
1943,735,-18536674,10625463,17901296,-5088570.9200,11430640,17855191#TRszGOz33eB,9952658.47,17222759#nUQY5FLNeZyWXTZ3vXP,6466113#1gXCW2kp6KFUabhjlzP,7983141.6400
1944,2574,-4571494,12361341,10168223,-579508.3300,3124969,3222338#FZ72Tfel88U,-17278604.60,15200280#cU0h3qvOTVL2mU52rtn,7595636#hGnTCN7Ti42DZM8MdUl,10550342.2000
1945,3258,-9127299,19322284,-12120267,5175006.2200,-12003040,6844804#Gwo161kOtGn,-6836278.34,16104868#maV3NnODQrKj3860N2p,10686090#3tjwD8pJvZH4372oCiF,-703817.6000
1946,1798,12548427,5777285,-6605317,5762943.6600,18664879,8126809#z4KHhGtfjcu,18709924.77,12030857#VzOb7Cf7hUFJMVkudEW,17425942#bUVGaDDQlNULVOnGrqz,-1122116.4000
1947,1774,-11627064,-8062761,4818156,2413996.6700,19186078,4466340#IILoWLzGPpY,-5388337.48,11461296#L56wwhZAaaK7186gf5q,6542326#nHRPyLW5aM6jpS5TkRH,-13877972.1500
1948,549,4812594,9644357,-4009895,5350887.3500,-966168,14405916#eFOyIFt5dVl,-13378475.19,2457125#9RAJEy9pEQXKZ0ZwutF,16818539#O6NgfZZGO7TMI8Gmv0V,9738652.6700
1949,3056,-7224983,8040522,14957119,6191885.1400,14341008,7918605#g4ER4JnH6Zb,-19118989.47,5225176#cRykCyboS3paSt0wD1O,15349997#pV5xDYkVLZ0rb1CYBKZ,-18082572.5900
1950,2300,-17900223,330518,-13550958,-5885435.2100,-324086,15988766#580xqPpAz5R,-885051.02,14476293#3w5zfKrw58JhUvtKULN,10170983#AG8uSfbYaSsklCwtDk7,-10570200.0700
1951,3019,14303120,-6575567,16322913,-5385933.0500,5749458,10053653#mmQKTVY6419,5982477.32,3057554#WHBUTetunPN5nyE9Qcn,8424539#O6NgfZZGO7TMI8Gmv0V,4391077.7300
1952,2729,16813814,-14459359,-8657899,6631304.4300,15812556,18117767#o6jbzWC0VUO,-1609874.65,14576331#mS6CIHn2o4W447ALiAx,15703412#9TmIwUH2brRrzjgnaj7,4231712.6400
1953,1818,-15464488,6688773,4956702,-76355.2100,2844064,8875581#fgAYtAvHlsY,-2564203.93,1008317#d0hrQROhgXgCZojyAFz,12399458#PHHDBI2fm5ANNPyTlwH,-16330994.4200
1954,1570,15967035,14484347,-5761742,6695546.7600,-6327255,6301557#q6D5WSqtw8n,4654300.62,18242341#lYmRsde2DnAfLeHAmkf,3776793#EbsfLjDMZeTr6a45Hno,-6076671.5700
1955,2133,7071045,-6829084,-8873675,-5803576.1200,7647500,11947821#MzFANemW8uZ,16978173.53,6100961#GoYIguI2QyjNMjBVJO4,17373816#5LQZPelAfloHMkJ3eUE,17557647.9900
1956,1620,5983453,10361026,14740860,-5724979.5500,-7978963,793574#GM6atEy5kYr,14205276.23,12500160#nuSjkS5eETglAscxvjz,17122077#Ns3LgNnQS2T5AprF1fv,18755206.3000
1957,2743,-10321140,-3224912,-14672222,3182974.1500,-1822497,19216926#wMsHXR5Omyq,-14510751.71,9581530#Fbf8Ld0oV8id9lYMsGS,10751406#lTW8g2yeQadP58l1P0O,13434984.7200
1958,2458,13368391,5126687,-5806621,-2160037.3900,18971311,2796709#zODpMJTLAoZ,11676125.51,8962935#GnCpSj5GrZCv9ezwuJR,1237148#mBBZtOD387zyZQLQfGB,8997540.4400
1959,851,-4014537,-16325498,-15729979,-1635823.3600,-9822282,9864015#MxwgBzHoDXW,5069164.66,1184209#rk4L7pnuicqBYK2ilGC,17098880#KraQ8z25JFQLsGuVoaV,6182624.5900
1960,1989,18735639,-17539717,-10278005,3836524.0400,3607799,2342519#EvyEo6zgGiM,19217041.62,12730166#5qGbMAmNGTuBqfGPsX3,13988510#0veJlkWzAr0Mq1Bkp6E,-9596808.7100
1961,1484,2933381,17733946,-8531422,2262537.3800,12052407,16459811#dsl5b08p8vs,-2446792.12,15680754#aIIfUWH9G8dJGV9AVCk,13173840#8DlEwFOboAwdexU42U2,11887705.9300
1962,2301,16094210,-8703801,-4804236,-4540821.5400,-2836613,2582573#NTqIdaexbGk,-8501350.16,7195041#TVZgF5t3BP30N3EEcWk,3459358#VXInGbLkTsdixeZSa3d,-10162282.0900
1963,272,-16549033,2254942,9066209,6742636.2500,-8659081,9447216#pDnb4RSPECP,10176486.99,7310838#G3V9TL0Ftrhl20gJCCC,2138960#VwLvD5d8RFglVdMi6Nj,-1621528.0400
1964,2122,-1492555,11025758,-4770887,524476.9900,-4023343,8144076#8KwgGFPVeV1,12704064.91,19156098#NyRlgkz4kXliqK1rI1D,12363301#bMqzJnhiA0TT4TN0eR6,6557305.2300
1965,1126,11362280,6553635,-6674982,2828206.5400,-10547062,1651223#fbhFpBr7k9b,-10379609.59,251002#PxtxBQN9C48Ys219w19,17663491#yzLjx092nK0373Jv5Lk,10035813.7700
1966,2441,4671901,8936332,-2674087,543394.6700,5127265,2386072#2gqWoyDZuEy,16694810.96,5940392#FJJYGXnYTGaoSeVeYuN,19111949#Hm81P9xKO67L2n9RyNM,-13501999.0400
1967,586,11435286,-11364184,-19417953,3862202.2900,-15192232,8162600#s5S4S8GPiRK,-264244.75,13391779#9yszcNEHS1eyOVMKJQ8,6124729#aof6nXe31YN2RbQhyJq,-10475156.5500
