1807,2019-03-23 06:37:25.000,-3127154,645454,9601337,-1398985
1808,2019-03-17 22:55:25.000,-6299794,-10310040,8348659,-9591891
1809,2019-01-11 09:24:00.000,10405553,2444786,-6468823,5671925
1810,2019-09-13 09:05:26.000,6406266,4817998,6570702,9359919
1811,2020-01-24 17:25:44.000,-9800127,-15151125,-215929,-8530193
1812,2019-01-06 23:45:55.000,12906433,-420308,960669,-2942199
1813,2019-08-03 18:53:15.000,-17434588,1845030,9979165,17512632
1814,2020-01-29 21:51:36.000,-16662681,1967479,-7157763,15677255
1815,2019-03-30 17:49:37.000,11502426,8511444,5408589,-593162
1816,2019-02-07 19:06:13.000,-8914427,300786,-61911,-16512636
1817,2019-08-15 22:27:04.000,4826014,15083403,17522799,12276958
1818,2020-02-22 18:00:39.000,-6289892,-17819045,-3578077,11364971
1819,2019-10-06 06:45:20.000,8477519,-1359619,6643960,-12655919
1820,2020-01-08 18:35:55.000,-4611747,12530320,14593321,-627447
1821,2020-02-15 22:06:46.000,-16903919,-8532129,-678331,-4689463
1822,2019-10-11 22:42:42.000,-16894528,554741,14951885,-11228999
1823,2019-11-23 21:20:15.000,17976748,8114677,-15673912,-9190568
1824,2019-08-13 01:38:11.000,-5741915,3255639,-17637600,-12313135
1825,2019-09-30 23:55:47.000,2162438,1260578,8081005,-3867001
1826,2020-02-05 18:55:18.000,11352830,6408266,9613656,-6728703
1827,2019-03-02 17:19:47.000,-9837441,11606344,-11036122,-9724262
1828,2019-09-16 04:08:44.000,1550271,-16429473,10821356,-4321367
1829,2019-10-12 05:35:19.000,-7712543,-16337671,14299739,-10627048
1830,2020-01-15 19:10:21.000,8098200,-11067815,-7677394,-3542265
1831,2019-08-28 17:13:35.000,1135812,2481576,3424420,-5930417
1832,2019-11-08 01:59:15.000,5277202,12532438,13373958,3617673
1833,2019-05-29 01:18:52.000,1852649,-15613121,17679339,2463331
1834,2019-08-12 03:00:32.000,6922914,-3448875,-6875042,16894407
1835,2019-11-13 04:19:16.000,-14190737,-696629,13241086,12367152
1836,2019-09-30 07:58:42.000,5468910,-7568922,9283271,18201786
1837,2020-01-10 09:12:53.000,9399245,-11612107,5765998,11190724
1838,2019-12-23 16:24:35.000,17229220,1714871,-9508855,-4429058
1839,2019-05-16 08:16:30.000,7864695,-275251,4390543,14649326
1840,2019-07-09 15:57:47.000,9224791,-2576636,3542303,689094
1841,2020-02-25 00:01:23.000,883647,15910717,18146804,-10268131
1842,2019-08-02 12:07:12.000,16891109,3872822,683197,63233
1843,2019-07-13 04:10:24.000,6337188,3531799,-6457537,-1815932
1844,2020-02-18 16:57:36.000,12598672,-755975,10039792,-11931318
1845,2019-12-15 21:15:22.000,-16438159,-13733499,5016392,-10882102
1846,2019-06-17 14:12:57.000,-5569575,-7152015,815691,12432281
1847,2019-07-17 19:18:01.000,-932736,-15451740,13920903,10680917
1848,2019-07-18 01:02:23.000,8223364,-15217961,1336902,-7283405
1849,2019-11-21 16:29:26.000,-14831682,1121102,-12882342,9972910
1850,2019-08-03 18:52:32.000,14549755,17393872,-12780680,-2812284
1851,2019-09-05 01:02:22.000,-11557925,12230242,-14801413,2664260
1852,2019-10-14 05:37:53.000,12108570,-3549707,-5612791,-17835824
1853,2019-06-10 17:44:05.000,16393670,-3139004,17622133,15716268
1854,2019-08-03 18:24:37.000,-9922889,10997440,13983072,-14023081
1855,2019-06-05 18:17:12.000,-7903520,-15672506,-11580057,-17251145
1856,2020-03-03 23:47:55.000,-4434634,3487980,12894551,-11383296
1857,2019-08-14 17:26:23.000,-3213830,663052,9866787,-1437685
1858,2019-08-12 17:50:09.000,-6473845,-10595328,8579609,-9857019
1859,2019-07-06 06:16:19.000,10693139,2512472,-6647398,5828850
1860,2019-11-28 11:13:18.000,6583286,4951046,6752340,9618619
1861,2020-02-14 21:18:13.000,-10070694,-15569222,-222142,-8765506
1862,2019-07-08 03:25:49.000,13262709,-431915,987031,-3023624
1863,2019-11-07 00:14:37.000,-17915298,1895777,10254277,17995682
1864,2020-02-18 09:34:52.000,-17121801,2021652,-7354838,16109155
1865,2019-08-28 22:29:28.000,11819243,8745861,5557314,-609462
1866,2019-08-01 10:56:25.000,-9160130,308797,-63636,-16967211
1867,2019-11-17 04:06:59.000,4958562,15498696,18004762,12615033
1868,2020-03-03 09:07:28.000,-6462716,-18308849,-3676402,11677684
1869,2019-12-17 06:14:36.000,8710302,-1396821,6826585,-13003944
1870,2020-02-07 20:05:54.000,-4738528,12874687,14994396,-644822
1871,2020-02-28 22:01:44.000,-17367926,-8766509,-697106,-4818200
1872,2019-12-22 07:22:47.000,-17357910,569824,15362010,-11537324
1873,2020-01-15 00:43:19.000,18469903,8337472,-16104062,-9442518
1874,2019-11-21 17:50:50.000,-5899221,3344661,-18120875,-12650710
1875,2019-12-18 13:01:23.000,2221854,1295278,8302555,-3973122
1876,2020-02-24 05:29:46.000,11663690,6583686,9876751,-6912953
1877,2019-08-31 20:00:07.000,-10106648,11923836,-11338234,-9990662
1878,2019-12-13 04:51:19.000,1592594,-16878907,11117481,-4439442
1879,2019-12-27 08:25:17.000,-7923295,-16784173,14690664,-10917498
1880,2020-02-14 08:39:19.000,8319525,-11370264,-7886944,-3639182
1881,2019-12-06 14:46:37.000,1166959,2549419,3518095,-6092148
1882,2020-01-11 22:43:30.000,5421334,12874470,13739176,3716523
1883,2019-10-24 18:11:56.000,1903124,-16039014,18161789,2530731
1884,2019-12-01 15:58:39.000,7111843,-3542867,-7062357,17355057
1885,2020-01-16 09:59:29.000,-14577649,-715503,13602129,12704252
1886,2019-12-27 07:44:28.000,5617864,-7775103,9536146,18697311
1887,2020-02-14 00:39:28.000,9654833,-11928103,5922923,11495374
1888,2020-02-06 05:10:59.000,17697900,1761702,-9767273,-4549781
1889,2019-10-28 15:41:42.000,8078605,-282804,4510068,15047663
1890,2019-11-23 22:40:08.000,9475239,-2646397,3638728,707569
1891,2020-03-06 20:11:32.000,907810,16342756,18639704,-10547256
1892,2019-12-07 11:25:40.000,17349724,3977890,701522,64908
1893,2019-11-30 03:21:07.000,6509139,3627525,-6632518,-1865357
1894,2020-03-04 12:55:07.000,12940094,-776313,10311867,-12254568
1895,2020-02-06 13:49:58.000,-16883618,-14105769,5152154,-11176902
1896,2019-11-24 13:06:19.000,-5720617,-7345586,837554,12769081
1897,2019-12-08 16:17:34.000,-958001,-15870042,14297628,10969830
1898,2019-12-10 12:10:37.000,8445784,-15629750,1373202,-7480280
1899,2020-01-30 16:52:45.000,-15232560,1151529,-13230617,10242710
1900,2019-12-20 12:10:01.000,14943110,17863905,-13125880,-2888234
1901,2020-01-03 08:05:41.000,-11869891,12560699,-15201394,2736160
1902,2020-01-19 05:55:13.000,12435633,-3645477,-5764360,-18317174
1903,2019-12-06 10:34:35.000,16835902,-3223696,18097521,16140152
1904,2019-12-27 16:57:15.000,-10190453,11294012,14360422,-14401131
1905,2019-12-09 10:34:37.000,-8116290,-16095086,-11892007,-17716320
1906,2020-03-11 16:09:05.000,-4554064,3581807,13241751,-11690096
1907,2020-01-06 04:15:22.000,-3300506,680649,10132237,-1476385
1908,2020-01-07 12:44:53.000,-6647895,-10880617,8810559,-10122147
1909,2019-12-29 03:08:39.000,10980726,2580157,-6825973,5985775
1910,2020-02-12 13:21:10.000,6760307,5084094,6933977,9877319
1911,2020-03-07 01:10:41.000,-10341262,-15987319,-228354,-9000818
1912,2020-01-06 07:05:42.000,13618985,-443522,1013394,-3105049
1913,2020-02-10 05:35:59.000,-18396007,1946524,10529390,18478732
1914,2020-03-08 21:18:09.000,-17580920,2075825,-7551913,16541055
1915,2020-01-27 03:09:19.000,12136060,8980279,5706039,-625762
1916,2020-01-23 02:46:37.000,-9405833,316808,-65361,-17421786
1917,2020-02-18 09:46:54.000,5091110,15913990,18486724,12953108
1918,2020-03-13 00:14:18.000,-6635540,-18798653,-3774727,11990396
1919,2020-02-27 05:43:51.000,8943085,-1434023,7009210,-13351969
1920,2020-03-08 21:35:52.000,-4865309,13219053,15395471,-662197
1921,2020-03-12 21:56:41.000,-17831932,-9000890,-715881,-4946938
1922,2020-03-02 16:02:51.000,-17821293,584907,15772135,-11845649
1923,2020-03-07 04:06:23.000,18963058,8560268,-16534212,-9694468
1924,2020-03-01 10:03:30.000,-6056528,3433682,-18604150,-12988285
1925,2020-03-06 02:07:00.000,2281270,1329978,8524105,-4079244
1926,2020-03-13 16:04:13.000,11974550,6759105,10139846,-7097203
1927,2020-02-29 22:40:27.000,-10375854,12241328,-11640347,-10257062
1928,2020-03-10 05:33:55.000,1634917,-17328342,11413606,-4557517
1929,2020-03-12 11:15:16.000,-8134047,-17230675,15081589,-11207948
1930,2020-03-14 22:08:17.000,8540850,-11672714,-8096494,-3736099
1931,2020-03-15 12:19:40.000,1198106,2617262,3611770,-6253879
