1851,1696,17892028,16990185#hnQ1l0tkPqROgP,-18064.66,-16326025,12023177#ytQKH0ZxrcVN,2018-11-19 17:43:24.000
1852,448,167669,5423824#9nFXweIalSWQ3B,-31231.46,-120898,3898701#99etAdlEuU5f,2016-10-18 19:54:15.000
1853,451,-18203047,16352723#tNAW7IocHRqqNG,55230.36,-4046862,15252001#vUK0KGcE9P4P,2017-03-08 19:12:22.000
1854,595,14631059,10089366#JkqcyXdFAWDYwc,9623.82,-11685655,8421620#A8cMPkcW2fWm,2013-10-17 23:29:00.000
1855,438,-17485655,18091202#4sm0Op1pKmi2Dh,33937.68,-17478437,8146378#zeyMzLoPhbXD,2014-07-21 19:20:07.000
1856,1320,-10003263,6171150#kO0yuW3okXX5vQ,40400.76,-5357076,7254073#Sa29fLzTYdH0,2018-11-24 16:31:07.000
1857,1760,-11106304,8209876#8g6Xoorn9S3xu6,55520.99,-10021199,6589714#qblyv35Kf2Iz,2016-06-02 10:33:11.000
1858,921,-10949162,7234213#XkgokdzdRtHVnn,39252.62,-11121066,11982064#RZlg90b9BurI,2013-03-22 16:56:53.000
1859,1735,-10089065,6543720#E6fsZtWaVfwtco,-27862.46,-6589192,1700571#UbKNBGfu8rKJ,2019-09-24 05:48:15.000
1860,1350,-16898703,14834674#xO9wSLd2ht6HMu,-11741.19,-3989551,8501963#JuO3a039k5zI,2019-08-17 16:57:27.000
1861,334,-5450604,15351705#lM0dS5U2QUtipl,4975.55,37180,15041405#7fmzQGjRXI9O,2016-12-10 12:54:45.000
1862,1548,-5587123,10753368#aBOUEIuHVNGK8t,-31598.86,-17286633,12336556#23ROnIO7oeS9,2015-09-22 07:30:17.000
1863,1531,-12261899,14340954#Ruj5rWRcKe7hP3,32839.19,-11019491,13816066#qlYRSiogtyKu,2016-01-26 23:33:27.000
1864,3,1477975,8709430#E1P09kS7OxO6uw,-19915.88,5158951,13292140#qEu8uee3qOhf,2014-10-18 13:47:24.000
1865,703,-11810258,14769018#VTCiTlie9fCmS1,-33403.32,8761027,4241371#UFNNfNTrM5QQ,2017-06-18 04:41:57.000
1866,1180,-18109820,10437852#Z2AqzNwd6exeyq,-44524.92,-599757,9831763#XGXbszco8Ukk,2013-05-22 01:53:01.000
1867,502,5276531,6422730#liL1oOsasudK2H,-15265.98,16318849,708912#sw5Va0ONXDEO,2019-01-14 20:04:57.000
1868,126,12965284,12172857#qr1p5c7IARxlT7,48794.26,1755179,8492753#ACoK6to2OxkX,2013-08-26 00:54:27.000
1869,822,-6108578,16178674#xO9wSLd2ht6HMu,-54486.71,-12381145,17784037#kD4FWkOBUb3q,2018-11-10 22:53:51.000
1870,1423,4773004,11664643#5CsqNl8OuogSj8,-12462.78,-3416960,14156323#dzqAN0QEMgXi,2018-06-08 23:08:57.000
1871,35,-2855091,10472842#UssBRppmF70ygH,-47305.57,11995592,15249748#AeaEoq82Z0d7,2020-01-16 04:29:30.000
1872,562,14725669,365103#jn9ZkH4DA0Sc6L,-30767.69,6605668,5601007#wXEDQeoDUxqO,2020-01-14 10:37:52.000
1873,1161,-226257,9882963#EBr4q0RJpIUn7h,-53352.00,11847741,11000370#TyJsjKx0lcbh,2015-01-18 05:27:57.000
1874,1642,9760009,6680254#vh1eaklRMGrx2o,29558.96,3590200,17233813#jS0p3GCuk5YY,2017-10-20 01:46:45.000
1875,582,14217014,14404161#vQkwQJBKfn3lMW,30909.69,-8555109,12384851#u5fraObCXwLm,2015-11-02 01:53:31.000
1876,1475,2608343,8400905#AlfPpCPK5oW539,-29855.66,-15915782,1572330#vpdZwAFywJsm,2016-10-14 01:34:14.000
1877,716,-11477744,9067256#9RtxyE0sM9aDK0,51322.90,-1558230,5864752#l6FXkyhZhlgU,2018-04-25 02:41:38.000
1878,772,9403602,16879712#JMywOLwYN8EeMU,2716.60,3306889,15059429#WhSYOi0pQKx3,2018-06-21 01:16:26.000
1879,219,-1965199,670209#M2UTSxjHRqCbYm,39838.93,-10916735,10687028#WebSrcV9UcO6,2014-01-12 02:42:18.000
1880,179,-641836,15148747#9dqWxi14N1uFIL,48159.14,1865603,7334217#EJP61xnrfBNL,2019-11-17 16:07:07.000
1881,304,7615288,10024121#vgIGmSvWW1Y2Ii,-19060.23,-4412457,920535#dWdp5FuOfn61,2016-05-22 12:24:09.000
1882,840,10924323,12400005#pr2zvyrkuuuqIa,-51851.18,-6722135,7362520#NO0Kq8suUSAF,2014-03-12 19:38:21.000
1883,213,-2267913,11832145#XmUHiruoTDC8SM,28682.02,11127868,12836947#S869kHAjph5w,2015-02-24 01:15:57.000
1884,467,7765698,10955018#VTCiTlie9fCmS1,13925.95,13432194,14386164#dvPdDp5gpSWO,2015-04-09 08:04:54.000
1885,50,-16685418,11419854#Re5Lxt6DZkbXCP,-10843.41,-13681293,5273137#FMBkbLK4WwaZ,2014-10-14 22:38:56.000
1886,477,14556894,13525050#zpGUWMHRPgSKLB,-27349.28,16393825,9339897#joK26ZVgVSTi,2014-06-12 09:24:39.000
1887,605,-14823037,16372512#x4krnfDjTSpB6p,-35912.36,-4492099,9375536#cT63cLsk9oN4,2016-08-22 09:41:13.000
1888,1050,-4052127,5773933#jqH3z0xh1uC3oY,30086.71,-4954655,3351772#8HoAI9RKtwXx,2018-07-21 13:49:18.000
1889,344,-12936542,2862618#GPt7ZQaGt5EoHx,-6268.09,-3427738,11630472#JBoCNvJ7GnAR,2013-03-22 05:52:49.000
1890,998,15862083,18797063#sxAj2JO1TLgwwj,-47596.52,-6648865,8855928#AyOnQKC3hRS6,2015-05-15 14:49:29.000
1891,788,7946518,12142290#DkS1ZDjSJhiWJW,5739.95,6867267,6734061#REF9tEd7DahJ,2015-03-03 08:27:10.000
1892,1408,1721467,456473#v6lGParZISm9Ma,40992.03,-5025701,11448439#zvFeswf80Zfy,2019-03-16 00:36:00.000
1893,483,-5771144,13124165#rmbIHITSzHJvuM,46839.70,1115034,685867#9RKT43du8IeJ,2016-11-08 06:46:49.000
1894,792,5588706,5627828#g3wCqJjpo4auzK,14132.15,10905251,3994292#rojmYwCj16bQ,2013-03-31 15:33:26.000
1895,1211,3442598,1401879#eS1bhQ2LBLlYbA,-7712.88,-18933999,441464#RQEO7yXQEsIl,2017-08-10 03:09:46.000
1896,1569,-6216365,15278343#baAgWP5ZqMRRoX,16281.61,-3925692,12122808#T3gb8sANzY0u,2017-08-28 00:22:01.000
1897,586,18387921,16713395#gLV3GjlDpzYEx8,-32390.87,8018102,7221249#YxnPgar50CHp,2020-01-19 18:49:50.000
1898,1344,14805474,11980422#yd4ZQDbSxs4voR,-6651.33,8810514,9952052#4mGiWgUosRjE,2015-12-13 18:58:30.000
1899,1122,-9578355,2784196#EzSeAsAxkrtIVb,27.93,-9791471,9447756#oief9gA1KBUb,2013-12-01 13:08:59.000
1900,1620,-9038770,10264840#9lqKRjUzujv9ug,-47147.03,-7122762,13677785#A6vwXOxYX2QB,2016-01-04 21:43:04.000
1901,151,18375571,17449041#VYU722v8OWtGG7,-18542.16,-16766800,12347805#9q0awYgrsfRr,2018-12-11 20:06:58.000
1902,203,172169,5570168#XLfI4XZOZqYyKn,-32073.96,-123898,4003832#ZTg4EwwizBxI,2016-12-14 22:21:12.000
1903,1363,-18693987,16793852#Z2AqzNwd6exeyq,56700.86,-4156112,15663549#E8ZKPLQh8H1U,2017-04-28 11:25:56.000
1904,307,15025634,10361438#XWKNgInE93sHJJ,9891.82,-12000680,8648667#SfChCPtgekyR,2014-02-02 15:19:45.000
1905,1307,-17957218,18578800#kgeYJZ7oHknHMZ,34725.18,-17949675,8365899#Gp4x7qI87fLt,2014-10-24 19:40:26.000
1906,1230,-10272876,6337228#saLIGII0Zj4mIP,41607.26,-5501151,7449396#nT1hdueUin67,2018-12-16 15:52:53.000
1907,600,-11405404,8430880#7iGATr15Ze3Fz0,57041.49,-10291011,6766911#1nfGA1knSNw6,2016-08-05 04:31:21.000
1908,831,-11243912,7428641#g73Zi3AsXz3Fw6,40337.12,-11420329,12304281#4YR84cszKAsD,2013-07-18 10:13:04.000
1909,113,-10360327,6719584#kuIQeaQ35wxpKc,-28576.96,-6766511,1746058#sLQiW2z3GwdC,2019-10-02 05:58:14.000
1910,1580,-17352890,15233453#7lKozC4Tf6eFb0,-12067.19,-4096701,8730317#cqrV9lAr3Ghm,2019-08-27 10:58:09.000
1911,1674,-5597245,15763970#WfayQMWtEaYbPT,4989.05,38317,15445487#JRiwKALHE25c,2017-02-03 16:13:02.000
1912,243,-5737323,11041937#mR0yLC8BdoquWB,-32404.36,-17750946,12667742#eG3koc3xGvtk,2015-12-07 03:11:20.000
1913,106,-12591146,14725768#gKx7OcjPEvGPNR,33611.69,-11315491,14186681#XvYyn2fBuqmq,2016-04-05 23:55:32.000
1914,1743,1517513,8942883#elQvrYqRpij8AN,-20321.38,5297351,13648663#0CiqEdfGT8hL,2015-01-18 06:16:39.000
1915,643,-12127045,15164893#1TOTWGLhmjfJIu,-34305.32,8995652,4355016#yPhHiz3V4vDL,2017-08-03 17:24:32.000
1916,1763,-18595345,10717468#qAxkbcmGiIyzXi,-45675.92,-615769,10094950#QL0nHh8UG0jr,2013-09-14 20:47:10.000
1917,502,5417581,6594671#Geq4zP5xtLfJG1,-15653.48,16755649,727806#8LCdBD3VYrmn,2019-02-03 15:41:51.000
1918,176,13312497,12498448#DfTmJZ6wyhcelU,50113.76,1801946,8719979#UmAkYM9sFIo7,2013-12-15 13:40:22.000
1919,1437,-6272146,16611383#7nXiDpM0BgdkqD,-55865.21,-12712513,18259607#VBR4DwWJseFt,2018-12-03 20:01:46.000
1920,1491,4900492,11976419#ZoYmgYh7URiVdE,-12928.78,-3508535,14534834#VQlYfUkI57E6,2018-07-09 02:27:07.000
1921,52,-2931406,10752618#GPt7ZQaGt5EoHx,-48683.57,12316154,15657211#fA11xnIL2t6n,2020-01-18 23:01:27.000
1922,661,15119058,374635#6A3SmtYcvjwmPN,-31541.69,6782056,5750473#PCPO42NSkEXt,2020-01-17 07:11:02.000
1923,804,-232107,10146671#Geq4zP5xtLfJG1,-54735.50,12163779,11293856#wQCF2iifKF88,2015-04-16 09:30:56.000
1924,357,10020322,6858445#PKTyZyFoHvE7sU,30328.96,3686188,17693459#NRZoQnlhYDHo,2017-11-30 04:35:19.000
1925,1043,14596367,14788081#3KVIzRQGiaGPZq,31639.69,-8783434,12714971#RWaUpfYNuOLc,2016-01-15 21:52:37.000
1926,1618,2677956,8624732#Q3bWuRXNNAVcCR,-30634.66,-16339788,1614102#ZcWxrthBKsJV,2016-12-11 16:16:15.000
1927,1627,-11783594,9308747#9dqWxi14N1uFIL,52581.90,-1599755,6020778#UZJqPqI20YGG,2018-05-27 13:20:25.000
1928,951,9653777,17328978#QNotkZyleaUjAL,2795.60,3395133,15460217#EJP61xnrfBNL,2018-07-20 20:22:24.000
1929,129,-2017674,687904#hTTOGffirjDztb,40810.93,-11207410,10971347#SV7l4grfCPap,2014-04-28 06:02:56.000
1930,254,-658661,15551590#b4Ss77han6fAnR,49476.64,1915428,7529067#3jghrXBwCFsF,2019-11-23 06:31:41.000
1931,1649,7817963,10290533#vYXRcPThR3Xy6Z,-19619.73,-4529875,944906#zQATSaSPOyRJ,2016-07-27 05:22:42.000
1932,1595,11214623,12729380#YzVDzOt3Mjbany,-53230.18,-6900913,7557872#HwV8XrkQ5kao,2014-06-24 10:32:39.000
1933,1561,-2327913,12146256#9RtxyE0sM9aDK0,29352.02,11423293,13177744#dbXnRN7I4R8l,2015-05-22 07:32:55.000
1934,284,7971723,11245535#4iIYoNOfRJatrz,14256.45,13788919,14767938#kUslxbDFr8YC,2015-07-03 14:04:14.000
1935,1320,-17127818,11722538#LKPr6kym0pAfRz,-11150.41,-14044318,5412840#OLGUhJCsodxY,2015-01-16 15:01:20.000
1936,666,14942744,13883382#LXsYQ2DjKpBcwi,-28103.28,16828525,9587472#JBoCNvJ7GnAR,2014-09-20 01:35:07.000
1937,1330,-15215810,16806167#HPW2cfhaMyCLlg,-36900.86,-4611124,9623942#1U6kzqQCV6vL,2016-10-23 03:01:30.000
1938,1370,-4159642,5926695#BWQbVIo7HAhG8b,30869.21,-5086117,3440309#pFJetyguFHDS,2018-08-19 04:55:43.000
1939,576,-13279152,2938243#ZFdeRipfvVJktC,-6552.09,-3518638,11938202#ffKRWUYFEJPB,2013-07-21 10:55:48.000
1940,1623,16281608,19294097#9lYg2120JpF9H5,-48940.02,-6824540,9090153#etvv9yMxH0m6,2015-08-07 15:04:10.000
1941,4,8156793,12463103#jn9ZkH4DA0Sc6L,5761.95,7048767,6912003#kaZv8JXkb2WW,2015-05-29 22:20:59.000
1942,248,1766723,468338#LR51sCPQLgXESs,42088.53,-5158406,11750885#S2nGuju4WdLW,2019-04-02 10:41:51.000
1943,478,-5923794,13470693#QV4KcgNxLkkugC,48141.70,1144696,703887#Pn0euYB5GQOh,2017-01-05 15:25:30.000
1944,832,5736256,5776151#3FWLUFeKYk2nHR,14465.15,11193274,4099715#87aqPZWFvYKK,2013-07-30 23:43:19.000
1945,371,3533323,1438857#qr1p5c7IARxlT7,-7846.38,-19433749,452955#IRzCxfxsvKiS,2017-09-24 11:10:14.000
1946,443,-6380065,15680991#AISVeZznDRhqq2,16602.61,-4029204,12442405#7fmzQGjRXI9O,2017-10-11 12:52:48.000
1947,1036,18872634,17153900#AHxakThtoPiJy0,-33363.37,8229227,7411559#Zz5Xx8kNV1wU,2020-01-22 10:53:06.000
1948,1089,15195399,12295775#3Hoc5iDuR97lL1,-6900.83,9042851,10214216#BLfrrTXmAdC8,2016-02-26 06:34:27.000
1949,697,-9830411,2857384#hZuGG6xn6HdZ3G,31.03,-10049259,9696293#TRNyxCgkU9xR,2014-03-21 17:15:15.000
1950,1735,-9276820,10534771#qBravdegIuSjor,-48479.03,-7310362,14037648#VLppYh3c448o,2016-03-18 11:15:33.000
1951,371,18859115,17907897#YbxBzsodkSmxCd,-19019.66,-17207575,12672432#FduwlbnqiDpi,2019-01-02 22:30:33.000
1952,1723,176669,5716512#x4krnfDjTSpB6p,-32916.46,-126898,4108963#JuO3a039k5zI,2017-02-10 00:48:10.000
1953,511,-19184928,17234981#VCGP4kRTpEjK1G,58171.36,-4265362,16075097#ECOODsnUIWtz,2017-06-18 03:39:31.000
1954,20,15420209,10633511#VnRVqPM1xzX6nB,10159.82,-12315705,8875714#qblyv35Kf2Iz,2014-05-21 07:10:29.000
1955,410,-18428780,19066398#tCNU44E3aY5AFF,35512.68,-18420912,8585420#x45BvkoD7MUJ,2015-01-27 20:00:45.000
1956,1140,-10542488,6503307#kZIosL5NCFYhTo,42813.76,-5645226,7644719#vA3SeHOxl9sz,2019-01-07 15:14:39.000
1957,1205,-11704504,8651883#elQvrYqRpij8AN,58561.99,-10560824,6944108#v1Vi36shOLeP,2016-10-07 22:29:31.000
1958,741,-11538662,7623070#GQdwAkygX3TBW8,41421.62,-11719591,12626498#Kioilwdm0cGG,2013-11-13 03:29:15.000
1959,255,-10631590,6895449#7zrQa3JC4HiTmc,-29291.46,-6943829,1791546#BLC0vF7RGSKR,2019-10-10 06:08:14.000
1960,45,-17807078,15632231#F7UihnqY54uqa1,-12393.19,-4203851,8958670#yI7zOdsrSPZQ,2019-09-06 04:58:51.000
1961,1249,-5743885,16176235#QuiGzjV0DGJj7N,5002.55,39455,15849568#GNcuudUyyw8w,2017-03-30 19:31:18.000
1962,703,-5887523,11330506#xzi713NfdQOYGt,-33209.86,-18215258,12998929#G5aUDabQl787,2016-02-20 22:52:23.000
1963,446,-12920392,15110583#fLd3UR0vew50A2,34384.19,-11611491,14557295#ZP02qRNXFoyI,2016-06-15 00:17:36.000
1964,1718,1557050,9176336#h9zbH4fvoPaE3y,-20726.88,5435751,14005187#xYvjXqlMdyVx,2015-04-19 22:45:54.000
1965,583,-12443833,15560767#cvQm6cpvbJTh2w,-35207.32,9230277,4468660#Ogn29CMGR9o8,2017-09-19 06:07:06.000
1966,580,-19080870,10997085#XW4Yub61qYyP93,-46826.92,-631782,10358137#FMBkbLK4WwaZ,2014-01-08 15:41:20.000
1967,502,5558631,6766611#Wo9NrSbNYGw6Ic,-16040.98,17192449,746700#ST4qTc5y3Omn,2019-02-23 11:18:44.000
1968,226,13659709,12824039#yIOldpxrZigX8o,51433.26,1848713,8947206#0k7VwDZNhD4I,2014-04-06 02:26:17.000
1969,287,-6435715,17044092#gfjMEUuzFkQ9ai,-57243.71,-13043882,18735177#ytQKH0ZxrcVN,2018-12-26 17:09:42.000
1970,1558,5027979,12288194#KNVSbArl0dQXye,-13394.78,-3600110,14913344#vpI3Jf787Sot,2018-08-08 05:45:16.000
1971,70,-3007722,11032395#gLV3GjlDpzYEx8,-50061.57,12636717,16064674#pC46bkrMLonX,2020-01-21 17:33:25.000
1972,760,15512447,384167#HPW2cfhaMyCLlg,-32315.69,6958443,5899938#kUslxbDFr8YC,2020-01-20 03:44:12.000
1973,446,-237957,10410379#2HplfgdgV1kJl8,-56119.00,12479816,11587341#Q7a7GSK7NclG,2015-07-13 13:33:55.000
1974,837,10280634,7036636#zhzNZcIzTEL5tt,31098.96,3782175,18153104#X4pLY6LnBtIc,2018-01-10 07:23:52.000
1975,1503,14975720,15172001#OEM1JuEUU2oNhJ,32369.69,-9011759,13045092#5qSxlTSvgnLb,2016-03-30 17:51:42.000
1976,1760,2747568,8848558#ttvQcAiealiH9N,-31413.66,-16763794,1655874#IN6cgTQeLwRu,2017-02-08 06:58:17.000
1977,774,-12089444,9550238#NkdGMPKtTs1MaJ,53840.90,-1641280,6176803#JUf2OpgOMoMv,2018-06-28 23:59:12.000
1978,1129,9903952,17778245#Zl1axtHrhBbmMW,2874.60,3483376,15861006#i0MGlInmaaqQ,2018-08-19 15:28:22.000
1979,39,-2070149,705598#JAeOUi7X6Jcw6s,41782.93,-11498085,11255665#4WUVETnJO6qz,2014-08-12 09:23:34.000
1980,329,-675486,15954433#hDvKL2dQ4XcWcf,50794.14,1965253,7723917#oTXxgjMNnTRE,2019-11-28 20:56:16.000
1981,1229,8020638,10556945#kAubRUarb9DTgs,-20179.23,-4647294,969277#xdoCecwjhTSp,2016-09-30 22:21:15.000
1982,585,11504923,13058755#eDouVq8dJavgDU,-54609.18,-7079691,7753225#Ewyv48yywUcG,2014-10-06 01:26:58.000
1983,1143,-2387913,12460366#JkqcyXdFAWDYwc,30022.02,11718718,13518540#PadSXlW9tBZQ,2015-08-17 13:49:53.000
1984,102,8177748,11536052#KCJgLtOQF5aEWi,14586.95,14145644,15149712#5e9mMUj0JYLa,2015-09-26 20:03:35.000
1985,825,-17570218,12025222#usuSY5XP5zwSU2,-11457.41,-14407343,5552544#V159R9HfYNBw,2015-04-20 07:23:43.000
1986,854,15328594,14241713#Qyn1c5ncq8ZYl3,-28857.28,17263225,9835048#X6o8PJzq3XoL,2014-12-28 17:45:34.000
1987,290,-15608583,17239822#KXFUHxxOqhaC3P,-37889.36,-4730149,9872348#s1DL7206S1zB,2016-12-23 20:21:46.000
1988,1690,-4267158,6079457#jW7rU6Vx5XP4DK,31651.71,-5217580,3528846#AfJgsvKW7wui,2018-09-16 20:02:07.000
1989,809,-13621763,3013869#fls1dkeDkpzx6T,-6836.09,-3609538,12245931#kQnA3Hza22Yg,2013-11-19 15:58:48.000
1990,483,16701133,19791132#QVrUeEOirvm1mL,-50283.52,-7000215,9324377#nCxK6AlxdcL4,2015-10-30 15:18:51.000
1991,985,8367068,12783916#x25OiMGRAk37V6,5783.95,7230267,7089945#37suotCJm4Eh,2015-08-25 12:14:48.000
1992,853,1811979,480203#KwJ5MKM4sjWLDN,43185.03,-5291110,12053330#vpdZwAFywJsm,2019-04-19 20:47:43.000
1993,473,-6076444,13817221#37QEBIalna4jEF,49443.70,1174359,721907#i6XAKcCumtUJ,2017-03-05 00:04:10.000
1994,872,5883806,5924473#v6lGParZISm9Ma,14798.15,11481297,4205138#qKGDW6Sj3k1E,2013-11-29 07:53:13.000
1995,1296,3624048,1475835#IRFHdomtJVdzuY,-7979.88,-19933499,464446#yeQ4zI72ZcX4,2017-11-08 19:10:43.000
1996,1081,-6543765,16083639#xmd4LHg8tXZdy1,16923.61,-4132717,12762003#kaZv8JXkb2WW,2017-11-25 01:23:35.000
1997,1486,19357346,17594405#SsvytX9erepN6Q,-34335.87,8440352,7601870#ywis3hX3NnO4,2020-01-25 02:56:22.000
1998,834,15585324,12611129#cBi0Xp4ju6ARhK,-7150.33,9275189,10476380#fV505jWhmfMY,2016-05-10 18:10:23.000
1999,272,-10082467,2930573#XP48dSwFsgFVCI,34.13,-10307046,9944830#i5LrLazy0O0W,2014-07-09 21:21:32.000
2000,84,-9514870,10804702#tLKyje1QdUjQSU,-49811.03,-7497962,14397511#gLQHaGZgL529,2016-05-31 00:48:02.000
2001,591,19342658,18366753#Mox6MHCtLXoVtx,-19497.16,-17648350,12997060#7AxwPl4IPPHx,2019-01-25 00:54:08.000
2002,1478,181169,5862856#XD87gvxlVnF6DX,-33758.96,-129898,4214094#Z9ldJNs3qaKq,2017-04-08 03:15:07.000
2003,1423,-19675868,17676110#iYP0kkxbjcVrsc,59641.86,-4374612,16486645#E4LCvKDPo0xd,2017-08-07 19:53:06.000
2004,1497,15814784,10905583#fLd3UR0vew50A2,10427.82,-12630730,9102761#MkSrf1kWANut,2014-09-05 23:01:14.000
2005,1279,-18900343,19553996#vQin2HmwfQXRKe,36300.18,-18892150,8804941#FVxwVzH8rH9t,2015-05-02 20:21:04.000
2006,1050,-10812101,6669385#BIauZxsLv4bWFQ,44020.26,-5789301,7840042#XrhuskR2tSbY,2019-01-29 14:36:25.000
2007,45,-12003604,8872887#mMCOvXK8nLrEFq,60082.49,-10830636,7121305#Qm84rf5VRtpf,2016-12-10 16:27:41.000
2008,651,-11833412,7817498#QBci9roLURNRip,42506.12,-12018854,12948715#87aqPZWFvYKK,2014-03-10 20:45:26.000
2009,398,-10902852,7071313#q3ywpvQnwKCCLf,-30005.96,-7121148,1837033#EGyb6jIGQNtK,2019-10-18 06:18:14.000
2010,275,-18261265,16031010#MhgpLNndcHyfVy,-12719.19,-4311001,9187024#9m3z5HQpoZBZ,2019-09-15 22:59:33.000
2011,824,-5890526,16588500#evxsk6YfKsLwnw,5016.05,40592,16253650#57KsvBIYau9F,2017-05-24 22:49:34.000
2012,1163,-6037723,11619075#zifG5hR1trtabj,-34015.36,-18679571,13330115#zT2UvUgKI6sr,2016-05-06 18:33:27.000
2013,786,-13249639,15495397#4l0RguO7O4hlZc,35156.69,-11907491,14927910#Hgu1sXuJm7d0,2016-08-24 00:39:41.000
2014,1693,1596588,9409789#jA6Wwa96naH7ye,-21132.38,5574151,14361710#Oi2BD8gHCRsV,2015-07-20 15:15:09.000
2015,523,-12760620,15956642#nbQoCwyOd5XAlv,-36109.32,9464902,4582305#Qm84rf5VRtpf,2017-11-04 18:49:41.000
2016,1163,-19566395,11276701#Om9HWSwvvZEsaj,-47977.92,-647794,10621324#DNMANUaQ6K4B,2014-05-04 10:35:29.000
2017,502,5699681,6938552#lsYTyfschO7yvG,-16428.48,17629249,765594#VQXq9rgt2jN9,2019-03-15 06:55:38.000
2018,276,14006922,13149630#NVRcrkQG904lGm,52752.76,1895480,9174432#FduwlbnqiDpi,2014-07-26 15:12:12.000
2019,902,-6599283,17476801#X9jTl2ZMa3nZXn,-58622.21,-13375250,19210747#sAFazQizLr3t,2019-01-18 14:17:37.000
2020,1626,5155467,12599970#WfayQMWtEaYbPT,-13860.78,-3691685,15291855#biUOEP9irMkD,2018-09-07 09:03:25.000
2021,87,-3084037,11312171#Lsx65A3429EaBY,-51439.57,12957279,16472137#FMBkbLK4WwaZ,2020-01-24 12:05:22.000
2022,859,15905836,393699#EwlOs8HosIkld3,-33089.69,7134831,6049404#FINsSLDn0paa,2020-01-23 00:17:22.000
2023,89,-243807,10674087#Yc3i4DUbfTqjL0,-57502.50,12795854,11880827#WBlof1wrkU7X,2015-10-09 17:36:55.000
2024,1317,10540947,7214827#0F7wY5n5om7lu2,31868.96,3878163,18612750#apClSs9CR7H3,2018-02-20 10:12:26.000
2025,199,15355073,15555921#pvsSfqBGgPEeEV,33099.69,-9240084,13375212#S40R13cKDNKk,2016-06-13 13:50:48.000
2026,138,2817181,9072385#BIauZxsLv4bWFQ,-32192.66,-17187800,1697646#XstiXKi9bQrA,2017-04-07 21:40:18.000
2027,1685,-12395294,9791729#ir5zVbZX4bb9SW,55099.90,-1682805,6332829#NcILWeBIL1wU,2018-07-31 10:37:59.000
2028,1308,10154127,18227511#VnRVqPM1xzX6nB,2953.60,3571620,16261794#4HekmxkVDNb3,2018-09-18 10:34:21.000
2029,1714,-2122624,723293#nn4KDQTjINo6bF,42754.93,-11788760,11539984#oQ7OY8lC0IBS,2014-11-26 12:44:12.000
2030,404,-692311,16357276#RLhOqHZ2MsxRGv,52111.64,2015078,7918767#Lv2tp2IkDUgR,2019-12-04 11:20:50.000
2031,809,8223313,10823357#edMhHH0NaoQ9j0,-20738.73,-4764712,993648#VLppYh3c448o,2016-12-05 15:19:48.000
2032,1340,11795223,13388130#zU2YoPUlZ4r1wp,-55988.18,-7258469,7948577#6DCPjcLhLRJG,2015-01-17 16:21:16.000
2033,726,-2447913,12774477#lUbkVt8Wt1f4ow,30692.02,12014143,13859337#bAeybtSQzi58,2015-11-12 20:06:51.000
2034,1684,8383773,11826569#WbE3ePB8ACdOll,14917.45,14502369,15531486#E5ljqnj19Idd,2015-12-21 02:02:55.000
2035,330,-18012618,12327906#GAB9k5qbsHx9eG,-11764.41,-14770368,5692247#SGOUsvGplEum,2015-07-22 23:46:06.000
