195,1115,1111,2831,-686330,902284,1165849,821064.8,0.759,188051,1280636.830,1082630,1514339#8I9atbrRrkEhCIZg3iVxtg8Rr4vTHw,61660,-642505
196,292,1800,235,1070666,-1845158,1123654,1642406.75,0.862,12752,80269.710,-1579295,1513826#ltBRXNnrF4GyAzlDkLqanYnXXksvFe,585830,-853062
197,793,1795,1271,-1773587,-1448957,1033010,1850388.47,0.790,1445231,-135188.680,-101386,58719#zaX5x8KibsF94bPYnCegaZqN5gh0tn,547643,1031166
198,1360,2388,4002,788263,-609991,-1224439,158630.49,-0.598,309185,935600.310,-1475950,1201465#YxeUuLheMDDqPRCifBAu8YxYJBoj4e,-1221933,1852685
199,92,1282,2884,1940400,1174422,1079591,1241402.63,0.783,-1403067,381300.020,498528,294603#qLgYGO7BY5QDdr0h1MOo6K9qPmu0UX,-617777,1605358
200,34,2507,349,848076,-1778626,1303803,173684.26,-0.640,950262,-604047.580,1421881,353290#64d74EvpBlIP3eDv7Ktwt7QpUmoWKv,376150,-296297
201,141,477,747,-432431,1910841,-1790853,1238079.37,-0.526,810103,-1660480.660,-1026162,469734#CiPHUl14O6zEysBxtH4LB852e7qeVa,-322065,437774
202,1042,2111,3623,450455,-612756,1843946,-3865.62,-0.676,1198826,-47772.410,19808,908717#85GUjbt3gB8b9pjT3WVCvJnApF4hYY,375644,-1200966
203,773,1390,2039,1134598,-305618,893279,-862284.12,-0.605,1372346,-904186.310,-1698991,643138#pYc7D1jIKqRC57nbOC7EaSW8Mif9xC,643723,316533
204,638,161,2459,2034021,529905,-530133,-556641.15,-0.571,2037747,-1076204.380,-842642,271657#JKZjmGdYguxaQl2sXMoGMK5jyqjFHK,-385518,-843964
205,1059,1681,3260,663769,-789667,1539675,-1577739.59,-0.518,-1470767,-412244.660,-1871129,1564647#nfyOJNar4kXwiaRCDvudeNPMDNd8BU,-1667908,1879623
206,1464,691,1276,-1376081,837638,-1733105,-435993.5,-0.583,1824875,-998241.090,1457525,1990174#VZdQHkkSYPD2MyeZlXQTYazj9pk8iP,1002039,1085599
207,554,909,562,1090774,1397934,-1938250,-1489418.2,0.870,-165418,-280169.830,-599450,702592#hud3tsoCuuaKWwVveTVURapHDzHjwk,-890292,1072158
208,925,1712,460,-63327,1894639,1521322,-1040716.78,0.897,1227399,1551349.290,843988,140935#UDxXpsMhTaemLkRoBjURnTbuOjs9dc,-335229,-1280478
209,63,809,4250,430590,-544987,1788463,-144614.88,0.906,-883291,-1949228.800,-1498945,764726#VfU8YJ9zIsme3MZpCLvkiymHQxqZ4d,1729466,-896506
210,695,2347,3274,-72151,452558,-1635183,-830643.95,-0.626,1441510,1420236.920,1942611,111916#0z1SMfIPpW7nsLsSvr5MayXjHj1dQa,506657,-1479179
211,112,640,3504,-1950182,-537463,626396,-1386123.22,0.802,-621130,-1637109.440,-1119063,737612#Hqgirg3NfjEvqBHgnyKbrF9g08gmCL,1076746,1148797
212,1827,2329,3115,120110,-1329418,635239,-1807688.74,-0.726,-713604,-1688530.360,1849675,799189#hC36clccZqi3IjYym2oodjcV9S4nWQ,1985603,1667838
213,779,1958,3502,65568,-1593218,-127616,-1668183.2,0.870,122309,17722.860,606975,1173434#OueyTdcB7lOOx7i1uz8DaurMPIpAaM,1982676,-794112
214,893,1433,1929,-1858044,-381293,257137,771792.6,-0.632,-154510,-267585.990,-1489971,2019568#zKW3I7TzSb70ctGWhrhNT8T0R6udVm,1963731,685342
215,607,1334,3434,-1067453,-1885293,-2073897,-1828274.19,-0.558,1070473,1748.370,-1028600,849729#t91i2ZPMoMvLreL3UhQYgVoQ8NE4wN,232015,1956032
