1802,2365,2277,233,2,4,27,5970437#RZENz1m4He8UjlyDt,-5243978,-12639230,-10730042,2018-07-18 02:08:18.000,-5322653.0000
1803,1457,39,4178,2,11,72,16459537#ry9zB2oz1KgqBtAKl,8021110,7792786,-12698525,2020-02-11 14:38:13.000,-11855475.0000
1804,341,597,1910,1,4,28,4254924#J5LJMidCzfMcYnjY0,13663561,-4310752,11038827,2019-01-06 21:31:21.000,6696407.0000
1805,620,146,1437,1,7,65,12594766#vQgtS6YQhEtyBMaYc,-17465412,-875343,15472791,2018-11-07 12:10:01.000,4898361.0000
1806,584,2176,474,2,10,69,13132827#cLc7go5eUH8QO3Iwa,13056497,-1196209,-9819966,2019-12-02 00:00:56.000,1829492.0000
1807,157,1195,1796,2,9,16,8333258#f3zFjLZiZPiRDwZIW,2391901,-8096843,9816053,2018-02-07 14:10:12.000,17645156.2000
1808,388,497,1924,1,8,16,10337050#J7Zt8sYtBXyTfP65N,15040180,-7033334,14377053,2019-06-11 01:02:59.000,-1083285.4400
1809,90,1816,1946,1,12,26,3756238#Yi3WkvQi4BkR2PIA4,4243872,798887,10611814,2018-06-12 06:00:50.000,13243183.5000
1810,1745,457,992,3,2,27,3343869#x4JMZ0xh8388jR7ek,-509700,-8752800,-17203389,2018-08-18 11:49:09.000,17927291.0000
1811,1910,429,2691,3,9,58,1641700#y2Gb2w6BGgRex79vX,17130594,17649662,5439751,2018-05-14 09:24:48.000,9769277.0000
1812,1188,1934,1155,2,11,12,7429999#ua1RTqWCzcIR7ez2W,17296191,4209035,3666354,2019-08-12 03:32:38.000,-8005191.0000
1813,1862,1129,339,3,13,67,4876697#SGjLMWYjXO46QYcy6,3962038,-16307335,-16909820,2018-11-12 12:22:40.000,13699201.8100
1814,312,2523,1094,2,3,60,15776243#U8O7JAxbQ7kmE99D4,11331830,-813358,4732130,2019-10-31 11:14:49.000,-12194659.0000
1815,714,130,1794,2,6,26,8616549#tR8I3VcJvH72hfz6W,-14002948,-6729956,-10729987,2018-05-09 03:49:57.000,12547824.5000
1816,1357,216,1661,3,12,13,5230692#4pSGDIdBMIQBF6fh7,9370816,16887749,-17317672,2019-02-27 14:32:12.000,-3890449.9200
1817,562,1025,3381,2,9,63,14554348#kpD3RNvJ7bV8MvWZT,11273670,15195726,-613051,2019-11-28 18:57:52.000,9519075.5400
1818,858,1428,333,2,4,71,3771693#sXbqQjqGEsZugrI4t,5012680,6696740,-17350366,2019-12-06 22:47:46.000,16639324.0000
1819,1561,739,1942,1,13,51,12918311#2IjLvkWYvNi2YBmIA,-14114425,-10423903,-10102208,2018-07-06 04:17:01.000,4729823.0000
1820,1607,1459,646,1,12,51,11212802#uoC1EwGDg8K2dTaRq,-3290731,18155559,165475,2018-05-29 13:09:45.000,-13296592.0000
1821,1869,2543,3042,1,8,72,10694976#3KtKYSWDpiKKQOO3y,-3763554,-15469808,12807860,2018-04-04 07:26:50.000,2752639.5200
1822,1340,841,2391,2,7,45,2224587#g7nXeQSvcg50dEZRK,-7338020,12836218,-13752422,2019-03-26 10:18:37.000,-4567100.0000
1823,2202,1019,3114,2,7,40,13834930#TdqlXnk9V1JfBQfe0,10929827,-14625006,8806654,2019-05-16 05:36:38.000,-128652.0000
1824,1416,874,1300,1,9,19,1035437#RZENz1m4He8UjlyDt,13877733,17400350,-8543934,2018-12-26 21:17:32.000,-15625936.0000
1825,757,757,3522,2,8,20,8237691#tqVxldxyYMdOtvNpt,-16604791,-4622344,14512432,2018-09-03 16:18:17.000,2752051.5000
1826,2148,1900,3370,1,3,21,14013102#pephp0Frpbage0cv9,-2567899,-11365663,18224654,2019-08-13 19:01:20.000,-3916243.5000
1827,2330,1272,2586,3,10,31,3026863#V5hc4u5G6pZSBAD2O,-4726579,8811334,18172052,2019-04-25 15:05:29.000,-3625383.6400
1828,1618,2679,2312,2,13,40,9786898#LZtONw0K89jD2HtxW,1208367,6457749,-3367003,2018-05-02 10:12:39.000,2862500.0000
1829,186,804,3837,3,1,39,896004#JxGTdAbrc5b7F3IHO,15429505,-7371320,-1320521,2019-06-15 22:48:38.000,-5692726.5000
1830,1717,337,89,1,5,37,2028853#Nkxv3NZ3xvfn7Qq3f,-9044401,-15255119,500476,2018-12-10 08:18:13.000,8926704.0000
1831,890,944,1833,2,8,62,5169607#smC5s2jrjjrW2H4E7,15258150,11220530,-6596335,2018-06-11 12:47:49.000,-14995472.7500
1832,728,1760,475,1,7,56,9726777#pcOCESGKKpFVbOllF,17847001,2387444,6752512,2018-06-06 13:19:22.000,897360.0000
1833,574,2437,2142,1,10,72,10847608#sm1NU1DpdmnsVNygq,-5946289,-14204268,6925253,2018-08-25 04:47:25.000,12170242.0000
1834,1986,534,533,1,4,31,16572549#tR8I3VcJvH72hfz6W,17745650,8527609,-9783074,2019-03-16 19:55:55.000,-4979904.0000
1835,1250,2330,3364,2,7,53,17468991#yq1q8g3GTE4ElqW8c,15852220,16256742,-794811,2019-08-24 03:14:05.000,-857432.0000
1836,939,606,82,2,9,22,5137386#w06tl8zLQQaMVQHHJ,2125870,-6451385,9525019,2020-01-10 20:24:27.000,-295734.4800
1837,1816,885,436,3,7,43,16271419#pjmeFknONR874Pi5s,4195914,14430842,-18024626,2019-02-25 08:36:06.000,-13573057.5000
1838,1644,1199,815,2,9,66,9134448#NX5b8hks6TGP2PQAi,-4903769,2664044,2677702,2018-05-15 02:49:04.000,13709414.0000
1839,1926,1829,4247,3,10,22,4142714#tBSv5bDJIq50b6bxU,3369326,-6880578,-779491,2019-01-08 08:35:39.000,-4039664.9300
1840,435,1422,3846,3,1,47,7910287#EATyRVs4GeaBm0r5j,1605383,-12975818,-9997567,2018-09-05 19:09:49.000,-5071576.0000
1841,1566,2468,3575,2,2,35,3998697#SGjLMWYjXO46QYcy6,-15169462,-15859205,-7999024,2018-06-22 09:08:36.000,17465682.5000
1842,604,272,1609,3,6,21,856751#o3QU6jXB6TcwVVnOA,-15756582,1849755,-17609731,2018-08-11 18:13:18.000,3138165.0000
1843,125,2092,3888,2,12,53,15571596#pIwshdTonvaM51yTv,10090389,-17978470,16703318,2018-06-08 06:56:24.000,4268697.5000
1844,476,1150,445,3,13,62,3870134#mxByK3ZmJQ2rF3QLM,-6139001,17664386,14154101,2019-10-13 03:42:42.000,6990944.0000
1845,523,2139,3526,3,11,25,4457124#07olSPStF9IgalKwB,7469504,6310365,1033852,2019-03-21 09:45:23.000,15582458.5000
1846,1491,1158,2496,1,11,46,4179185#cyU8vI6LCItzagE0q,2738830,-13253654,11929615,2019-01-29 09:33:35.000,-3004707.0000
1847,1926,1406,2672,3,13,6,1179398#ffACyH7ibujRvpZdn,6044656,-5438123,-16188591,2018-07-01 17:07:01.000,-9407525.8800
1848,1493,506,1348,3,11,25,10154862#hkNf7yocVLaNqHUXP,1765208,13164102,8796349,2019-08-29 23:53:15.000,-7163736.0000
1849,884,2117,163,3,3,19,15965536#cpbxqDcuKyGHSce5K,7916364,-1824873,15115100,2019-11-01 22:48:14.000,-9775447.5000
1850,2186,2540,1480,2,10,52,11097429#ZFI8eOmwBmjVIX1Uk,-6704758,1703844,966307,2019-10-16 03:47:05.000,-12121938.0000
1851,96,1034,2373,3,5,11,1674037#NfrTAmsX0JrbFm2HE,-14099663,-17643158,-1800851,2018-09-06 11:51:26.000,7483571.2500
1852,2007,658,1238,1,5,37,6136020#UTW5vJ2BXl6FrML1b,-5389215,-12990123,-11027958,2018-12-01 01:24:34.000,-5470478.0000
1853,1968,1365,2111,2,2,14,16915948#8dTswrj1lXGp5Zd9C,8243360,8008688,-13050420,2020-02-19 00:29:43.000,-12184225.0000
1854,1462,1646,2197,2,2,63,4372781#tY0F4dVIs0Vuuho7k,14042036,-4429955,11344900,2019-04-15 00:00:12.000,6882082.0000
1855,1613,375,3926,1,4,37,12943480#kB47AZuNXUknu3g6f,-17949337,-899584,15901540,2019-02-27 18:44:56.000,5034211.0000
1856,1909,1408,2299,2,10,28,13496292#fsXIHchpr1Jg9oNDG,13418003,-1229434,-10091741,2019-12-25 20:41:22.000,1880192.0000
1857,859,524,3832,2,12,54,8563671#sPmKWhoOBCpUNlXhe,2457951,-8320739,10087693,2018-08-02 11:45:57.000,18133186.2000
1858,1478,2522,1983,2,2,46,10622869#x4JMZ0xh8388jR7ek,15456348,-7227887,14774757,2019-08-14 04:58:32.000,-1113094.4400
1859,327,834,547,1,3,15,3859920#ahvvkXCt2nvxaPLSZ,4361047,820943,10905142,2018-11-07 22:08:32.000,13609158.5000
1860,1974,758,1823,1,3,53,3436179#bVbGoAwVd6jG8StSp,-523875,-8994445,-17678687,2018-12-30 05:14:23.000,18422366.0000
1861,730,1170,1014,2,4,58,1686809#B7X8AO5dZDdEroIDo,17603494,18136736,5590128,2018-10-18 04:42:40.000,10038827.0000
1862,2140,449,1530,1,1,68,7634943#BMfAjnHwJTaSuUyYD,17773499,4325382,3767396,2019-10-01 22:30:26.000,-8226328.5000
1863,87,102,2008,1,6,35,5011173#e5GONZmhMvdWyLWgf,4071063,-16757163,-17376075,2019-03-07 20:17:26.000,14077170.3100
1864,1461,2373,1513,3,12,59,16211004#JxGTdAbrc5b7F3IHO,11643980,-835887,4862713,2019-12-02 16:57:46.000,-12530884.0000
1865,1396,1366,3349,3,13,51,8853654#fVFBKHM43X9N8mKA6,-14388498,-6915523,-11025670,2018-10-17 04:42:44.000,12893599.5000
1866,917,427,258,1,4,48,5374637#Up409sqRoimH2Knml,9628857,17352553,-17794308,2019-05-29 23:18:35.000,-3997605.9200
1867,1537,2005,4067,2,4,47,14954827#cLc7go5eUH8QO3Iwa,11583902,15613852,-629877,2019-12-24 16:26:46.000,9780956.5400
1868,398,638,3587,3,6,59,3875271#LgH9pOEMAQC0tpjQE,5150355,6881048,-17827612,2019-12-30 23:58:39.000,17096824.0000
1869,1822,1339,1246,2,6,32,13273264#qcEDccPWp7StboBU4,-14502625,-10710456,-10380089,2018-12-03 06:14:10.000,4860073.0000
1870,2390,1599,3629,3,7,50,11520665#PWGgbr0zIZpnFBvPZ,-3380874,18654468,170104,2018-11-05 12:57:32.000,-13661792.0000
1871,836,2438,1547,3,2,54,10988558#KGf5QCNEuGxfY1EAf,-3867092,-15894320,13159780,2018-09-25 14:59:47.000,2828295.5200
1872,394,2139,1045,3,11,37,2285492#hD2jJy8RvXCeNzRma,-7539570,13188353,-14129921,2019-06-21 21:19:46.000,-4692400.0000
1873,965,429,1848,3,3,9,14214113#vWbsoF2SCAezUYmpG,11229390,-15026025,9048357,2019-07-30 13:12:50.000,-132452.0000
1874,255,1459,1850,2,5,28,1063799#qhO8dnkoReJNFx16v,14257983,17877278,-8778335,2019-04-16 11:46:44.000,-16054111.0000
1875,1002,1340,3142,2,13,58,8463293#64wcGLNv0yUnV9jh6,-17059491,-4749122,14909831,2019-01-21 09:18:38.000,2827426.5000
1876,636,2128,582,3,11,66,14396722#PJH8ZtmjdetuDjNXD,-2638049,-11676919,18723491,2019-10-06 17:49:22.000,-4023331.0000
1877,660,2337,1499,1,2,19,3109439#AxOT2g8GFgkFhIJK6,-4856116,9052691,18669474,2019-07-16 16:05:26.000,-3724849.6400
1878,2246,520,559,2,8,30,10054340#QesFsiL5sBPvtTaIy,1241267,6634305,-3458844,2018-10-22 19:09:15.000,2940550.0000
1879,244,923,3433,1,12,24,920331#lZaT6vMKSmnD0j8T6,15851355,-7572564,-1356450,2019-08-24 17:41:15.000,-5848151.5000
1880,2423,956,3701,1,13,60,2084063#K9KUX1tE7DklAzdRj,-9291295,-15671755,514248,2019-04-07 14:15:31.000,9170704.0000
1881,331,1804,1952,2,10,46,5310681#zuphrckbVMukxkQM9,15674675,11526948,-6776243,2018-11-24 05:59:44.000,-15405135.2500
1882,2028,2491,3963,2,11,37,9992034#qe2C8XIf2nqjGqHHL,18334001,2452399,6936765,2018-11-21 10:04:50.000,921710.0000
1883,1033,837,1799,1,1,41,11143424#rzreXepDF7EGCVSPR,-6108501,-14591584,7114349,2019-01-20 04:45:11.000,12502342.0000
1884,1283,2369,160,3,11,45,17024278#SMT734MK05syiudFM,18229650,8760111,-10049967,2019-06-20 07:08:06.000,-5115904.0000
1885,184,1462,2863,2,9,17,17944975#hBRaLZcQKx2BwugeB,16283945,16699895,-816492,2019-10-16 22:02:55.000,-881032.0000
1886,2294,2583,1482,1,7,30,5277029#XwNUAKFW9vTgDVhbw,2183770,-6627050,9784280,2020-01-27 22:58:07.000,-303593.4800
1887,2213,414,551,3,9,24,16714147#NXAPXqswNYiW3Z6oZ,4310089,14823709,-18515120,2019-06-07 12:39:24.000,-13942232.5000
1888,816,893,1157,1,3,42,9382769#nKkoQjshBUUzDj89M,-5036919,2736738,2750584,2018-11-10 08:49:33.000,14082464.0000
1889,2122,481,678,1,10,8,4255092#gLE5Bg1Oy57lNRIfL,3460876,-7067821,-800672,2019-05-04 12:41:41.000,-4149258.4300
1890,253,1312,831,2,14,59,8124987#u4DtT1N6AzYhKOCxG,1648846,-13328217,-10269212,2019-02-03 06:17:21.000,-5209651.0000
1891,1105,1203,945,1,11,67,4107112#J2jRlAS6HuExVrtTf,-15581237,-16289934,-8216062,2018-12-11 03:44:52.000,17939807.5000
1892,2256,1796,595,1,2,51,879743#umsfxDfeURgq9h9Ts,-16184288,1900078,-18087960,2019-01-17 17:00:17.000,3223290.0000
1893,1383,7,3835,1,5,37,15993822#5D7PgIx6QxvT9f99S,10363964,-18466048,17156218,2018-12-02 19:45:39.000,4384722.5000
1894,776,36,2987,3,6,31,3974987#u4DtT1N6AzYhKOCxG,-6305201,18143490,14537679,2019-11-24 19:05:10.000,7180244.0000
1895,1645,2594,552,2,4,29,4577905#aLQirUc1KfaZeTto1,7671879,6481512,1062087,2019-06-29 10:28:14.000,16004883.5000
1896,2229,2698,661,1,12,51,4292342#fMyBrDsHwUgByzZBo,2812767,-13612792,12252628,2019-05-24 05:38:25.000,-3085832.0000
1897,2052,772,1965,2,11,23,1211125#Ft4fnJCB0f8rspqvs,6208231,-5585430,-16626784,2018-12-23 15:46:18.000,-9662127.8800
1898,2100,244,3876,1,1,28,10429588#Q52NMHvsZK2joEN1M,1812958,13520385,9034582,2019-10-25 01:46:29.000,-7357386.0000
1899,751,1685,3181,3,4,69,16397259#GaerUZY1oawpfzvcd,8130526,-1874490,15523623,2019-12-10 04:16:56.000,-10039622.5000
1900,1074,2504,141,2,10,17,11397356#OgmLpkFaT5W4gIZa3,-6885833,1749924,992215,2019-11-28 09:39:15.000,-12449788.0000
1901,2175,443,604,1,11,14,1719106#Z6AiUKMecV8u5NYp2,-14480780,-18119916,-1849414,2019-02-13 06:28:31.000,7685458.7500
1902,1649,1766,2243,3,6,47,6301604#yzJCcduxjODtFOL9R,-5534453,-13341015,-11325874,2019-04-16 00:40:50.000,-5618303.0000
1903,52,2692,44,2,7,29,17372358#yPFrUdpcCErp5AIEL,8465610,8224590,-13402314,2020-02-26 10:21:13.000,-12512975.0000
1904,156,2695,2484,3,14,26,4490639#GEAhLVOVRhztD6McW,14420511,-4549158,11650974,2019-07-22 02:29:03.000,7067757.0000
1905,180,603,1954,1,2,9,13292194#00l2qc5TGGBHrHVMr,-18433262,-923826,16330290,2019-06-20 01:19:52.000,5170061.0000
1906,807,641,4124,2,10,59,13859757#yT5dmS2QRff6o1C28,13779509,-1262660,-10363516,2020-01-18 17:21:49.000,1930892.0000
1907,1561,2580,1407,2,2,20,8794083#zCfj9Nkrpjk4zs8Y7,2524001,-8544634,10359334,2019-01-25 09:21:42.000,18621216.2000
1908,141,1819,2042,3,10,4,10908689#0nTBbu3c2q6fS26ge,15872517,-7422441,15172461,2019-10-17 08:54:05.000,-1142903.4400
1909,564,2580,3609,1,8,4,3963602#zccU44YAmgCKYETlH,4478222,842998,11198469,2019-04-05 14:16:13.000,13975133.5000
1910,2203,1059,2654,1,3,7,3528490#z2EdQMwVC5iC9eOra,-538050,-9236091,-18153985,2019-05-12 22:39:38.000,18917441.0000
1911,1976,1911,3798,1,12,58,1731919#IJmZHoqLZciOMMYZL,18076394,18623810,5740504,2019-03-24 00:00:32.000,10308377.0000
1912,665,1691,1905,3,4,52,7839887#JsvUiXTPqq01MFsA2,18250808,4441728,3868437,2019-11-21 17:28:14.000,-8447466.0000
1913,739,1803,3677,1,13,2,5145650#HJGLrJ9n9ft5zDwf3,4180088,-17206991,-17842330,2019-07-01 04:12:12.000,14455138.8100
1914,183,2223,1932,1,7,58,16645764#jLTHlAGBqTDFVkS57,11956130,-858416,4993295,2020-01-03 22:40:43.000,-12867109.0000
1915,2078,2603,443,1,6,4,9090758#EeVueR9UpYrGhYWJL,-14774048,-7101090,-11321354,2019-03-27 05:35:32.000,13239374.5000
1916,476,638,3316,2,11,11,5518582#wpPuzT6fhCFesV0DJ,9886897,17817357,-18270943,2019-08-29 08:04:58.000,-4104761.9200
1917,85,257,292,2,13,31,15355306#7FjxgW2xeubgaj7Cr,11894135,16031978,-646703,2020-01-19 13:55:39.000,10042837.5400
1918,2365,2576,2381,2,8,47,3978850#Y0j27Kv7K4x20yBym,5288030,7065356,-18304859,2020-01-24 01:09:33.000,17554324.0000
1919,2083,1939,549,1,13,13,13628218#UpFVZS0O2YQL0dkrm,-14890825,-10997008,-10657971,2019-05-02 08:11:19.000,4990323.0000
1920,746,1740,2152,2,2,49,11828529#I9e112pW2hd3lfgmo,-3471018,19153376,174732,2019-04-14 12:45:19.000,-14026992.0000
1921,2229,2333,52,2,10,36,11282141#BCxTNO6Wrffgrho6X,-3970629,-16318832,13511700,2019-03-18 22:32:44.000,2903951.5200
1922,1875,709,4161,2,2,29,2346397#5xR5SEfFZrfJCzuud,-7741120,13540488,-14507420,2019-09-17 08:20:54.000,-4817700.0000
1923,2155,2567,582,1,13,50,14593297#9von9yn6tRufPAxDS,11528952,-15427044,9290060,2019-10-13 20:49:02.000,-136252.0000
1924,1521,2045,2400,2,2,37,1092161#Mcm2RkLwNoLjuiOUc,14638233,18354206,-9012737,2019-08-05 02:15:55.000,-16482286.0000
1925,1247,1923,2762,2,4,24,8688896#ATrFPyG13fp2PpKAh,-17514191,-4875900,15307231,2019-06-10 02:18:59.000,2902801.5000
1926,1552,2356,2255,2,5,39,14780343#8Gy1yNv1vWlDJPQTs,-2708199,-11988175,19222327,2019-11-29 16:37:23.000,-4130418.5000
1927,1416,673,412,2,8,7,3192016#8HkkgDIUKGXFzjnXQ,-4985654,9294048,19166896,2019-10-06 17:05:23.000,-3824315.6400
1928,447,1089,3266,1,3,19,10321782#bdUxerpVWp5Sily1Q,1274167,6810862,-3550686,2019-04-14 04:05:51.000,3018600.0000
1929,302,1042,3028,3,9,9,944658#PQfqmlSwxZGlvs6WE,16273205,-7773808,-1392380,2019-11-02 12:33:51.000,-6003576.5000
1930,703,1575,2852,1,7,10,2139273#7YukfidIMXmzP7DXi,-9538188,-16088391,528021,2019-08-03 20:12:49.000,9414704.0000
1931,2198,2664,2071,2,12,30,5451754#N1NNx9k0UQaEsTMHx,16091200,11833367,-6956150,2019-05-08 23:11:39.000,-15814797.7500
1932,902,494,2991,3,1,18,10257291#MXhyOLvdKuEGJhAwY,18821001,2517355,7121018,2019-05-08 06:50:18.000,946060.0000
1933,1492,1965,1457,1,6,11,11439240#5M0fTnSnHcBIYhXpo,-6270714,-14978901,7303446,2019-06-17 04:42:58.000,12834442.0000
1934,580,1476,4248,2,4,59,17476006#Od9RL6WaYjwZdGYR7,18713650,8992612,-10316861,2019-09-23 18:20:17.000,-5251904.0000
1935,1545,594,2362,1,11,53,18420960#iC8Lyvn19OfuHMLNq,16715670,17143048,-838172,2019-12-09 16:51:46.000,-904632.0000
1936,1221,1832,2882,2,5,38,5416672#kpD1rRVmEn6MkPrIl,2241670,-6802715,10043540,2020-02-14 01:31:46.000,-311452.4800
1937,183,2671,666,3,11,5,17156875#O9o9ujtrgJHzkjiEE,4424264,15216577,-19005614,2019-09-17 16:42:41.000,-14311407.5000
1938,2414,586,1498,3,11,18,9631090#wVfLKdeMtK2Dt8nGj,-5170069,2809433,2823465,2019-05-08 14:50:02.000,14455514.0000
1939,2318,1861,1570,2,10,66,4367471#DTzT8tnGUHBiMQVCd,3552426,-7255064,-821852,2019-08-28 16:47:42.000,-4258851.9300
1940,71,1202,2277,2,13,71,8339688#q7AQYzCyY1aGj97My,1692308,-13680616,-10540858,2019-07-03 17:24:52.000,-5347726.0000
1941,644,2666,2776,3,6,27,4215527#K0XvHTlwgTAt8UCbg,-15993012,-16720663,-8433100,2019-05-31 22:21:08.000,18413932.5000
1942,1481,591,4042,3,12,10,902736#V7a1SW3vIMlZp77yb,-16611994,1950402,-18566189,2019-06-25 15:47:16.000,3308415.0000
1943,214,650,3782,3,11,21,16416049#drb6foOGMUFcQ0Vxp,10637539,-18953627,17609119,2019-05-29 08:34:54.000,4500747.5000
1944,1077,1650,1068,3,13,71,4079839#qHR8wDK971zNKMaEm,-6471401,18622594,14921257,2020-01-06 10:27:39.000,7369544.0000
1945,340,321,2039,1,11,34,4698687#sbF5w0SgzFZNamQMJ,7874254,6652660,1090323,2019-10-07 11:11:06.000,16427308.5000
1946,540,1510,3287,3,13,56,4405498#jtG9G0Dwx1BOEA9vX,2886705,-13971930,12575640,2019-09-16 01:43:15.000,-3166957.0000
1947,2179,138,1258,1,9,40,1242852#f0kpBvX8lf3kRTNzm,6371807,-5732738,-17064977,2019-06-16 14:25:35.000,-9916729.8800
1948,279,2709,1943,2,5,31,10704314#lPptdAFT10pxcfY2U,1860708,13876667,9272816,2019-12-20 03:39:42.000,-7551036.0000
1949,617,1252,1738,3,5,47,16828983#aVJQkRnTZHJky2yWP,8344689,-1924107,15932145,2020-01-17 09:45:38.000,-10303797.5000
1950,2389,2468,3263,2,10,54,11697283#O31mKSJHyQCsxefzo,-7066908,1796005,1018124,2020-01-10 15:31:25.000,-12777638.0000
1951,1827,2579,3296,2,3,17,1764175#oF0YijOq7ZdRdKUmu,-14861897,-18596674,-1897977,2019-07-23 01:05:36.000,7887346.2500
1952,1291,147,3248,2,7,57,6467187#IIx5sLLFo7CghI1mB,-5679690,-13691908,-11623790,2019-08-29 23:57:07.000,-5766128.0000
1953,563,1290,2438,2,12,43,17828769#nKkoQjshBUUzDj89M,8687860,8440492,-13754209,2020-03-04 20:12:43.000,-12841725.0000
1954,1277,1016,2771,1,12,61,4608496#9PuJAqHprQOVTo7ST,14798986,-4668361,11957047,2019-10-28 04:57:54.000,7253432.0000
1955,1173,832,4443,1,13,53,13640908#PLSVQnaUW9TK6OgZE,-18917187,-948067,16759039,2019-10-10 07:54:47.000,5305911.0000
1956,2132,2601,1488,2,10,18,14223222#NstvvE7iuqpTRmXNk,14141015,-1295885,-10635291,2020-02-11 14:02:15.000,1981592.0000
1957,2263,1909,3443,2,5,58,9024496#9PuJAqHprQOVTo7ST,2590051,-8768530,10630974,2019-07-20 06:57:27.000,19109246.2000
1958,1231,1116,2101,1,4,34,11194508#UBJrdmvUcX3iAX9i5,16288685,-7616994,15570165,2019-12-20 12:49:38.000,-1172712.4400
1959,801,1598,2210,1,13,65,4067284#KeMmnje6RaYdD8gq5,4595397,865054,11491797,2019-09-01 06:23:55.000,14341108.5000
1960,5,1360,3485,2,4,33,3620800#loCbXaeuCXd7vUJ8D,-552225,-9477736,-18629283,2019-09-23 16:04:52.000,19412516.0000
