1915,2194,-17678212,13114209#hQIk3xq7512NNfI,-7317421,8898447#aMvHWRkKtmLZLa6eA6WX,1909450,-588543,-48004.590,false,-19107990,330641.9
1916,2222,11468254,14728829#2yD9SNUAg3dQsgt,15644313,6853198#fshj2llOkx6RZG3KVAum,12306756,-6046068,4671.390,true,-12015902,385770.1
1917,1115,17219413,11119418#UD83SkQynKwMbV4,4069417,15262813#mOrd8h3s3E8tbm2s6TXQ,7948195,4134183,44676.430,false,3135527,265533.0
1918,586,-5968292,3820813#blgP1BvggOP8rOI,4803594,3624694#3j9nxvrAN3r50XzsDGaS,4160642,-2223880,45054.780,true,11267645,283912.3
1919,2121,18952046,8422639#POQj9EhGANbpAua,12346298,12563117#gt7jxieH9svsSJtcySJO,221102,-583754,-1389.630,false,6086913,14063.6
1920,927,-1453531,14750567#NIKhoc7ruUncAGh,-5870107,12869589#Gb1jRhVFU4tq2O46687H,-4690743,14193636,7082.280,true,-7070860,657326.3
1921,1945,-16878042,6556562#cem3ryOIcVNAqIp,17373459,8793361#lI5QsRyaYu17Y4ae8tIB,-9169319,4422294,27198.780,false,10938543,-323058.6
1922,2591,-17288565,6270205#3jzycvTWQO1s66k,-2639371,17642906#vpaTFcxGdofGfYBWdMZI,-3451537,-17726288,15580.420,false,11885212,-128439.4
1923,1105,9730398,11674720#eLVnbOQzip1DnIc,-17647428,13203880#eDw7gYT3SkpwhUvUUjEL,3520582,2375867,-20015.680,true,-4650664,-430566.2
1924,1557,18451806,15048678#oHotNg0qRxTfKhg,-1131713,9969946#VCLUdlXvby7yfpGRLGMn,-14990309,6359607,3055.250,true,9744338,270354.1
1925,2535,18569538,17281195#Eazy2Rr3cyLknb3,4522601,5099806#WPoNlTV8X97xXdhJwC3H,-17388442,-13273314,14005.910,false,7596289,241697.9
1926,1719,8637402,18670914#iz83qwe7cTMFQhm,9131442,9935404#Ylb4ZfrTqJsLzTGUl8yr,1848708,19085163,-26024.910,false,-13659956,181928.9
1927,1116,-16879443,6496314#LWaszPrOqvR0yA6,-9655458,1779325#B94O5WsktLiZCSrV9Ido,-17824142,7747002,-1627.940,true,-2270902,-467396.2
1928,70,1797695,14078736#ISvPSfhVWgBliFh,1434493,18246834#jMT2eqq6qEpEgRdVOg61,-7871319,17704662,45358.990,true,-8046308,-556130.6
1929,1360,-5403406,14458714#RaRkOh1DkSz5ZWS,13433597,7242800#JgF98HCiicZLqVdZi2UF,2577509,7214567,-30644.600,true,4168978,248521.8
1930,72,13784271,14769908#94HxH3z4AO4ZpT6,-17539619,7851287#lFM9GzV7RYIMlNtKFNid,8959420,16131066,-47942.250,true,-7094458,-255860.3
1931,1716,5111091,14915713#ooIUHpFz6thIGqX,743577,4525420#1Si8PNhP1QuUs2n4841Q,-3710785,-16832841,60969.840,true,-15025687,-260934.2
1932,2504,8178946,1200051#44bfK2z9nwCpbsm,3944932,13199692#5gSWT0GZjaFVwAJQ89bu,-6329114,-8101688,12924.470,true,10375966,336104.0
1933,1042,-10508400,10564808#A1DYybPhJGkqy3Z,10652767,13602376#zJLjIcdYU3lVxNBgFgB7,-4896105,-16328930,62281.420,true,-14729877,181896.2
1934,1992,12046184,14025572#aWh72zJ5OcdPXiQ,-1557110,5653056#I6B4sG7N7tVT7OfA6NtR,-15453974,-450205,50138.650,true,-2699139,352946.0
1935,2658,8692518,8879038#ZOreXWebozZebD3,14492525,5996127#XRewEAnn7Y87E5BwBHyi,-1473436,11380506,16594.910,false,-17875498,-188850.5
1936,488,-11339738,8444370#bel4IWgWxmn8sg0,5511527,2387794#8u2jSvhrqfBInS3YTIJ6,-11708212,-14257704,-6533.630,true,5775102,190314.7
1937,1834,15436085,13315796#md8a9mPoGiw2qND,-13325744,10903824#RRogjZWCuJzHFhGJcjSK,-8347888,7908730,11381.490,false,12311559,-444330.2
1938,995,7839644,19078587#fraQZ2F4kFgOtzK,748811,14675082#bqM14f0nk8VC68ajxXUl,15389359,-8055448,7456.260,false,-251115,-672074.7
1939,2088,-15270938,16778537#IPE2lNmsZP3TtVz,13990473,18510393#BpPTztUBxlNhBeHfBnXX,10149072,-3533519,-37741.000,true,-13563647,343787.7
1940,1479,-486311,16321892#mIzdvgapaNyK6p7,-9045749,14421747#TWqbsxdK8AgtBJKuRDzb,-1891298,-3298200,12502.110,true,6926083,213017.5
1941,1294,14231467,6041150#ewN47WaUE2chsrY,4686495,11253220#0VYAVZKwOdkzWKfDN4zZ,-18601459,18012686,34598.620,false,-15370585,-422009.4
1942,400,-3805241,19037388#7e7fsVgUoOBloCM,4978026,7118412#5HfHUfxfxUY3pxh6Nxdi,-10115175,-3844593,-57000.550,true,8309726,-499592.1
1943,460,-3692879,4469772#RIP8dPI2q58VHIj,3239914,2552768#tIz1yi8FTg6uJ5Ppqu6w,-727690,-17626061,-33328.830,true,4026572,-225603.8
1944,86,7608427,3880547#13O2eu5Nmdmfxld,-7456990,671899#kkdf7KPNRDkM7PrP5ZEI,5558455,62860,20304.010,true,-8405328,-400735.3
1945,1123,10734457,690150#ewN47WaUE2chsrY,-18570267,15055721#XuOKedupx0kECSN82Rln,-2937508,-8800183,-66097.240,false,-19053491,582600.0
1946,774,-11267323,767696#v2KbNFzjBToxFDt,-2753967,1580968#3vLGbvXEMaQkT0gHAnCz,2638050,-12579284,-44894.940,false,-7109559,-254842.1
1947,1295,-7639762,12740706#p9UWKskkgU66pn4,-13504042,16737000#EqBe3NERoYXq0behhAjV,-278535,-3359738,39973.830,false,-513972,-370426.4
1948,1179,13793316,7358965#lbhZyAZ3oHjMkPu,-1707091,10323625#2liIzkmREQtibdkGlUg0,15138045,-19400671,-200.150,false,-8240082,-634401.3
1949,684,6411537,13474981#0DOat2w5dUfMukg,13174218,6083061#yntCZBGadAwKwfodGN9b,-8864426,1732441,38028.380,true,6734359,695726.3
1950,1575,-4172531,7063812#1yokfRBPGNNueCY,15826860,2271441#0jBuuluYN5FUOjaGS2R9,-11037005,9418226,6157.930,false,8226880,331805.6
1951,495,-1827135,17943225#sDHZT20NtuzLGJn,-14290539,10748075#GNqYok0SZn26xXxDLfeN,17586573,-10822423,-50523.280,true,-9346576,648551.6
1952,1499,-267290,5857874#PA8YuwfkELcpCtw,-5545400,17212851#KGhIJBTqkCTtIaBTDCW8,2793441,-4639345,-28450.250,true,-15358855,-534289.7
1953,10,5869562,19450926#eNgjfbj8IxL8lhD,-1087725,7604268#mxnZezZ3ppYovkerVvEu,-17909386,10430060,-39885.110,true,6893096,-70006.1
1954,1927,5000366,15987095#5rKvvXztDogdpT7,-18511664,14706281#2AwS8gjjoJc0CUPlM5sA,5616829,11231763,-12954.510,true,-11305844,-267811.5
1955,2516,-1286839,15717709#BfeEYze9CxcTgDq,-8629165,12613130#xtH4HzMiBMzbJmd1zL7J,-15385385,-16500516,-41148.830,false,-7125689,677579.5
1956,2183,13054271,18831379#ugIXYUBAgjMkjNb,5075589,5380686#nVmUbGN509T3DW8gk0JL,1436189,1380808,-60594.950,false,-3117685,293568.7
1957,1470,7876244,17435536#SREcQJuh3m3Pyz6,-12104307,4024882#1e4GLh8EeiIuJsce7Wts,-14882631,1659157,-43587.510,false,-1519780,681637.7
1958,766,-18583331,11817781#n1K12SIsczA9XAS,-5101828,2587323#YhyWEmaVzaazVlqsi3p7,9002853,12083762,-18138.150,true,18844013,-106767.4
1959,2569,8014061,1060430#JkwTS8XLiwKzSiO,15686239,14950605#CnkAFtqgE7KzvZtmR8XS,19574663,83077,29400.680,true,-13664713,-355172.1
1960,2664,8756144,14668112#b01ZNkAySjEvUnG,7728206,8856501#UAyGnxlPvfCsMjQXGea0,5500003,12522499,14695.210,false,992059,616115.8
1961,1229,-11043061,852512#TH1cqpyjwEwmD69,-4023619,8478886#GLXNALdFPi2UHnsSkGYW,-13379776,-6395928,-51069.390,true,15545557,216354.4
1962,663,5006553,9507577#zZrBf3z4lnUMvgp,-18846760,14351225#HHIcvHFpWQFhrrV3Hrwm,-4233108,-13442591,12679.410,false,-4364352,183278.6
1963,1462,13967867,14896106#DEg7iq6kbBkoBOo,1383996,14756138#WTOPO5HnPTFY2Y3bZFPy,-12693908,-17412152,-6316.100,true,9414125,695124.8
1964,2681,-16067921,7859610#ZQnWrlZlDt3wLyL,2300370,13983605#CnkAFtqgE7KzvZtmR8XS,8965060,14139106,20383.190,true,10710439,599545.5
1965,1977,-18139799,13456557#CxVZ8I98xFO2Qrm,-7508696,9130724#ApN6p5jHa2nuYMAbbl35,1959500,-604032,-49268.590,true,-19607102,339314.4
1966,938,11767572,15113171#CpmwneBC9M6Dc1v,16052419,7031782#8H9VCXBDzLAi94llUDNM,12627999,-6203762,4734.890,false,-12329452,395608.6
1967,113,17668338,11409195#Eazy2Rr3cyLknb3,4175680,15660801#4SwQtZGjv8HDeo9LA2hU,8155727,4241796,45766.430,true,3217383,272638.5
1968,824,-6123817,3920191#NA8RmZxxnF1BJCb,4928647,3719137#khbLuIWF0c55eggEBXVu,4269232,-2281702,46160.780,false,11561258,291496.3
1969,1529,19445921,8641902#r4H0iwr818qmtEH,12668019,12890213#NlFKGMzs3MA6Drw1AU1o,226730,-599035,-1490.130,false,6245726,14502.1
1970,1415,-1491369,15134490#IZU44Xv2EqhxEHl,-6022895,13204645#piKzDYHnwFpeqo8nCC03,-4813094,14563047,7244.780,false,-7255004,674314.8
1971,1158,-17317242,6727128#YiQqkair9261ikZ,17825805,9022082#bqM14f0nk8VC68ajxXUl,-9407727,4537244,27959.780,true,11223455,-331522.1
1972,2149,-17738440,6433071#rLg53nc1RdeowPu,-2707946,18101850#6yInLPLH14NjHXGxkSqj,-3541567,-18187315,15960.920,false,12194587,-131778.4
1973,1966,9983498,11978020#j5aPm45EsHBe6Z7,-18106178,13547149#ScnEJSXb7LqYSazeIBMM,3612157,2437386,-20543.680,false,-4771389,-441579.2
1974,1558,18931243,15439686#EoyXmZ7MjuC3dMh,-1161075,10228865#HgKs7M6RHwXlfD1CV0Bi,-15379727,6524649,3175.750,true,9997707,277299.1
1975,2329,19051782,17729864#jePxN0znbiK1412,4639844,5232094#lFW0vuVdEmBgnpJtuL5d,-17840062,-13617901,14352.910,true,7793689,248020.4
1976,1243,8861427,19155427#aRJm2f80omUmM4v,9368517,10193143#yOeVQWWEaKsglCQ0tAlA,1896638,19580557,-26732.910,false,-14014593,186762.4
1977,2020,-17317268,6664671#WVP857qqGRfB41N,-9905958,1825260#PxOm1FJ6OPNEXYWTrBoe,-18286502,7947792,-1599.940,true,-2329927,-479561.2
1978,1471,1844108,14443812#1yokfRBPGNNueCY,1471793,18719823#jPSlgnKSb3xNV9QcPO7X,-8075667,18163599,46618.990,false,-8254933,-570632.1
1979,1448,-5543456,14833464#XdwovqwqCuQxKeJ,13781692,7430295#Gg0CCuadWZhKLc2dHwsB,2644134,7401421,-31451.100,true,4276884,254982.3
1980,2623,14141196,15152325#ilvAoHWKxIgO687,-17994069,8054567#D9Ot8CrmMdiyx9FzDYWU,9191331,16548754,-49061.250,false,-7278396,-262538.3
1981,1053,5243229,15301801#TrTlvv25dtO5daY,762653,4642480#NXUJ0iMhwmM1fKKg5ILo,-3806621,-17268608,62620.840,true,-15414762,-267484.7
1982,931,8390771,1230898#s3YWOs3DIqchkZi,4046995,13541075#GNqYok0SZn26xXxDLfeN,-6492830,-8311455,13215.970,true,10644691,344639.0
1983,254,-10780150,10837941#qs7oNtWqpWtrWtc,10928417,13954052#XfYavxu2e1KEDwe9NPpn,-5022717,-16751508,63818.920,false,-15111027,186728.2
1984,1474,12357646,14387926#eNgjfbj8IxL8lhD,-1597260,5798949#HLupKfJyFJE516s7ALef,-15853394,-461695,51458.650,true,-2768664,362240.5
1985,2170,8916918,9108471#GlSV01qfsQWVpNz,14866975,6151041#E21ze72nvDsHjJUOLsnG,-1511531,11674446,17140.910,true,-18337185,-193802.0
1986,1171,-11632851,8662313#QZo26MXcvq4uH9k,5654027,2449384#7P4R0OpvVAOvSZbt1E4Q,-12010713,-14626067,-6819.130,true,5924102,194996.2
1987,2227,15834335,13659386#vxk0pP6cJ9yX1B0,-13669481,11185198#fshj2llOkx6RZG3KVAum,-8563449,8112647,11679.990,false,12629434,-455578.2
1988,2475,8042144,19570669#lIRCVRhKzdi8PCr,767886,15053505#s9dfdnQWF3pHzRaMVnLh,15786203,-8263255,7526.260,false,-257565,-689233.7
1989,2323,-15664975,17210999#6A6s7srAQAJvWdt,14350988,18987564#uSTJCLgnDjPckk0tpqQa,10410871,-3624406,-38839.000,true,-13913247,352432.2
1990,685,-498914,16742368#ZaUgOCVkkxF11Cy,-9278643,14793357#xew90SWZw9STuHdrbebF,-1939970,-3383429,12778.110,false,7104458,218415.5
1991,1425,14598142,6196664#J7yPEGd59ibPjOc,4807233,11542847#zM6YX8pXVZwUGSWoF24n,-19080618,18476564,35384.120,false,-15766410,-432694.4
1992,1106,-3903116,19527466#TilROgfLEhAAmYN,5106076,7301664#OzJ55kYH79OO8zJzKX5c,-10375733,-3943425,-58436.050,false,8523501,-512518.6
1993,1642,-3787942,4584618#6zKg3YaowENRSWH,3323389,2618438#ZQFIWwWTngE4fAO2wPoD,-746385,-18079826,-34100.330,false,4130228,-231507.8
1994,1400,7804177,3980295#bMXYDILBewaQVLq,-7648597,689074#xpuHJgbXN4c4sGNRaCVz,5701440,64406,20701.010,false,-8621440,-411134.8
1995,1078,11010538,707839#KvQIrufFpljzaam,-19047592,15442501#UAyGnxlPvfCsMjQXGea0,-3012852,-9026271,-67863.240,true,-19543041,597833.0
1996,342,-11556869,787316#eJN2BvlIDWphoXv,-2824617,1621338#4d2KbHX4RHi5mUZVSD0X,2705668,-12902239,-45927.440,true,-7292209,-261282.1
1997,1380,-7836025,13067789#tLmuFxlYxpSn8nj,-13850717,17166592#97hLGG1GzF7kzg2EuZrY,-285450,-3446144,40933.330,false,-527347,-380062.9
1998,1508,14147585,7547698#8ALfAkPi8SJ3oVm,-1750753,10588513#ulVBVFvltedQsZZb6CCE,15526377,-19898549,-245.150,false,-8451732,-650890.8
1999,1454,6576150,13820571#GmqlhCEdp2o3HWc,13512265,6238887#8xcIq7LNeW8lupkl9r45,-9091824,1777010,39101.380,false,6907346,713393.8
2000,6,-4279755,7244706#p9UWKskkgU66pn4,16232585,2329453#rSlEUNFVrajsWiIkZ8OR,-11319992,9659609,6399.430,true,8437855,340450.6
2001,1875,-1873835,18402831#c6LDj8WGgtVa8ma,-14656989,11023324#S6Sb8VXLRM1XJcC29o8T,18037471,-11099633,-51733.280,false,-9586264,665090.6
2002,431,-274027,6007707#Ac3F6KoXS0dkn9h,-5687256,17653576#Zu9ygIthAhStxIbnNh1J,2865145,-4758089,-29098.750,false,-15752205,-548004.2
2003,2204,6019874,19948839#KvQIrufFpljzaam,-1115350,7798841#W75a2rqZxHDpP5bG6tEC,-18367940,10696870,-40996.110,false,7069671,-71618.1
2004,318,5128372,16396163#abmkbqsY0Neh0wI,-18985382,15082470#OqOJ0Cn9ZRqwmVagfYfH,5760664,11518972,-13352.010,true,-11595082,-274876.5
2005,1885,-1319764,16119446#yOHkR4prk8ZhFAN,-8849765,12935708#ldjK0NpehPD7deqGUc85,-15778817,-16922583,-42189.330,true,-7307802,694990.0
2006,2633,13388221,19312651#8CgTuenosjRfUAL,5205189,5518123#fgq5tLHd3ryaIXh4okHJ,1472953,1416244,-62238.950,true,-3197510,301014.2
2007,2218,8077380,17880951#m7KDCAcxpXtBYgp,-12413357,4127537#7MrSzTaTRipOGhCYS2bh,-15263012,1701677,-44747.510,true,-1558655,699080.7
2008,939,-19057656,12119386#vxk0pP6cJ9yX1B0,-5232141,2653219#Pn9eupayWlGwuDqWL28p,9232775,12392512,-18621.150,false,19325438,-109592.9
2009,1853,8218817,1087436#idyyqBKR5lIU30e,16086727,15331995#zNm7TxjXQjzcJxg3HLsX,20074435,85275,30133.180,false,-14013588,-364207.1
2010,90,8979682,15042195#Eazy2Rr3cyLknb3,7925456,9082406#spQyiVUGp4t2HLll5JMt,5640470,12842052,15188.210,false,1017259,631747.8
2011,46,-11324711,874003#JxGC0MbWoML8qOG,-4126319,8694920#FkoIVShViAjkc4ZmFMUR,-13720911,-6559068,-52353.890,false,15941882,222085.4
2012,2630,5134110,9749759#GwAzwsKQY5pRHTv,-19327185,14716942#4E9oZEObm1GHcM3MLzSj,-4341154,-13785161,12927.910,false,-4475627,187771.1
2013,473,14323467,15275466#TilROgfLEhAAmYN,1419080,15131760#Lv9hgabwxrdw0g4YhMAI,-13017448,-17855642,-6567.600,true,9653762,712729.3
2014,791,-16476908,8059518#4u2Jo2W2xFY1eJi,2358833,14339519#OCqoLFJJOmp7ulQNZShJ,9193473,14499182,20918.690,true,10983226,614955.5
2015,1760,-18601387,13798905#gzh1e7RJrSZpMQX,-7699971,9363002#ZaiBUO3PK5Q6y6IfrDch,2009550,-619522,-50532.590,true,-20106215,347986.9
2016,2383,12066891,15497513#QsFlelRGpi7CwQA,16460525,7210367#oRuRMJKswXvWiCq3HGpW,12949242,-6361455,4798.390,true,-12643002,405447.1
2017,1839,18117263,11698971#Xh5QqDj5v3r1qEs,4281942,16058790#ncwzoSIcq2DRr1INJDkb,8363259,4349409,46856.430,true,3299239,279744.0
2018,1061,-6279342,4019569#kExUxmKUExVZCUp,5053700,3813580#mlEsZzl3LUvggZM6xtEL,4377822,-2339525,47266.780,true,11854870,299080.3
2019,937,19939796,8861164#5NSlm4BlzkhfUgq,12989741,13217309#eVZeXdjxD6Ht7IpdUngZ,232358,-614316,-1590.630,true,6404538,14940.6
2020,1903,-1529206,15518413#xiou6PXCUq2jCra,-6175682,13539701#JN9vtnqeGvnNGQw28VyO,-4935444,14932458,7407.280,true,-7439147,691303.3
2021,370,-17756442,6897694#KkL5UQW93PUvpoO,18278152,9250803#KAVyk67J2O7vnkMEuvx5,-9646135,4652193,28720.780,true,11508368,-339985.6
2022,1707,-18188315,6595937#Ehecc5dxwoslt6O,-2776521,18560793#U1zOY5vEmhrB3ZprgXYd,-3631597,-18648342,16341.420,false,12503962,-135117.4
2023,100,10236598,12281320#ODdI0q3f8QRuRpA,-18564928,13890418#O5jwXO00K6KoADxtEQMd,3703732,2498906,-21071.680,true,-4892114,-452592.2
2024,1559,19410681,15830693#pyu3bjIewCYDSjt,-1190438,10487783#uu6LjPN8XEUeAR0EDIFw,-15769145,6689691,3296.250,true,10251075,284244.1
2025,2122,19534025,18178534#YKMVREf5B2eSFfe,4757088,5364382#JDnanbNJmraUHOTlC2oD,-18291681,-13962489,14699.910,true,7991089,254342.9
2026,768,9085452,19639939#XPGrXA3RmECaEQi,9605592,10450882#1e4GLh8EeiIuJsce7Wts,1944568,20075950,-27440.910,false,-14369231,191595.9
2027,196,-17755093,6833028#Ufpo8IuhfPJAygf,-10156458,1871195#dT7mw2QKnLeePTjDrEUO,-18748862,8148582,-1571.940,true,-2388952,-491726.2
2028,144,1890520,14808888#Hy35A7qHHT0c46a,1509093,19192813#mOrd8h3s3E8tbm2s6TXQ,-8280015,18622537,47878.990,false,-8463558,-585133.6
2029,1536,-5683506,15208214#PnlYkEa7l36RfJJ,14129787,7617789#2x2ahBINjVTfCb3JAXao,2710760,7588275,-32257.600,false,4384790,261442.8
2030,2445,14498121,15534742#iUVI1g7hIO8xezQ,-18448519,8257847#zM6YX8pXVZwUGSWoF24n,9423242,16966442,-50180.250,true,-7462333,-269216.3
2031,391,5375366,15687889#BKrjGHcYjQxh0XI,781730,4759540#zW3wEfo41cbqsn0csr1Y,-3902457,-17704376,64271.840,false,-15803837,-274035.2
2032,2087,8602596,1261746#qyHF3DbEZNV6zjG,4149057,13882458#qpOvex5N23pj0dcsWi2m,-6656547,-8521221,13507.470,false,10913416,353174.0
2033,2195,-11051900,11111074#WkfxZ7Fkna2PsEj,11204067,14305728#M5nUWJpFQ6AyHylHphs3,-5149329,-17174086,65356.420,true,-15492177,191560.2
2034,956,12669109,14750280#agU4HFffon61zrc,-1637410,5944842#6fMXXZC7S7YmxhyPJ6WT,-16252814,-473185,52778.650,true,-2838189,371535.0
2035,1683,9141318,9337903#0ivB5S3yG46ZCDO,15241425,6305955#1yQTzxxt34wj7Db3xUE8,-1549626,11968387,17686.910,true,-18798873,-198753.5
2036,1853,-11925963,8880256#iTxYtMful1LxEoT,5796527,2510974#NDqx7kh8Vhl4P51n8Mec,-12313214,-14994429,-7104.630,false,6073102,199677.7
2037,2620,16232585,14002977#Nub7nlJAfJofctV,-14013219,11466572#GRbKXYrw504N1TgrFdT0,-8779011,8316565,11978.490,true,12947309,-466826.2
2038,1227,8244644,20062751#tufCRdoK9yik5N4,786961,15431929#AbcTlsHYO51zSFYQNObI,16183048,-8471062,7596.260,true,-264015,-706392.7
