1881,336,250,9909450,8616498.5800,2018-07-01 00:45:16.000,-12083635,8852432#9a0KQdVlTbVJGVfDnrETB3sTdBpL00MKkr9g,-15497140,8147885#tpYd1RMfOKeZ3,-12351373,13319866,-6777387,13927263,-1.287224531E7,1639668#jTXVlGEr8C,-10875462,2018-01-24 18:34:08.000,2018-07-09 02:49:17.000,2018-11-08 20:02:25.000,-3842982.7100,6606651,-1933235.6,false,5926992#TQNAWfMvkJU4IBbx,525196#yNAQElBcrAE0z,-1419957,false,2646065#BPKmJ67Bbn8JHQK1gEDIXgO97B03xrdV,4845612.50
1882,893,186,15536831,-5728980.8700,2017-12-29 03:53:31.000,-4858857,3845981#Ns8RKokvOjCMNpYNOCLyWJ7zHTmxtFM93BJN,-17636979,17587042#dWtT5SRliquze,-5115834,-11088799,11693323,-14872962,-4675090.03,11033132#o1lDjNzuYE,14516521,2017-11-06 02:31:07.000,2019-10-01 19:28:01.000,2019-10-31 15:10:09.000,-2701758.2000,7094586,-1.2703688E7,false,12293507#oJSZCmArDD76TI4R,2837957#PgthXjCuIlpV1,-10559036,false,10095579#2oMP8Dj4XLMW6EzQm6lqfBPYwB73Bkfm,-7427084.00
1883,843,287,1148119,-10278266.5100,2019-02-27 01:26:38.000,-9907088,12990485#SV08DFt1GydX494LzmmVAEtfsqHNxIX9ikq8,13043492,15566637#Mz27NUmTmaU1n,3574981,240967,-7069614,-18355330,6318852.53,8911951#KNQyVNRzBO,18372909,2017-11-20 04:19:20.000,2017-12-22 00:26:47.000,2019-10-24 01:23:32.000,14210105.8300,-9371275,-1.6304866E7,true,3474484#tjaqEhUZjRXOawwH,5413400#IYfjcowtWoo3f,16335079,true,8744451#AHtx41cNAxEnseSKaDIdvMgYDWqfw2mE,-15206683.00
1884,1190,220,-3173737,-16478336.5400,2019-03-02 11:33:36.000,8777818,2095545#avhEiocigLcfazkqkS1RvFbc6DfE2CwN58Jt,7869620,16432587#nKICk8GEgHSsf,-16273283,184009,9966211,-17856656,1.503423403E7,11852192#a6nTJhF4nh,5398008,2019-06-19 05:32:41.000,2018-05-01 01:09:54.000,2018-01-13 11:02:19.000,3367063.6400,6822344,1.1929136E7,true,6884525#PJuwsv5CFpc2636a,6676342#LLbveP1n0Dtua,11655563,false,2405164#WlOmmgiU3FUUo532LrSCLsljplqgH5uL,11165879.08
1885,459,147,-4652341,15979868.1500,2018-06-12 14:10:07.000,1553082,2876060#x08MKLceR3f5WrABXEW3untHSfOXewqSMxmm,1072586,16995899#oU1sxfhFCCBGq,-12019064,15224863,2552554,8631936,7439593.18,8188262#OlhVrDYKe0,10327000,2018-02-03 07:03:29.000,2019-11-26 03:27:26.000,2019-02-21 09:09:33.000,-7607858.7000,17839644,-4485983.5,true,6013671#xSH2IsaGYWeUCwcW,16563756#IJknAIoiEUpoA,-16996456,false,3766840#gYVVmdBjOj0Kz8t9WNDC78ZPnfUMwSmr,-17485999.60
1886,1246,94,3082510,-9320402.5800,2018-05-17 21:52:55.000,-1869596,9256640#7HevFDl685KZRkgF75re4zThuVOqsgMB11t0,16549195,11930380#92oMwPfNDDc3k,16985914,5681123,-326969,-15698226,-1.467221144E7,9920147#Ki2UjlYEbr,-4794476,2017-11-15 03:49:58.000,2018-08-15 17:13:12.000,2019-05-12 08:17:05.000,8006771.0400,2983146,-7029045.0,true,3670776#oFZz6UdZuErzSQlL,14219577#BfnviaEsLA79P,13689660,true,1497340#uh1vCzUSbOvMc53xR363LPm1sBAUT57F,-10623131.00
1887,1206,364,4519243,-1214978.6000,2019-07-06 02:45:58.000,-11313998,3458406#wHw8wmdRSv0Ba32dPb0wtF1k0wHHNdurSkZO,13523256,18841534#NyObrnscMjVOD,473514,176803,7497263,14822675,1.081104523E7,4437872#DNkM1Z9ANq,9890521,2019-02-26 01:29:18.000,2019-04-20 19:11:40.000,2018-10-12 07:52:37.000,-18785832.2300,4512382,1.4935682E7,false,13124802#WjWY6YVNgiRYkl3b,14794196#yNAQElBcrAE0z,-14308624,true,14684722#qZJZocpLpDRFOdsArPjJZ3jHkjXg3C3a,8697180.44
1888,821,142,15861492,17556779.4400,2019-02-27 12:14:48.000,12139912,16147522#k1JpgbZ9qKbjyCQMTco0clcxv8ZXNfnZyduu,-6875083,15821446#7H2UI63fZxofv,-12236990,-12822779,8647837,6478089,-5167607.87,5371863#pducMDFokZ,14700632,2018-10-25 21:51:09.000,2018-03-11 18:05:02.000,2019-01-30 09:29:21.000,9811221.4000,-17009528,-782929.6,true,3781863#QDRvlLToMZNuGLY1,9033202#ZNK2srSnttNdT,1254730,true,7060016#v8SwszHNhsgYLSgpILsAYSiXhlL2iFqD,-16231344.00
1889,656,21,18189029,1777878.3800,2018-08-26 10:25:29.000,-9671756,17059990#ATdwlAiQlzgbRTm0Ql1IVvRGj68EQqwBFqQl,-7742312,15949974#Vho2vE8QrpEaI,-6879530,-17936646,-4309314,-16561942,-4501215.52,11158324#2jEwvzmePo,17510168,2019-10-22 02:53:44.000,2018-05-05 17:27:54.000,2017-12-10 02:08:10.000,11485534.3200,16742042,1.6708223E7,false,4814124#eOQ8MlHJZgNYeFez,10186188#pJRGsOh1528KD,-8331954,false,8028687#CD2B5eNdAm69O4Qi2551AcgB4gYptpOE,12373241.00
1890,536,232,9791344,-5724933.9800,2019-04-26 05:02:23.000,-12600109,10094333#959wKpz4Q9QjDKBWeWDvEluQ5Fp6emLgVQKb,-2103541,11013750#eVAI3liXQPLuU,-4439095,17635667,13929417,-3240613,1.361098691E7,7074482#5Dh3IE5NPg,-4236464,2017-12-22 18:36:56.000,2018-05-13 05:13:58.000,2017-12-31 08:46:59.000,10406875.4700,-16320758,-1.3794646E7,false,13658569#jjfhWsBnfwRZCNhR,5583952#Oowqe40CR2Jic,11313565,true,10363946#C1efcknG9MLtnS34E0ed10kgJXWRW7Li,-15084840.50
1891,987,13,2826756,684095.1700,2018-03-20 05:08:14.000,2153790,7961436#exfU8duZPLTrJxpcCI81nb3aYprUec1bxCsh,-2325514,4087075#Ji6fkcFQFKAvs,-4614786,-16023478,-17560932,7167846,-9441801.41,11177835#Z85KGKZSxD,12835985,2020-03-01 15:23:14.000,2019-08-18 19:37:38.000,2018-03-04 07:34:36.000,-48132.1000,10986092,-1.8221314E7,true,13902604#Almo8ApSFFoKMhPz,3961609#3jXaYwqI85bxv,16627122,true,9306443#hQIiXCws2h23EwoDcpCxvkcfjmoXAoGw,-9931694.00
1892,1264,358,-17301802,16953788.9900,2018-11-25 17:22:08.000,14478156,12640852#eajQHORta2rSNIerUZl3xKAwXnnPC5qY1RGI,15386215,8761123#sv3l2ql7x1AO4,-17192826,-15151862,8898524,-4847156,6817826.67,6249701#0AU2sUwRTD,-5003895,2019-05-20 00:20:09.000,2019-01-23 22:12:51.000,2018-01-10 22:01:56.000,-592706.3900,-18297718,-1273089.5,true,11014753#mObLIwhABRHA8Abk,1858084#XpLLR9ANAEjRj,-1634013,true,2930036#5JWrGflKfseM6RWnSJbWLcVAFeJNTwDn,-6628568.00
1893,829,298,7416117,-8756476.2700,2018-11-07 00:55:31.000,-9387908,9005222#s4MgrOty1oRPKHkXOGEMFfqemz2v0SWN0YJc,-2559652,18500678#44YxhDPo7HFkO,-14149589,-15328687,18358606,655583,3852394.22,13365924#ARkqNYhDm7,6534170,2019-03-01 16:35:36.000,2017-12-26 10:25:40.000,2017-12-03 20:48:51.000,-393954.6200,12490474,3265509.2,false,824826#gi4nMrkQbyyPNsCw,11754169#2clnN21UZlFoe,-9990772,true,17788411#hvImIOnIEX4zhOTRPCchcxODcdrtkbcE,7822724.25
1894,341,201,534597,9867911.2700,2020-01-15 07:49:36.000,9938610,17397008#JcmXdUjubULRsuktpz9we99F4NlICZpeyslt,1528177,18043011#zzDLfwd33xfbV,16094569,-4273663,-9978144,7542437,-1.203937608E7,17179037#exKtAu5tt2,8961829,2019-03-27 17:13:35.000,2020-02-18 09:01:05.000,2018-03-22 20:10:27.000,-5267403.1400,-6957853,-1.472734E7,false,3323319#UYGsqwqiTmICfHLZ,17625519#0NAbXXcr84YK5,3190267,true,10963179#UczmtOdD8uAo9J4BKxxK8IP4HUaotwJo,6137312.00
1895,49,336,-13318247,17979946.3300,2020-01-18 22:18:36.000,-13537944,10364380#VVr8f3yyjnhJJufvDYRCFPD9GhppeFPjhf9t,-17280126,2032219#YAHMMUPe8xmqQ,13107197,14822711,-7847100,-5910561,-149818.64,1683925#hJIhlVkV0G,-12039545,2018-11-09 18:27:35.000,2018-01-04 00:43:41.000,2018-09-22 14:06:42.000,14618646.7500,-5659203,1216155.5,true,11783674#y88LFPKI3fsCESjg,4390478#hEM5hX8mhttAI,-18101998,true,4605650#8Dj4DkotoZuXRddZzR23FLHojnyPLsxi,-691379.50
1896,379,328,12671053,-13042021.4300,2019-07-22 19:40:24.000,-10542319,7688655#rpMXARYqkoKFmRMcxnSFnWqRjCJzXkU2IFON,-14685337,4550822#ViIflyOyF2Fo8,-7808365,12543557,-7154839,3266613,-782458.6,6443510#oJuslIcCIm,11696680,2018-06-11 02:26:04.000,2019-10-31 05:57:48.000,2019-12-30 13:53:08.000,-4762322.3700,-1423007,1.5296029E7,true,15016270#hdNvaA79uPAYcHw4,17076071#6J5wtwUo0uTkV,1473923,true,17764117#7AIKXtKfPcA30JGMp6UtuFpbHUu3oh9F,-11707674.40
1897,1091,286,6190405,-5428044.3800,2018-03-15 10:51:44.000,8951365,747427#8yGRMTAFGAUigiMlcU2s4YPfKFDGsYPBtNtl,8086118,11480333#YT7m8Kn1WOclP,-13552202,-16278311,17866261,-6565937,-9537925.13,8270045#BeNS192nvB,9266352,2018-10-16 16:42:37.000,2019-08-29 17:08:24.000,2019-09-22 01:43:08.000,15540633.5000,3740454,-1.2234425E7,true,174396#4OCuLkR5F3wUMVc1,13599356#f95e6VsM73K4n,4860215,false,18198969#U0ozoO0OOfadpgb2KXnzytzQH2YDagpO,9350379.75
1898,162,344,-3805391,-4045819.5100,2019-06-14 13:59:35.000,6519955,18830733#tGiLyk4qq8KKgO0XCUmOgOJO7L08CUySC935,16617599,1874175#V5lNfiyj0nYoO,1161884,-12747521,-14925296,-308091,-1.229701113E7,14797778#xJmjBmkzhS,13506439,2018-12-26 10:25:18.000,2018-07-29 06:45:26.000,2019-09-16 17:48:33.000,-7475986.4000,-7638330,4015459.0,false,18346261#RC0igS5gx5wVInBB,6966741#OxtGCROmQZzMR,17307938,false,4362254#8dXyjQIWL7UKwqJRYufnrZ0i3ZgHARi1,-4940741.26
1899,587,132,-9631969,-8270088.0300,2018-10-05 22:39:35.000,1810229,17151484#cYtUHQjdRHFN6PHWR49WCvrUTqaKfU6m8gX0,-2086783,6490170#JTExXLNImaQjk,9844442,15735987,-3882668,-18762850,-6168228.02,532267#7xbZYWd7S5,10858826,2018-07-05 18:37:28.000,2019-10-06 01:03:39.000,2018-10-17 14:00:03.000,1560331.3300,3996409,1.3712943E7,true,7924818#KgRfQHpepRMllaep,255894#JKzssbz9VOw2t,-2412294,true,662323#0eqv6ndjDoWGpcFILwfSQnzq56TTCgRe,-8919694.00
1900,548,307,-18094432,5826437.4000,2019-07-12 12:27:43.000,14952809,18735250#LJXxjpSSvGxxxnmxaXTLZSJnczICWWi9rvLa,9454306,42871#CmY1ge6KwUESU,-12515032,-14283744,14417339,11497570,-7937486.41,9225229#7cSmWHz8BP,18803582,2018-04-09 06:15:38.000,2019-07-25 13:16:37.000,2020-03-13 19:04:56.000,-9226009.0000,10413240,-3369973.5,false,7178931#Um9jK3hf9uKZQOQk,12908539#IUStD3WUUUREn,2366312,false,7763718#7uyqhyDaPfXtE2UasRuYBqfT4A4xJOyU,13035827.00
1901,588,76,-5563146,18080143.1900,2018-04-17 13:03:03.000,1534072,17840483#k8ApRJzlh9ru2kiN9fG6inug2jwU4cWgDRgw,15447872,6423855#qRHrwNXzXkZx8,-9672785,3707577,-1118986,-10082553,1.559479359E7,14578247#SvZbZi8Zd3,-14900938,2020-02-25 17:17:48.000,2018-04-16 07:50:05.000,2018-04-18 20:47:10.000,-15003372.3700,-13212366,-1.6324088E7,true,1884168#jkJGou5gmoA19Kp9,459598#4OW2vYkpNsx5n,18469853,true,5203344#plsXImXAiWLMznZ3cv2ILwklSfAcfkvA,-13216445.50
1902,668,352,13956764,7628819.9800,2018-01-18 01:31:45.000,15100654,17086544#fg38GbHLWaflp8PCvU47RGSkm4SsXCzWUMvK,-18679554,17405716#W3qN1ZLgaD9vu,1144285,15174959,-844195,8579848,1.731152288E7,6594799#IZUBd0tCUJ,10141176,2019-12-12 21:37:30.000,2018-11-07 17:31:58.000,2019-10-19 00:33:59.000,9970484.1900,-7422103,-1374483.9,false,17596636#r762EBPRqBeSpQyD,15902057#JVTxlTmODhGCB,-5324181,false,7595942#zRUJEjsZ69E2JaGkRVSzcLh9SQoKIqKe,-16426681.00
1903,549,269,-11349475,-12406416.2900,2018-02-04 01:48:47.000,10075811,9494138#v3i1nji0fo5OEoCMmVeCsD1b0Anb6hWy7MU5,18402084,12003805#xu6kCBnzYp3Zf,-18133337,-3715703,11999036,-8277661,-1.81425629E7,7689072#ERG4WD4d2Y,2296009,2020-01-17 21:41:43.000,2019-04-20 00:49:27.000,2019-11-19 03:23:15.000,9569048.5500,6228282,1.5076626E7,true,6168611#ekhVtlzzfqfDrikb,3743475#OEsQlN7jOkbgT,16476137,true,18303687#CD2B5eNdAm69O4Qi2551AcgB4gYptpOE,-10898038.00
1904,758,5,-14797256,18630624.0400,2019-12-07 17:27:47.000,5082932,2149633#sNDvM3WWkJix2cnaJCzPkfpqHmX6scdT800l,14144282,429209#pVPaIuef8Yaun,-10324724,293089,-3898235,-959524,-1424622.15,9522966#w4U46iJsuG,12260701,2018-11-06 19:17:10.000,2019-10-11 23:27:34.000,2019-07-19 13:56:26.000,-8078313.7600,-9451285,-6025683.0,true,2094077#tVnxp4a9EV7hnbsz,5380951#I1wZInjj4Pzgm,-18562316,false,12349069#zy9JxVrqbkLwb1TDDlUVg02eyNmfGC4a,-12923128.48
1905,1139,255,-1536918,15743240.9700,2018-12-13 12:34:50.000,-9211813,15773077#529MjJe3pJe1SyPsPJBFymf7fV8lJfFTIDer,8457417,363015#iC0XorgnIVcic,11682375,-7192855,-8222925,-638935,9570658.1,2461948#hWaDJlklaV,5071542,2019-02-07 18:26:35.000,2018-02-18 16:21:53.000,2018-11-18 09:26:39.000,10342687.5500,17069129,-1.4712394E7,false,7191474#zwtJIAy96R4hJfQW,14741091#Sl47H9ZG3Xopp,-5256312,true,9470269#Sco2Teqx4D2fPcVX683XLnNkyvEj6y9m,-876478.00
1906,53,249,15877039,7241418.5000,2019-04-25 12:12:26.000,-2748848,4558436#exfU8duZPLTrJxpcCI81nb3aYprUec1bxCsh,-5273140,18408635#uhSVvk4P2ELL5,-13516714,5543447,-7355072,14019032,1.464708487E7,3134609#oUQeWnZmPY,-15695360,2018-07-01 13:51:29.000,2019-11-15 14:43:10.000,2018-04-13 09:21:05.000,-14056401.5200,15911908,1.4400635E7,true,14033648#MjtbWjMCotR9EV6y,882048#1rliLigFXMjnh,9072956,true,13533194#gPq1tNh8KHo1VKHQDIJqqLqyeCVOmhHd,14473654.00
1907,683,202,8129426,-10628091.4300,2018-08-31 12:11:21.000,-11432648,1734297#1DNCT4LFXxUfqAOWKrXMvDuaElNh23kOouBN,3613673,5839191#TKPTECZRwmZQd,11086182,7990859,-4404159,-17617193,-1.561594865E7,11879143#X5SWefmfcl,12764284,2020-03-13 09:41:12.000,2019-05-05 10:05:42.000,2018-02-07 04:50:02.000,7284934.1500,7776973,-6958962.0,true,7520441#C0RGIkaTFo9mJBVE,18534860#N9PK7FrNpugcr,4739335,true,13529519#GjM8io5MSCkwDIkUADcRuvkH8osuN9TY,11721160.50
1908,930,209,-13254633,14593783.2900,2019-06-17 01:03:25.000,567428,11623140#Si4IpnTZdJ1LDWpEskV4nJsbnds9wquHH1Ur,-16317535,8535965#1JS9UiBSeZ0Hl,-2838354,-16427487,13086627,-17140534,-8054930.6,7988211#r4IKvrB6kG,-11400629,2018-03-17 07:02:10.000,2019-09-30 19:10:45.000,2019-11-28 15:03:28.000,1353562.8800,-2617496,-1.5756881E7,true,18646068#4c2h0ZvyxKL4JmE0,15768447#vO80CnoD4Wi2y,-8039967,false,11992077#WQ4NF0iO9R0Y4wHfzroN93UwiDT1GVi4,-3820305.00
1909,302,153,-208624,-4495314.4100,2019-08-18 14:35:40.000,16053388,9526325#Uj02viDEFp0utCwZEu5ZgxqKSlUDudh2WPWX,-61439,5101307#8ZU743gLvpziJ,12991270,-13426911,8122742,-445541,-1804987.43,13868365#XEx3rALzVI,-15313196,2018-03-21 06:53:41.000,2019-02-19 09:16:13.000,2019-12-06 06:26:35.000,-9297156.1000,-14883795,1.1422252E7,false,17506239#CwnrLqj2nKYnCn4g,6798519#0NAbXXcr84YK5,-14310570,true,3138193#LRW0dNPvRk7E6O2hWqMXnTcXI47OkS26,-5096396.50
1910,1230,51,-8947151,564772.6500,2018-03-05 06:18:55.000,-5666687,12969814#Yi3htkOycyxoBhIiWiNNIlYrNKhvVTWsW7xj,16742569,12946804#4HpdsO3NvxAK6,-11146675,-13266519,6053230,13754960,-1.47918209E7,4183872#DNkM1Z9ANq,4073300,2018-05-20 03:04:26.000,2019-02-19 13:48:50.000,2018-06-13 19:10:57.000,3050295.1000,1650445,-1.7443764E7,false,5164659#pLF30iEtTcFA7duj,11929810#FXM2wWa7Icx7t,-12569244,false,13495163#9sKzARnQaapv4uGxze17i1hlhn71o4Pm,-6674307.50
1911,577,217,-17958856,-3390106.8600,2018-08-07 00:03:41.000,2254603,6724076#a5EipHDRHsREe51V9c8KrlMho2cW5CFS0Ej2,-3508002,508981#kKD89i8oL6Gw5,393734,-5779025,6413608,5937827,1.259253554E7,16948243#6v0v8FaZwq,15007042,2019-01-27 04:50:45.000,2019-10-30 00:29:10.000,2019-11-21 12:56:37.000,4835140.9200,-13980250,-1.7912188E7,false,8616151#UDV0FDgbrqj9amsA,17049372#asv39Yws5xb2u,-12503360,false,6054925#YODvVtYnkJZWqfdeVcclAEqbz8mghUMO,-1275284.82
1912,844,293,-8005599,16143764.2500,2019-09-26 23:36:22.000,9610538,5168087#MHZg2BvLB0iSGKTDWPwrvW9LibspfCg4Vkdb,-11781218,3064667#zzyzcccIm3u3Z,18796624,-8385028,-14679814,-5037053,1.883753437E7,7419505#O9XYvAojI8,16807719,2019-10-30 02:31:57.000,2019-03-24 00:57:41.000,2018-08-20 18:49:21.000,3937565.9600,2378022,1.0744748E7,false,13601174#l5iLZj3s8cHupMUb,18412004#v8ibazWcNW6zt,10479187,true,4962493#pa8FTNjDkrdzaJPZ8e0wqJRl5YfDf0Ql,-16726300.00
1913,456,91,13942349,-444900.7900,2019-08-05 04:52:56.000,14394204,9538877#7iBGut9XqW6PWcQGP0Lj6F1ufeOiLJaTyEMH,18724878,3640300#Fn5ajfgXDHWGL,-14360098,5253693,1782828,11867276,-5416210.36,3261471#PySs8qdg04,-9720575,2018-06-25 15:04:32.000,2018-07-14 21:54:56.000,2019-03-14 02:17:08.000,10783222.3000,-1243813,-713817.6,false,9441077#tVnxp4a9EV7hnbsz,13555094#0ck7NdQcWwJ0T,-11116663,true,12741807#anfKSl2xpyhbKy74KKE0EjWCeGbtigFn,10257649.50
1914,185,92,12713054,-18964608.3000,2019-09-09 03:43:00.000,-9293142,4749029#dgd4KIISwa4bfQhnFyu96UA8UlGtKCC1NQf6,8457178,19014726#JUHeUmbKj4Fh6,-1873362,6853700,14411574,6178627,7068693.85,3077717#lAZDf0ck5F,18537675,2019-04-03 17:57:55.000,2018-05-26 20:10:30.000,2019-02-04 12:41:19.000,11417526.7200,-7316293,4009261.0,false,1282160#1m1omjzRgBA87J5k,7942125#0cXYiOciXweML,15093290,true,1625946#C1efcknG9MLtnS34E0ed10kgJXWRW7Li,15579425.50
1915,367,5,-9654295,9732846.6200,2018-04-17 15:08:10.000,-15650766,6280422#ZNEdqbjgJctezWzWUj30anl9CD36d3QVvubV,6593739,9384628#kiL1P0y1NWnHO,-5594183,-12016650,-6576517,1676739,3922779.23,2753061#J0xTg27HrI,12898245,2018-09-15 14:31:08.000,2019-07-02 03:14:09.000,2019-07-04 01:35:01.000,293535.3000,-17757967,1.5482594E7,false,736578#8x1E6zcKNeH9Ue18,15398377#I8rKobyBOvMLB,299273,true,10443215#aEA2d0BaW8HC3xi7fpRb95Wc1PwgRyd1,8611657.50
1916,1136,130,-11547941,3906531.1600,2018-11-22 05:33:10.000,-15138196,17215489#VLa8c1n5B9cHllTmmKtfeisVpDNtE3eRlii8,-16372104,7653236#xIDCkVksAAuuU,-14967512,-17448185,-9871733,-13372364,-1.244828021E7,7987099#rF5PUUueRT,-8915477,2018-04-10 10:21:30.000,2019-01-23 08:22:59.000,2018-04-14 22:12:55.000,-13368795.6000,12945913,-1.7444272E7,false,13483783#MIJSIvCNDdQUygyw,9235554#pCvUgK0sGpqz7,-3615969,true,8077727#P0ilUhjfDkr6szLCLcJhGwBH0IiKPEFr,2948700.00
