1811,1326,11724995,3869287,2016-11-17 14:31:20.000,16449181#nqk6rXnBZg,-3282.11,12181227#CrP2dueOgiPsLfx3,1194758,9072073,12124681#jAaYkUZu33E7PTs5w,13682579#adixhBPxgP,-2154985,11976581,-12429934,1.752142554E7,-4844872.48,3154003#X3Br4cvf7c63BlG2,12074089,-12685077.1400,-3462695
1812,667,-502316,14585803,2017-07-21 22:15:09.000,4052045#r8BfGaaBQ4,56830.99,5566699#4W6H6Po3dH7ttpca,13918587,-15229327,15533252#YHJVXVK61Kq5t2rvq,13498971#WhAu70F0ip,-1440902,-12682235,-8622531,1.313224323E7,4733436.36,9953685#IPgZdA4vu6XJP8V8,-3584545,-15499306.2800,-1284841
1813,2018,-11606019,3218082,2017-08-11 19:23:30.000,12272185#sdUzq69mbE,854.12,13120223#9eDxQZS6b3abY1il,-3529774,16731808,16574102#09Ipzc8JplndXuGC5,16440196#F1460wGLmL,1031433,1820490,-15272926,-9713229.11,-8943467.22,3392044#E3jxE6eVufQQoLdG,9454683,-13800563.3000,11376197
1814,1912,-10007673,-10318276,2017-11-12 07:51:28.000,9698948#Wd31piOmgL,20560.10,15150472#kBAnjYscXLFKqWf9,3181299,7277620,12629585#T2i2oAGrWZFv5fvVg,792771#5W9NLFl3bX,-14068364,-11347861,9439739,1.631441867E7,-1480750.19,3137195#q1mtpL4xre1bxvJo,16720888,12754947.4900,6443050
1815,1103,-17281604,16626116,2018-10-27 07:08:48.000,9430320#ISvas2RikS,-13768.50,1556172#QWCLtFlGC8kNhXux,-4846960,12357837,16825885#0U1U0JdDsz0LXmpCn,3868671#5FkSpNJovC,2099793,-9284570,-6493354,-1.069105842E7,-8064670.13,5479538#B8SGZwP9SiC0jx3U,10618231,-13064963.2500,184907
1816,2600,-16322885,14140381,2016-04-02 20:32:27.000,12792869#aTsHmFXOBr,-1872.83,11258722#B5yoSL6HVdiJ7264,-5856696,13428286,3137421#pITH8LtQ33JqfrQll,9206068#PPIlVHeXlZ,-10511392,-12426829,6104193,-4991667.62,-5831487.24,6264676#bIEcHYixK4cTwdCl,-7424496,-6595866.4000,13845529
1817,2326,1612253,4847824,2018-06-13 10:02:39.000,11950099#EUPdHvnOtR,-32685.86,8057485#q7qoORdTADZ1ziSv,9004313,5962356,12095656#garUzGRZDEPWzpB2W,3386972#agrEgUYNTW,358585,-3462283,-1061926,7291311.44,-4805158.03,7130722#SSUtgSe3ZEBxgYyN,-3208826,-12858243.8200,-2489151
1818,627,-5907700,6544539,2016-06-07 20:06:42.000,12066828#ML6GxM5QvL,-49675.21,12270529#j2Rw2j3E48dFYTBU,14702541,-3954531,16584380#IIs0KL11jnnc63j62,4513837#dBYVmVCDZU,12918732,-9986380,5186581,1975101.28,1.049487474E7,10507652#SYjJkLVAuKDUG8Ox,4413042,-10420930.5200,14391806
1819,40,2219723,-896815,2017-06-18 01:49:17.000,15501121#jCvGgzVelX,7916.56,7390738#DyVEo9EVEop4nrC9,-17381686,-2331305,4484371#J0NCWQRN8bsCz5d2M,15014229#Uus5RRgFzL,5964031,6618908,3881564,-1687768.35,-6786769.49,12178506#Uyz8SflKjMXvbUWy,12751605,3590292.6100,17534064
1820,2050,14166796,1912827,2015-09-30 06:07:07.000,7734505#g2btwSoQBZ,-7517.59,4511764#yGPsIucZAG76Th1u,5600334,-13637380,8290434#uP8yCMZh4YTjfc1Mx,8039348#NDdTfRjS71,14597753,-17239549,11459393,6033679.22,1711280.63,3385747#cJVvYfM2RIutQyeQ,-13599357,-6114792.6000,6161531
1821,2479,17932022,1206345,2016-02-12 00:22:54.000,16828106#qXZp8u3INI,-65899.08,11656852#o171OCLqCij7lylz,-11957342,16594239,3962170#Gj3KPunr6k74sYFfr,12850525#3fqccsQKwV,-3608410,3998485,10236704,-5585756.82,1570955.23,10897412#3QnZV6uDxkUdcmHf,-2551187,2888716.7400,-6360142
1822,270,-9618073,10011435,2017-10-10 23:10:30.000,2970978#ujguFwszLB,-44233.17,4466839#4DVjYRSVFkM7SfpD,6712864,-2214091,8317232#N3xojggTIJKBhzubs,6935512#S9Vb1xaJBI,-9935776,-11132773,-9399220,-1.42927819E7,89506.49,15286863#ICyC6i4upwPguMc7,12306049,-15283100.0200,-10392753
1823,2428,15899873,11254309,2015-11-26 08:36:40.000,3179037#ZhzgKpx1gw,64011.24,15628667#zKIMyLcODWvpe1jc,-3941539,-7184209,14093489#J8zdmT2dkmNDrgUjq,12624873#WbbTn3mbxB,5594834,7305677,-10212625,-1.046685607E7,1.441003669E7,8881713#mfMCyEL2lpRlV7nx,14468462,2132552.0100,-11609740
1824,2864,-16306226,4134311,2018-08-13 11:20:51.000,15807676#MM2SokkVmb,57627.91,3924466#dLWIc4GcrATo4KJW,-10120090,4658290,12073490#tVRfLb7a8mFDeEJeZ,15926188#fvBAmuz1b0,-12295812,-4418174,841262,1.059554324E7,-1.165197763E7,16459600#d8J7TROHLqxYg8Qv,-4603329,601061.2200,-14572829
1825,636,1996475,-3273910,2019-04-09 15:24:51.000,9934684#0vlU2o9sDP,-57198.70,1829842#i6esx3q6tlC9PbOY,-282026,-15970634,3728991#z4o9jj6fWuV8UjbdS,12024165#5vMDPk55N6,1542348,-3638728,5597370,-7014759.86,-3350488.74,13861235#iD2BRVlgHeDfoEt9,-10667619,-6739443.1300,-2176147
1826,2536,-13054636,6368156,2018-01-22 20:59:44.000,331415#uVZtN3pvNe,-48665.50,2786337#L2qHKP1H64KxA2lQ,-10799408,-16847375,5108821#6ERbtM4ef53L2av0A,4238981#fJJTLQ5woq,12476241,13048241,-9519124,8031469.44,1613892.53,1271060#dT10y7tacdBkMwMf,-5605796,6977408.9000,-16455783
1827,946,-17573449,15640774,2019-07-16 10:08:28.000,10282046#HJkLIs2DBu,69377.76,8343889#O8Fqe6KiuZSBrPv9,13346732,18200038,10728153#EAPH2MNjpsrq41lZP,8860550#BBfscQjTfK,-12981187,537226,-8414221,-1675139.98,3539676.65,8687623#fJKdfYXqtbAOkqOn,11258229,16461828.5800,6303310
1828,215,-11882211,15387709,2019-01-16 13:11:31.000,1947094#vN6uh3x69l,-67431.99,3939796#5LmIoS7FcOuMzaWz,6632108,-10508922,15055008#TaOZuxkNVMeo8WadZ,9221104#eGaaeKnByW,13969543,-6573911,16154785,9525035.18,2186887.45,17467998#B40QhTVtCjIdIYvG,17452138,17191350.7600,-17929658
1829,1225,-16664668,1055744,2019-04-29 00:32:12.000,17756788#kVwidnmEeM,63796.43,1880960#wGqlcuQq05NrIXa7,4087607,-9106534,3699344#bZmGtUxFwrwqU7sSX,14144556#ybaxSbWWhi,13393644,-3094427,-10667024,-8981101.9,-1.738403661E7,13891318#q5b7vfWNkel2hVr2,-9872979,11848787.9400,-2453095
1830,863,-14666711,12830846,2016-07-25 11:49:39.000,7316317#XN6GkT3nfe,42167.85,12668924#eYaSEN0uK1B1vYSu,-2187464,5525829,5872717#QsZADLMnxNAx4iDSw,8473382#x57AhNDLqZ,7437769,-1316106,-88568,-1047132.06,7793623.91,3499987#pqeJsoPVqAD6ydsB,1633875,14007617.2000,-16058657
1831,1376,9603231,11811213,2016-05-02 11:01:46.000,677761#2W7OlGqgmg,-1812.45,12290143#3jdkELzF5Tu8Y6Ph,-17154281,16274041,13138736#JKQesb4Nqzn4jnd5a,9015277#BZkCudMOBx,6388024,-8767624,14373577,-1.185956731E7,-3922330.81,7692198#ipoG9if3Am06vkG0,9419993,6072963.6500,14139552
1832,1854,8351011,-12880533,2017-10-07 09:06:53.000,10179482#ZeHdrniX8K,-28098.02,7077561#AkzHBAvz3AJBc3QW,4006700,7182871,4470008#TaOZuxkNVMeo8WadZ,2489834#y1GL08b4Aa,-13273056,-17916538,3936158,-4663962.62,-1.500965383E7,17538204#bf5ln0mIUiECEpZ5,-6289928,17294774.6400,-11128915
1833,32,-12153892,-5935503,2017-08-26 15:09:03.000,13138850#WAhvBEKhmZ,28343.50,2486863#XGGjmoJW7ZbH17lF,-11977137,-16109543,5972722#Nm2Vd4KAnQfy9xqeV,9879447#Kfm8Fcyp7C,-15356084,-17653974,-3058989,-1.601363877E7,-1.040874103E7,948842#VqtbbYrEJVecrlsT,16186310,17990024.3600,13151730
1834,2440,16648794,15523786,2017-09-26 08:42:29.000,12465063#bD16H4AItn,-67096.86,1551163#8sqzoTWasbSAwm60,14393353,11216053,9983543#PmSbaUxPmjXHPRplm,13660778#6MJulooUez,15649315,-577676,16359899,-1.064325113E7,3876722.14,6371527#dMhjDcTjQOVdAP6z,18228430,6075133.2000,-2684502
1835,2486,-16424497,-7871001,2017-12-18 00:54:22.000,17333437#pLzcc3sCHR,-51075.09,13572298#8XHgIwYL38ep3Zio,1014707,-10453952,12487964#wSxfyGELUvwWVlf2J,14435137#EZiZVFlPSm,-9208298,1746165,7454006,-1.041342204E7,1407536.36,12021199#Pl52qqoPz7pBwWrE,-2145644,17549478.8700,-5779607
1836,2773,14365524,-8832392,2018-08-21 13:30:50.000,1332810#dnD4vnbz4s,-17570.09,2105221#eGEOAYFaagKxwMnM,-5902002,13886925,5885616#SapJJk4OvAllpLKld,14391972#agrEgUYNTW,12314158,-16460872,-17024450,-1287166.89,-1.759192507E7,2477972#hXNVIijqDdTdeSAB,8679828,5543537.8000,-15278796
1837,2165,-16621819,-14030141,2019-10-11 16:08:57.000,8246668#gDuCKGZIHR,-62665.34,9949710#ix8f8Te4KLDLR5i6,-15268538,14957212,10681043#trNXtB13aFxLupIx5,14981638#Ur8UIh8US0,5730460,-11804667,15485638,-1.372676077E7,-1.255399141E7,5463426#L4ksbpIeFtwgWtjT,-11061380,16551891.7000,17734315
1838,1502,13344459,8556516,2018-07-02 21:58:10.000,5123005#yqBout8FpA,-71604.25,9031691#UGOQkDDsZKnC4ZCv,11168308,-8031713,16835391#XiKvi3DgKsxmvJCTF,17303027#pwVZq1YYZx,4707259,2044015,-16066760,-3831846.07,5772934.81,6279122#qQXAbIQ3Ppi2En8J,-9580184,-8944143.5500,-7430927
1839,1012,2208911,-1913138,2017-09-18 15:12:58.000,2004093#WW3l6mVXJr,-6976.14,11028472#kBAnjYscXLFKqWf9,-9729643,14022226,6889224#VtJOjpVDkJjmr87mb,2862455#kVlgmZZYan,8117446,-1437610,15247330,1.629149288E7,-1.451085771E7,13906321#SRAXxFfhPwE7fMWP,-9655902,-11541144.7400,-9372385
1840,1463,6433949,16592576,2017-12-03 15:47:33.000,9766049#YUUZq268Lc,-10133.97,6483406#PxV9iBFLL71NuQmN,17516401,-630781,277023#kPNjzFfFyIHBddH84,2006072#pbReIVdrBp,15437916,3424917,16297619,-5629393.55,-7806014.29,1727620#PM1AVy9L21uMAHAB,13633299,398036.9500,-17383726
1841,1213,14965433,-1584418,2019-12-07 09:53:41.000,636185#sdUzq69mbE,46701.65,588004#C1AaDVEvqlf8TKxI,-6702278,3190107,5708975#ZccCXVGJ6HFkqepce,10669408#SPqes4Y6k5,-743127,-16120029,-7182564,1.445848079E7,-1.584270607E7,11370404#LW268yU7cqkq8OCQ,-9867200,-11465188.1900,12262930
1842,1060,-12896282,18051445,2015-07-17 11:32:20.000,7968569#yimLK9Oo1w,-73034.48,12294388#v1p4nFPzNb3jgWJh,2373568,16001197,6395514#w0ezeNuTNIZRnWl5X,14347160#d6d44gOGNv,11709197,-17158724,4360320,1.526319209E7,1.646974511E7,12154250#jsPt2KQIoywl2udL,10897365,16316939.4200,13656087
1843,913,15558060,2918480,2017-06-03 23:06:08.000,1123764#gBbjgfmflF,-34153.34,7123867#iHzA1VHMptOPtXQg,-3858564,9651502,5203958#5HOTXlN6AsRidG9bC,16355154#CBYpgty7FH,7610886,11043366,-75749,7434812.85,-1601640.54,14585590#8pNRgJCGiDiCkbAf,1178994,17466094.9000,-5412231
1844,2065,-16553357,3358776,2018-12-13 03:08:41.000,5238047#H7CaasKQBE,-686.57,13706840#RsQPj69cSpW69hXd,13562171,-25675,15803693#3GflGsjVgQGAmu9IV,8135595#DImMcnfSwr,-3260121,-1207074,-17346477,3213551.35,1.111551345E7,2427786#1iDrkuePCEPY41WG,16837644,-2112720.3600,-18065406
1845,1174,-12783492,7016414,2019-03-03 01:32:52.000,1082315#ZfJ9jcVUQJ,16394.63,17932438#rjHuzdrvvQwdu82d,-5581534,9847052,14681094#UCkXf7jQPpLKfixk9,1629842#Tfm0zucPaW,-7136182,-13658030,4978005,7711389.15,1.756703342E7,10601547#60aruMtEpNYXI8wz,11656239,-13675597.7500,15453617
1846,1460,-12740576,18406526,2017-09-04 14:38:18.000,15734011#GeY3YdolEP,37013.49,16462207#tgeHmoLgTZjnRKBS,17392704,-10333081,1682667#yKvPo5NTnzpmZyNjL,10036841#EZQHkfaXdC,14466192,13460492,12034313,-1.759539217E7,-1.36384541E7,890547#60aruMtEpNYXI8wz,15260144,10173963.0200,-47636
1847,1710,-318558,7228640,2016-10-11 08:29:30.000,6701185#sdUzq69mbE,66694.53,16468687#Ksw3CZNoAJ5tYsXP,8329122,-1534218,6106319#l1TpqBvZdEUN26pqu,15627030#KrbncXXF8z,-9569129,-6234252,-8059176,1.427063122E7,-8475456.32,3577351#xikUriwhzxW25UI8,-8796958,-2535551.4300,696825
1848,1205,984903,8950408,2017-03-14 15:05:15.000,14861120#Yt6kSp3CEt,-8894.49,15942575#xfI9L43KbaEm1A9X,-11175172,958139,16385987#ak1ba2oI4LEJQtYK6,8977314#ClL0WFye7d,-13774318,-3613388,-872293,-1.644851269E7,-7099531.87,13707029#kTk6KOAHcL243Lu1,-12472615,16674479.6600,-5551589
1849,301,17086885,12797616,2016-03-02 18:23:38.000,201877#U3MfTdD7pV,15643.07,2253762#TPL8KULclW0eP8MU,-11775655,-10187606,8587915#GfYf5I1CczMxtFfLK,3407733#Cz5dGDggYV,12103598,-17110718,-1950153,7639650.87,-5447067.76,5522729#jjBNKULHz3kK2WsA,-17910129,5749989.1600,14940714
1850,370,-15839759,11430147,2018-01-15 00:06:30.000,3268368#XskOmoqCuL,23801.81,16917651#8Hz1XYHlmoybOBC2,-11838111,-87118,13509405#ufHjN02EiZxTSQ1qm,2882869#b5bhZXiM84,7894400,16318880,-14622968,-4312121.1,8812452.37,9031983#ArbmPC004IVW1t6i,1958326,16566707.5000,1001614
1851,1449,1956604,-10430233,2017-06-07 13:47:52.000,17594735#rcK4P5qWjZ,-37182.24,7422071#9Jt2hfYCzRrlWRd9,11688806,-4636247,7699415#VjYTQVLwEHasr4UoR,12445393#7dXoFTcY7w,-12398682,-16367168,-8353309,-1.812591104E7,-1.818057039E7,737492#3K8hmTQGSBfKtmvQ,-16418231,4880034.1700,9665447
1852,1587,15919487,3558801,2016-03-04 23:59:34.000,9694878#U4SEHg99PI,13492.58,5026724#pXUwEEZSVq3N5EpP,229639,-6692622,7106513#xGdBpX7jzpUQdarfd,9896126#tyfZVHti2w,8046713,15378670,-3795256,7733765.38,1917475.86,13934741#RKZH0zaN18s3RIhl,1489482,10381620.8900,6532062
1853,2271,-11360810,14587749,2017-01-30 22:12:12.000,767486#f6VpVrvZm3,-18246.34,6089513#cULldSp2oflO06DR,8515657,18246750,3854324#WrVDL999mBkIhqfjB,16279318#wp41aupMcF,-15323809,10991334,-2094861,1130356.96,1.376066596E7,11270627#QrePJbNHJh4Xp2in,14630563,-3909962.1600,-2838603
1854,1565,833751,4705906,2017-11-17 05:37:58.000,12837607#HTzlFQiPt6,-44010.94,8085900#964uM91GuIasROIA,-14459217,-145966,11531652#Vdk9FJM8QkYPjwHbQ,9487652#uzNeA6aB64,-4745703,17559537,-7972342,-1.17981953E7,5629289.44,3143153#XL6DcMhy8mrzKfI2,4859715,-16168710.5200,-7091327
1855,1709,-18090625,12692382,2017-10-01 04:25:23.000,10976828#ML6GxM5QvL,35725.01,13098394#IdQR7CESOorHsMnP,16595014,10152686,10160230#UU6PW7UJWhh4kKeLW,63219#s21TcKX7vS,11051189,-9896295,15649685,-9112474.2,1.543294445E7,5033823#Xj0v5pXFO76kvWVX,-9739318,62595.9500,-13018111
1856,2590,7557082,10488742,2017-12-26 06:40:11.000,2868558#btrpGzY8xC,39261.17,8290425#ZZNlx5Do7cwDE6TK,-10446698,-7130410,16998864#uZcXZnHNkA9Ppkda6,356019#gBJFHYGlO8,12332089,-9972545,8456111,8783316.11,-1.574720108E7,1199006#6Ke79YAPX7GpF8Ew,17766201,-15377767.4400,13366938
1857,1751,-16994534,12574121,2020-02-15 16:14:49.000,13621680#aLNmUatIF4,-10947.09,18538893#ub70XYfrmdYDWQLq,-14331679,4880250,12915171#2cH21jal5O6ci88cD,2601914#H1JMw9VVjq,-15441494,14523197,-18228547,9349310.84,6497854.89,143803#wmJaGe8h1fwIV6CA,8519949,-14952950.3000,16579603
1858,1516,6113447,-8383204,2018-03-21 21:52:34.000,9061395#VQB8PG83FR,-37435.56,10783085#G24v767wYyFoa8zM,-14463245,8193334,15629981#9TaYpqOIIyLVzdsJE,8551364#RUMqPqzSYB,-2315217,2884560,-858473,-306000.43,1.367462665E7,11508136#b14mb6aW0K6Wl1Ve,-9751624,11878340.1400,-15309162
1859,830,-16625045,8973785,2016-11-05 02:58:39.000,5445786#Yt1qLaj28i,68122.01,6531416#aFr4T0Mf01mTYIRV,8407856,5077313,13986771#xMF1iVYtRMbuMXE9y,9678727#l4SU6mM6jZ,-1686675,1823928,-1720359,6940081.88,4515844.08,252243#6QlHnrXVORpkzvA5,17853692,-2292590.7100,12121189
1860,1665,-6453754,-10250467,2017-09-03 16:33:11.000,16063915#jSuaJaegZ5,12319.57,6230806#ToyP02E1ckdVWT6O,17917578,1555273,9172394#ybebJzfriLOzrINrS,12775021#eJuCzIzvEy,-10185398,16142562,-1816140,1.662849882E7,8149196.56,2642866#OpODRmqRvynQdOKm,17004436,2381707.3000,-1959071
1861,2357,12048628,3976300,2017-02-28 03:08:52.000,16903262#b3rJxEZDrE,-3421.11,12517467#HChI2R1gyjeyq8RW,1227683,9322607,12459216#9yJGY58zGH5sHGzhe,14060137#EZiZVFlPSm,-2214585,12307420,-12773184,1.800542554E7,-4978472.48,3240919#pdKi3AhSHeAhDgU8,12407564,-13035426.6400,-3558531
1862,769,-516135,14988550,2017-10-11 18:53:42.000,4163798#PPvDmMsg9i,58459.49,5720228#ng87JbFGCKPuStk3,14302712,-15649592,15961784#dTDjrqB6Kt6aAGYDC,13871402#g3BvoTkRPA,-1480589,-13032394,-8860318,1.349464323E7,4863836.36,10228127#EI8rPgXrFnVkMmx2,-3683395,-15926740.2800,-1320396
1863,612,-11926306,3306980,2017-10-31 00:53:41.000,12610426#PbwT9OQtDx,952.12,13482030#dnROttRbiU6ceN3o,-3626924,17193361,17031094#UCkXf7jQPpLKfixk9,16893400#9vAPKdAYoI,1059733,1870513,-15694199,-9981229.11,-9189867.22,3485464#dWTiuhVhfuVd5oS1,9715583,-14181010.8000,11689934
1864,2385,-10283385,-10602952,2018-01-23 20:08:07.000,9966022#t9W0DXu7hy,21114.60,15568017#GVIh0W7W28kSTPFP,3269199,7478266,12977621#1n23HXeXLe4v5H9Sy,814540#MzLoeNB0Gf,-14456232,-11660514,9699952,1.676401867E7,-1521550.19,3223437#vi7jvKJ16X4mv6FW,17181788,13106418.4900,6620740
1865,1130,-17757549,17083984,2018-12-09 06:11:58.000,9690049#YUUZq268Lc,-14239.50,1598828#MbXbCgZdpt8uugIJ,-4980273,12698200,17289309#ut33mv9XiBjPVfD8A,3975165#5vMDPk55N6,2157593,-9540471,-6672166,-1.098545842E7,-8287070.13,5630239#I2SCKamPC1y2GTc8,10910656,-13424995.7500,189821
1866,1033,-16772437,14529720,2016-08-03 17:45:22.000,13144936#aUoyKYBdzO,-1834.83,11568704#zSYCzmEOGpA5AUhF,-6018059,13798076,3223739#1PfDO2r4reTzieEyr,9459428#agq1Qe6DIg,-10800761,-12768886,6272018,-5129267.62,-5992287.24,6436964#vtOHisDSzyw5HwQZ,-7628702,-6777298.9000,14226702
1867,1267,1656650,4981352,2018-08-07 02:52:01.000,12278702#InevT6adWx,-33534.86,8278962#KFli4ctOGeIIAMq3,9251875,6126464,12428252#YHJVXVK61Kq5t2rvq,3480082#109JEvUhs6,368535,-3557635,-1091239,7492111.44,-4937158.03,7326910#lu8bTo8Ttl6ZNeXj,-3297039,-13212291.8200,-2557486
1868,951,-6070153,6724758,2016-10-03 12:03:42.000,12398667#Y3aiH4rkKF,-50990.21,12607949#JF8qjO5ugx6JAm3W,15106891,-4063033,17040444#VU0LeRoy1v8fIYdKH,4637720#J7bh68pjja,13273782,-10261254,5329494,2029501.28,1.078367474E7,10796631#bM0q3GVYoLjsOt9T,4534642,-10707787.5200,14787563
1869,137,2280647,-921625,2017-09-11 19:34:13.000,15927029#w08NqybZyY,8043.56,7593685#fE8x8PRDvfxZ1xzC,-17859261,-2395350,4607580#l5wP18RtE3bfKNhoA,15426660#7mN6q7PplZ,6127924,6801035,3988389,-1734168.35,-6973169.49,12513019#eNvNrjD1tfqQJm2P,13102305,3688827.1100,18015855
1870,875,14556087,1965153,2016-02-16 21:35:40.000,7946972#9zZiQkSB6K,-7665.09,4635563#QYOzOERr55Y0UjxF,5754022,-14011916,8518125#N9o4rsyNlhR9SNuk7,8260202#ji6Gvupqb6,14998596,-17712904,11774318,6199279.22,1758480.63,3478506#Uyz8SflKjMXvbUWy,-13972882,-6282914.1000,6330532
1871,1436,18424512,1239696,2016-06-19 07:45:31.000,17290071#9XdqZOgHZm,-67596.58,11976720#OmCKrs6NPoiCbVEl,-12285392,17049807,4070785#pyOlboYPO1IsN1BP6,13203189#0cpzbWX4YX,-3707685,4108513,10517804,-5739356.82,1614155.23,11196617#1DXhR0xtObdzNRQ1,-2621099,2968088.7400,-6535030
1872,2602,-9882182,10286214,2017-12-26 06:15:19.000,3052428#mnfGBKNeZL,-45497.17,4589323#BFzlM1wEhebh02Qb,6897189,-2274580,8545340#Iu6lKlmdcQrTJFFka,7125570#yGzWFvpce1,-10208601,-11438046,-9657020,-1.46847819E7,91906.49,15706240#6lLwRUBDzfVyp5PH,12643937,-15702245.5200,-10677726
1873,2209,16335708,11563177,2016-04-09 19:16:35.000,3266166#pLkdeIVhgE,65820.24,16057204#vVz2K4WtR8K7tFDe,-4049789,-7381477,14479982#KAMHg1B9cdaTbYpf3,12970963#tWlzR4e4ea,5748134,7506067,-10492563,-1.075405607E7,1.480523669E7,9125293#hL8lE01YLvcCAsTZ,14865237,2190870.5100,-11928281
1874,2568,-16753189,4247538,2018-10-02 13:30:17.000,16240846#72QoblC0Pr,59171.91,4031945#tbUtoOClHtbsAVQk,-10397399,4786201,12404330#AKRvil2L1yNMqJxoH,16362557#kdO4cdxuFI,-12633087,-4539152,864281,1.088594324E7,-1.197117763E7,16910732#eWkFDuaklqKU9q8C,-4729688,617587.7200,-14972516
1875,1570,2051001,-3363375,2019-05-09 03:06:20.000,10206654#2H0tb1JrZc,-58850.70,1879864#mMLuMVx3spz3dHuo,-289751,-16407987,3831148#IfiD7HCwA0DFzY16J,12353572#ChTIXk1yNr,1584729,-3738186,5750570,-7206759.86,-3442488.74,14240818#iYg0VQ2NTEM1d5rd,-10959819,-6924344.6300,-2235520
1876,2603,-13411949,6542570,2018-03-31 16:40:03.000,340217#x8q4jl6W9B,-50133.00,2862543#4l1Je3wv7c1gTaHP,-11095270,-17308770,5248648#bLovC23RRWOZz6N9f,4354994#wLa9qtENqN,12817991,13405366,-9779849,8251469.44,1657892.53,1305613#gsGir5ulC3zFx8jA,-5759396,7168466.4000,-16906641
1877,1346,-18054203,16068892,2019-08-06 12:34:52.000,10563283#O5tKN2xuJq,71183.26,8572231#QuyiOj61ba6Bb1jr,13712201,18697971,11021573#ah1bTbs4ubAkMW4ew,9103022#G2RZIOwBWE,-13336284,552138,-8644521,-1720739.98,3636476.65,8925315#3gDvDyWI2ZIQYMLh,11566316,16912102.5800,6476052
1878,389,-12207273,15808414,2019-02-22 09:59:11.000,2000183#tbpCZrsoRN,-69258.99,4047294#qk4de6IIRHnI7RNo,6813777,-10796503,15466638#jOXmkRXNXY2IDW6cX,9473137#EZiZVFlPSm,14351874,-6753821,16596472,9785835.18,2246887.45,17945569#qQvwmYbdvdjS6t1w,17929384,17661434.2600,-18420285
