1953,2002150#w1Hu9ecZDZ2,-6290835,15060979,10823658.2,10109723#RAAMLqr5GETCxH,933184,-15044966,-191234,13972092.20,10659425,4912301,-11451836,7689896#nAMmsgKf02r83IzFbAa
1954,14515450#MEnRGaj79pX,2694005,-19220254,-17615027.0,596346#YVoAILkO3iUYhd,8435252,-4335646,-6423304,-3323307.11,-11724059,5251053,15117752,1811568#v5erNwaj5SjVvJBN6Hh
1955,19498457#0U8W7eYilKO,-17775973,-10611500,13864239.9,8049303#6h8EvSGEVk6bxB,13897645,-15829063,2585818,10945515.69,15949146,-9467779,-9561276,19163761#EHvBOdVdKXDlaMFtOLk
1956,9873915#pXaa5rXlMIJ,-10413890,-5278689,10816452.5,10740034#QrSjI8hBI15Kp4,-17298476,-19539290,-4374579,8669692.26,5206661,8582350,1421505,17830524#XMSfqPQwXJ13D29NP6x
1957,13443777#3itfH6NXgT2,16777612,-5666976,4827581.3,16052631#hocivGlzTTJMUK,-7915885,-2086106,11829255,-6383726.49,11484567,-4310480,-8029075,3549779#xqoNpWaj3VIog8409zM
1958,18261366#Yr6Tqj1gCLa,12406162,540099,9575848.9,11937020#bbsD226VXkyb3N,-14945604,-6988125,10611640,-4985448.13,-7286486,-5323833,1863765,9951409#5ZDfV8m3FS9ikMaID2h
1959,17417594#Kyj1yWGztyR,5066442,-1868494,-11739545.5,11486204#MjrLkFrc0qLzm7,-3457485,7451203,-7122987,15283445.41,11529272,12926249,10616748,16318979#8XzQOWXUmZQ1OqqM4YK
1960,10146447#fwyLc41E4j3,-17092999,2844476,-13261135.2,2150097#l10uWYCtBRgWPR,17981256,15464633,-13751914,264893.57,10244863,5726707,-17107609,6954856#qRucHhe8esa99N5HcWv
1961,2818552#jQbmNIGIkb2,10483960,-4358638,5685707.1,4221052#pARtKQhF9Zc4XW,-2829414,11851518,-19294067,1459171.52,-12257056,-10164997,2403554,10546391#I5QJoawPC0kW2qij0kC
1962,2653252#QycOr86C1B9,-6354211,3637987,-7761697.9,12135509#mOQSfOLRcIC02X,-7070164,18957407,-18523250,1127036.08,-14962360,7651340,-16624469,9280732#BtlunqdsmL5XMHxFSMR
1963,18901324#rx1uOnA17d6,14776432,-7978571,6702996.7,3144253#WzqE2tpjD74Lbd,-12955890,-16776710,15767888,3849324.52,-1807496,-3781552,-10676572,6915870#ZjAwFRPwZefDR96n1ZA
1964,3856120#QVEEDK3QFZi,-10581735,19116911,13439292.9,4115210#mRlv7waP1mBy6j,-9039175,8042943,18813407,7843015.10,-17238945,-5810340,18540741,12318482#GLKmfm42yERvO0GtK3E
1965,19445759#g5EUZXzGXoB,13864779,3834712,9297530.4,3175288#rCSewu2Ox4i5rF,2552917,-15778208,-2243849,14147331.87,4465730,11604114,3341350,12604941#r52VKEl0ezRqJCOVCDE
1966,13358399#RGrpkBj7at4,-8498595,13651771,16964481.0,14937100#qyhJvWLC9ofQDX,5812117,16226937,10707070,2816824.14,-8174876,-3439082,6179076,15744979#8XzQOWXUmZQ1OqqM4YK
1967,5140078#Qkks772kxvi,14921304,-902580,-15736645.1,18853209#Fz1Pd6kTQPx1Xt,1910582,6940073,-5458224,6650472.57,-4466382,13823235,14172379,11835493#DRtzI7XeIBn9snQV2Mu
1968,12716564#EtF29nmMnIH,14794490,7416940,-12003088.3,4879680#TEaYPH7Dt58r6v,-8072925,11756982,-14679203,2597706.79,-14944391,-8719447,-18239599,12644905#7dUcSUSPprjgxrjzpp0
1969,18167747#NhV0JH2vWob,-12151684,-14337443,-17379477.8,6909108#N4Kx59r29F1qEQ,-7217950,112720,3389421,16801645.54,-10547528,6590245,14401331,8801577#nAmyxtOm8V2fh7zQsgd
1970,4198106#xRRGUgrrZA5,-16722945,13257613,903096.4,17525523#JOJSv22jC5Q6Mx,18941876,7528698,506933,-12974826.68,-15170099,-10682752,-1205862,14350721#iB4y7TFywG4Btp1Fiof
1971,18594578#YPiZQRHlzeF,12891106,-15914226,-9196960.2,9720762#zFVD5sowWXFeHh,5746286,-4694418,-11714462,10389360.27,-4102539,-3305238,8161553,19648292#Dhqu05gXiB7tzZRUVoF
1972,5130855#rtumCgNwMyy,8986403,19469153,6693458.0,1914698#3R5ssA5LBlJHGV,-909624,2053819,-791048,-2247899.77,-10753443,8342539,1508773,14302220#e523oMH5zXwPM6695GR
1973,10092453#6k87jHuIxjX,-3846289,-9332662,-12568685.1,3000339#DwHh36joGJOoFh,8631817,-3870754,-7172947,-11416696.67,-155789,13575678,10077454,15504838#VyJxcP2TZxF98u8rtt9
1974,18284160#zeZnarL4kbW,17719716,13017263,8892225.0,5060884#pgbaDjeBinqOWN,15847991,18887834,12449399,-17792046.37,1538359,3464391,10535294,13278421#A7o2mqb1GKACzZoC3Tf
1975,16965944#wH9pyIV1adY,5521092,16612611,-11208112.7,10899209#Fz1Pd6kTQPx1Xt,17200334,-8683935,-7257683,10792742.69,10778944,13897903,-2291224,3549356#QZkdBubKCoFlThTfLMA
1976,353795#3PTiH9mmvkS,14782994,9793402,-14369202.6,8100338#iH9ZNdUrUox6Xl,13999851,12485365,3004004,-16687675.46,14544338,15612451,-15298319,17147600#hCrdKwccVIAf0TarszX
1977,6440726#gMZhUee9GmD,9670679,-910409,6367341.7,2446220#TW7f58RMwZjw7H,11831354,-10197477,-17146637,-2488213.86,7762668,17901180,-953184,2583573#DLdasvEDdAcEvLys4MJ
1978,7692887#ukKobC5ufmY,8998446,12584631,-1480407.7,18705990#opU2va9Nla3LLa,-927699,14598973,613087,12983017.11,-14991874,8675142,-2420032,10967199#ITiu4wtJLWvC9MxZ0dV
1979,1678694#MRlrf0NKW0K,-17344659,-7832158,791133.9,5731751#NOjZwv2ayCl6E1,9444071,-2287461,-1996762,5252841.46,-5428374,17596072,-7147021,12856770#5XghUHGAxRDY6TGEYwV
1980,12743864#2Ta8lmeE0SI,-8613569,-7872975,12646579.1,6105157#0Ar1NQF29qpwoT,-12274348,-7101070,-4018555,-17497717.14,-4236893,-2035140,2403868,12128065#Kyqm7b7VVs1CjEapVlR
1981,7484539#f2eMisVdLiD,2598145,16703761,4277277.8,5942853#EMSmKeIoRsDjG9,15129520,16607119,-19165753,-6448937.66,4844332,9492810,-18929531,11346813#JCD1u1gMF1wP15izCHV
1982,3076096#2DopQHHGler,-6011346,11502155,16280290.9,17521950#5VgSViua2ZSeqZ,1804184,2982252,6653116,-1606197.85,17664638,-9918861,-5810569,1345176#4PgmQjbtEOixychzd3U
1983,9943558#xdMVzhfvkcA,9186481,-12247732,-14678787.1,1823488#2Ze2bCph1Qut1c,13345639,573463,-18475236,-9119356.17,-18511832,10567145,7607928,14460435#ZdWP6Ew9Fh8T9KchOYP
1984,16862606#VwDx2XI17Ip,1754167,-3962924,17815772.1,8720084#B4Xy5rX6b5pfc8,6209429,8681581,3625000,1844998.96,12009282,9280940,-13924758,15976152#Klt0fTA3dxl50JoGC4t
1985,17551385#G1bfJ2imV3H,-8841762,-11978018,4974573.2,7946498#azEAzM3zBvRlKj,14719002,18250111,-17766376,18411607.27,-11411619,11655494,-12363746,11146738#E0Dcm9cNP1ZgKUq114d
1986,2772633#PySHbhP4x1U,-14707838,-17097523,-18812131.1,17868883#5MaVqs86pTu2Nj,-9892802,8107831,-9332224,16444917.98,-17010137,-2037443,-3004587,984791#e6zW5gZCBeHkTSeV8KL
1987,9177051#XyYuBTWNz5D,-8325440,-5644582,-18946138.1,14453789#ipp92eZIXsLhOc,2425996,-14486258,15176985,915196.17,14323725,-6143720,4277806,9497256#2TkF03QK4JWCqxaHcUy
1988,9070205#C3g1VanrPV8,-8344268,-9763886,14442657.7,3395911#Szl3UG7te8v38J,-5035427,-7091633,-13060269,-4793210.56,17571035,-16157968,-8230270,2775444#yCurCQmWgAwVOajmzoP
1989,3788230#QSwNeTNDCWN,3078406,-9224362,-9256869.0,12859747#6aGv1Z0p8WXXRB,19762122,-9984849,-16767691,-771350.77,-1597380,-6076155,-9620363,4515386#iiqeWHyyIAqorb3hcV8
1990,17376947#AWJP6O7iM2z,7469856,12346326,-8946649.4,18662094#3GZTkE3U6ldJwy,12126634,-1011540,19784117,-7703686.41,14386009,-9746151,18090874,16657569#sHaMNgszprIIY9MUNl7
1991,13013377#pXQ4djOAwds,-17595675,-10538099,14693464.2,12299578#1KDq5w6wVMnRBd,-1618289,-14811300,-4305114,19239904.90,18038202,9369217,-19808896,13791165#jioLTAtC6eF1OlQhS6M
1992,3200257#AeLtZMCtywm,-12787521,17730074,4789430.1,8839616#dAOpNQ1TGTF79h,18865278,-11858953,5485284,4195832.22,19087067,8521111,19289511,14471227#Gs6yErxA37oSh27MGOP
1993,6068743#oMf0rtLoK8O,-13531941,17951725,-7421224.4,18518760#zrYXbH9fimf7k9,13823869,-14333594,12089853,1410827.05,-17401143,5514979,-6116328,1101676#e1G2XNYdCWlNs7wnXvA
1994,10302576#GdyenhD7ckt,17787636,-13531115,-13075680.0,8880962#ZvNp42uuxeGD4U,-13061983,-17038823,-6037176,-15427944.54,6419140,18895086,8964067,15855923#QaUcwd7Dmwpgg6qLC5K
1995,5808346#O2GeK1eH5mn,236914,-14240937,-6378288.9,14624313#tohzPVThFN5J8f,17158688,-1697390,14191566,-17921185.23,10210318,-16743021,19393839,10339489#bsE1iw3XdUcG0upX1T3
1996,16808609#OAA7EYgdvXk,3282121,-8504441,14182726.8,3474975#XDGHB7bPYi41BK,8154499,10928937,-96869,-16538156.34,17829735,-3286368,12120080,2742405#1EzM82tQQHYECohrTkf
1997,6622267#Vml6tSnYR9c,11907376,-11982407,-16291044.6,6248331#hitisEGpPnomzO,9886647,-17356574,12839341,-2710932.68,-9127872,417543,-16101868,11065140#Msdmel0cnwPY7uK3KvW
1998,15809834#uofX3pWGFxM,8885749,-17112029,15803150.5,10165171#JCvFOP2tA6fmvI,-5211958,-12048229,8635795,7311932.00,-16430659,14748275,-2397372,16148218#O0sPMkVe8zh4LDvCNE6
1999,14946076#HWRvLYlj9Zt,3348689,17580582,17650794.5,7084672#FvGthDMGnmaWDY,17149037,7319518,3799843,-3381623.21,10122130,19655845,-8791912,6953305#E7Fsmzjp21EGBwIRac3
2000,8440249#4VaxUxTG9T8,3409382,-9592729,-6013950.4,1212461#EYh3zE8VXuYHQM,8686376,-7228367,-5997057,-3903880.42,-15929365,-6359665,-3322845,2233911#i3GOwarWtvcvJEJDOqq
2001,10584685#FLstBSRvFuj,-14089746,4393049,-6678037.3,6565777#QQGDxRL35fIOL6,-17325873,13761174,-1571811,6309958.33,-2368239,-15023404,674729,18362438#n1tjGojEi3RI6Z8OwT1
2002,17877025#rWQ03nnihSS,1433344,19792724,-13558861.7,15564998#9UxBlUkZTopDJ8,18969595,-1795227,-18199281,18920952.76,18233324,-16879600,2218964,6725752#krOzPQj9XqtJPtscMrT
2003,2053219#OwKixPPJmRv,-6451791,15446767,11100741.7,10368327#ujpfeL9cB6OpKZ,957259,-15430238,-196121,14329586.20,10932325,5038132,-11744923,7886613#0xC6Pgp29I4BxfVAVNK
2004,14886790#1Xzl1lSmumS,2763036,-19712222,-18065897.5,611570#30dDRNP9wOrN37,8651340,-4446377,-6587579,-3408315.61,-12024134,5385503,15504614,1857907#Ty9JH64rWKl0IL3Xl45
2005,19997097#Wu2BEKkLidm,-18230800,-10882849,14218874.4,8255037#JT5l3bAbP7C1nU,14253245,-16233940,2651831,11225636.69,16356946,-9709704,-9805992,19653859#vv949AJ6Iraj4EUR2qf
2006,10126241#714hnupIeEz,-10680115,-5413439,11092848.5,11014483#lWL4JJISZzhxoW,-17740576,-20038979,-4486267,8891396.76,5339661,8801831,1457817,18286295#FwdfwMnIsBb0WbY0SNJ
2007,13787087#08Ky8BuS0Os,17206050,-5811801,4950935.3,16462669#SItmYbNOW08vg4,-8117897,-2139199,12131592,-6546603.49,11778092,-4420405,-8234232,3640360#liTuxMSwocxVxPutuEk
2008,18727629#bvJh8GoZzyg,12723125,553730,9820496.9,12241845#AzdijC3jpkutvR,-15327091,-7166578,10882403,-5112532.63,-7472311,-5459858,1911215,10205281#UpMXyhlBcP961GdrvgR
2009,17862031#uj4mHsnzntz,5195533,-1915956,-12039133.0,11779261#AQ9BWVpyCjYTRz,-3545785,7641481,-7305012,15673553.41,11823347,13255958,10887819,16735462#9U8i337rVHCCPyd6yeb
2010,10405085#R1re3zu3ecD,-17528967,2917176,-13599248.2,2204879#77YYEpMXR6wwKV,18439733,15859135,-14102677,271556.07,10506101,5872970,-17544221,7132260#j3noOpbE4zO2Tyz6wyr
2011,2890166#m9RTpZKOwYI,10751391,-4469675,5830610.6,4328632#R7nx8To0r6X91T,-2901514,12153718,-19786248,1496473.02,-12569768,-10424361,2465004,10815156#sf2kypSOY8lloCiqKIP
2012,2720694#MRlrf0NKW0K,-6515899,3730562,-7959458.4,12444631#hocivGlzTTJMUK,-7250314,19440683,-18995113,1155651.58,-15343547,7846486,-17048244,9517233#ORDDamHf9y2VTzIzpO9
2013,19382669#YJsoMzCLC93,15152657,-8181834,6873613.2,3224165#L97PDG7wDHGYOa,-13285940,-17204200,16169763,3947145.52,-1853571,-3877915,-10948522,7091903#YNKcqTLwUJkIgn7BfvW
2014,3954130#H0RTuvyQ33i,-10851023,19603604,13781406.9,4219744#T5Y4g59lshgKNC,-9269263,8247780,19292182,8042510.10,-17677995,-5958052,19012841,12632016#bc9mGaNC58maaS5hSpX
