1995,1171,594,1,4175235#8Lba0kRAHK0nGJSW47EfEpSbetAiGkdlF,-2023510.370,2019-12-22 09:24:21.000,18286065#oMgPmzCn5obX,1.935250844E7,6236364,-1879131.74
1996,2035,446,1,4573257#hs4B8dHkNDB4AbFJH1fW3dXxpAGS1T8Qd,-11093709.720,2019-09-16 16:42:18.000,3525946#sj0DngIz3MPu,286561.3,-11460433,-9581919.50
1997,76,1028,1,4493517#YwkkhK1kWay8XhqSuqTmIPjNu8N5SYlnD,-11554514.340,2019-09-10 23:18:58.000,12065995#oJdIg8RzOP21,-5901440.9,-15565621,10745105.43
1998,1415,439,1,3440420#UzuZCSDGp1N3gZsR5BOx6DONRQfU0Bhxh,5001818.230,2019-03-15 04:05:26.000,8948484#P6l68v9b0NgG,5251062.3,1566926,6846477.14
1999,288,1227,1,11727030#pLvEfV30XBYSOxDCbf7i6DUKjAKRcfeMC,-12729761.490,2018-06-29 00:01:15.000,18278703#FvDP1tvm2Mbq,1.931099786E7,17824616,12436016.04
2000,2006,11,1,13208125#3YWWAGmCHDzeoRRdpy0dByujkL0HGgqh5,13823780.790,2018-05-14 17:45:03.000,18685527#WsIyDLiWv4oN,-1.024021461E7,1389888,-4636684.50
2001,445,330,1,4448010#ZFJF1UUxFKgmdXG4TVjpGY73NfqeywRsF,-11532043.430,2018-12-20 07:49:56.000,15013415#eAYIZ3lD0tO6,1697190.47,-5087914,8027931.41
2002,1340,606,1,1977973#NHsWDtikXOFb8ByyeIjPxZgpQUr8j4cnb,8027190.520,2018-09-12 14:56:56.000,2820421#ggDj0KP0lcCK,-1.339653976E7,-16043368,-5474261.48
2003,838,695,1,15246067#HRUSsTYKjGABoHWAaXbMVjQUGpGvQDoCJ,16484645.680,2020-02-19 11:17:57.000,1769802#pWJ18HxDXMx4,-4975886.43,-16253793,19065650.62
2004,586,184,1,8350492#7RHq3tnNFbUUwhFMztQwofR6PEOy2jpOh,-10756016.270,2018-05-18 23:35:43.000,17521771#oSgTZl8EJLwO,-6099625.98,10086118,-15215249.54
2005,1301,573,1,16226566#1MtyT6V0OkaZaphwPGvj68WjaVyqsI3P0,-3299447.590,2018-06-27 03:03:48.000,13595986#h7z4ghBpOxwt,-1.940673497E7,-7076563,-14504564.15
2006,204,93,1,4012305#a4pwIe3jPI3xK7donjfnGUOtL8OYh8pMu,3107014.250,2019-04-08 07:24:35.000,16535512#EB1t38r2hHlb,1.749994025E7,9314783,-2991294.18
2007,1577,706,1,19253457#J6Xuz0XVWlHGw3KVxF0aWsiv5NMIbjZSQ,12299877.600,2018-04-29 15:51:37.000,9331137#LPh0nZR0O4cl,-5353509.3,-14963866,-17505388.45
2008,1657,561,1,18431373#Rvr9bDEJJtlqTOUPMo1MNHNJQ7Lwx2rs6,-12500286.070,2019-01-23 15:58:23.000,2068476#8wY0sNBapkBS,1.947720583E7,13071375,-6350341.94
2009,290,1032,1,18122964#jDwzJ0X9JNTLCtSrwrpfV5AgSE8VYicsh,-14624738.170,2018-03-12 13:53:14.000,13776339#6lUj3whBZf3z,-2412893.23,4730964,6285331.31
2010,1966,911,1,1948761#enWe1AFo4rb0oRsmyXBlkTOKRGn8lWbpP,-2430205.220,2019-09-04 01:40:02.000,11523200#YsZLx7F5eEoD,-1.148760329E7,12234559,-19344953.80
2011,2048,756,1,4460179#aIiu6x5zLrmwSWJbrYnrSenCEchKCIbfd,-9859032.820,2018-11-26 18:30:56.000,11792578#4x6iJRVkfaDL,3117009.04,2566083,-7842637.30
2012,594,1284,1,20032615#6bl8fB8CPh4wJee827A9Yo596LA3cppgZ,-1053587.050,2018-07-14 07:52:26.000,7944286#TtSuFaU3Petg,1.226922092E7,16187774,16170935.16
2013,1885,753,1,9047162#mPyPug5nHE9hqRdLvw0Gu6XeVNz0Xi3FN,3903943.100,2019-09-24 18:07:09.000,11710382#Si5D67gn6c1M,-1.710828607E7,-5982566,-14245784.47
2014,1061,1227,1,6599051#B6SWCfMQsGY1sk75KoomuO7XS5jorUAtv,9235279.730,2018-05-23 05:27:20.000,18812943#GgnGrOejtm0m,-1.041288106E7,-3514460,-14049099.82
2015,333,1184,1,14829413#Wp2RRmvtvQX60sE92tFXdpXrq9yuQaNxX,-18275259.280,2020-02-08 08:47:55.000,6225055#YWzZP5rkn5mG,-4071392.53,-4276865,-9773371.95
2016,43,1229,1,9942206#JhrhAPC4kValiqkGNuTHEmfvNs50Z5ywO,-15429.080,2019-09-01 13:04:10.000,6153218#ACYQZ78n479d,1.492652711E7,-15968103,4811344.79
2017,140,524,1,18031981#INdfHTuo6B48p7laQBnFRRMGikMI51hXD,15926369.790,2018-08-14 11:59:17.000,9588#gwq9ac5f5QFd,1.491842938E7,4471026,15369640.91
2018,1498,120,1,12875752#5KZDVhFE5MMhqESCpTfb6kkxHhKdvY4Zs,19386799.040,2020-01-05 12:50:53.000,15916817#YBWzByCtxrZ6,-2486814.23,12953217,17278523.04
2019,175,421,1,12091298#PChzai11OrV1T0xODjiiOKQLtdl9XkJCM,-11432401.220,2018-12-04 14:56:55.000,19429732#zol64sZ8BF2r,-9533199.72,-17167284,9245950.36
2020,1669,321,1,16112343#MhDoHGuFugphIh6qFwUdpXr1CjFa50fjw,4239996.680,2019-06-08 14:04:58.000,8614997#SeqeOSW90ana,-1.822339504E7,19419310,3764858.90
2021,235,17,1,12005680#feekXUoslm8P3NFmOpRuf8775Xk6S5cit,-4864431.070,2019-01-26 07:45:38.000,4843227#uVSTVJhMutQx,1.49939918E7,-14256581,-7329812.25
2022,1192,989,1,18850880#AkA9PT7iDlFYVwPNbfnN6OawdN9fer2ie,-11293337.380,2019-03-13 07:56:06.000,12861367#WBfaoEeCmSUs,1.846685739E7,-11186579,2793448.52
2023,1127,257,1,18787988#lQewXZuftpww5YZSGqn5lxO74Rb4asj79,-9346483.220,2019-11-01 21:59:18.000,2343474#wPzkzZxqdAJo,1.847797868E7,-12015598,2177307.11
2024,1573,993,1,5217155#4EdGbDc1Jg8d2MrogBrVQPoHf9cv45HI8,8545067.760,2018-04-27 18:49:37.000,13121047#D2lqMjpxuWmg,-8752482.63,16817413,-8529.46
2025,1741,1130,1,12186117#5adytWWqKx3S2l6frutMNAjpizHThJxAO,4906955.560,2019-03-13 07:00:03.000,8146631#qgF6vUbCCi9g,2072432.67,5817894,-3090674.00
2026,1137,485,1,20166984#FVLEmckMRFqdKyOLMOYCZGqBuYo6spQCC,-2234261.200,2019-12-13 05:15:40.000,8400457#kKdLnkY8b3ze,-1.214746204E7,-9244012,263202.28
2027,1559,1277,1,14936571#yDM5lJ9j3WLPHbWiqTyc8RCvk4xnz9Wj8,-3830463.700,2018-07-22 03:15:03.000,15633000#v57KxhpoPpmr,1.884139989E7,-17341152,-6137188.57
2028,1740,793,1,17192127#DVyXXi3SswvPBO60uflTTMOii36Z9r7eq,-16811370.370,2018-09-09 14:31:26.000,11003452#k2Maj5RNPlTz,-8365783.55,1706803,5333193.17
2029,1486,472,1,4658528#lomAmnpJSyfhjEWSdBd1YDQdF1eLWKvYk,3029086.230,2018-06-18 07:32:53.000,644636#4H9P3m2gQD2b,-1.087555578E7,5071840,-17513539.18
2030,1039,1073,1,1750111#BibE5j9870J4KqcBQS5BdFhlbEolPLrni,8879230.680,2018-11-05 12:46:06.000,5923694#OnazGM3UefBc,2198909.28,16353486,17739745.40
2031,1806,17,1,10029199#p15q92bJPb2EuBPPumPHJu21TtgyoRz98,15706562.910,2019-02-27 09:45:36.000,17694114#kSGNqSxKXSKb,-1.83914696E7,5675496,18203394.24
2032,1756,491,1,12534457#J6Xuz0XVWlHGw3KVxF0aWsiv5NMIbjZSQ,-14864506.110,2020-01-18 12:04:28.000,3623974#qZmZqhJxNobC,1.740205888E7,13227843,2267714.26
2033,1845,820,1,6466779#k2yYZ4360FGLXKI4Gjx3Gu5ddv10VX2p0,-1385839.980,2018-08-18 05:53:39.000,19787218#ACYQZ78n479d,5238055.47,-10438106,17598964.48
2034,1225,675,1,8236593#393Uo2gIOSVG4LdE4HpzNGYSYzE3BTj97,2586925.230,2018-12-03 01:37:37.000,17086211#cLhi8UhMfESI,9571474.93,2721164,-1494842.70
2035,1476,1287,1,5286908#uy9KoXIimc02uwU0Tnwgc9RCTagUQtzfA,-7151313.560,2018-10-18 15:32:39.000,17788585#RNUwoq71NHhp,-6994976.28,-14758646,-17741439.80
2036,893,6,1,8039669#lJL7G4RYvuWg0sMp09chpPOrhMpHo7y3r,11808285.170,2018-07-28 16:56:21.000,14501901#dyglpB2Xgkzp,-5968863.15,8604263,-10335815.68
2037,1597,391,1,3462363#8mC1bclL1KZVCRHVDQN7O2mhLhU4qrMSY,752587.200,2019-07-23 16:02:50.000,18941872#80K2TfpyqnQN,-1913798.17,-14258135,4263594.01
2038,1078,565,1,9227011#1kGKWv99bJl5F7Ixa0eqmPyiRFfCjLfvm,4713328.800,2018-09-17 11:24:33.000,14869194#55alSPzM3T7w,6383440.82,6333704,-5100670.72
2039,1193,524,1,6256739#ZJ4fenpjoaXwml9Aitpy1J7Oz2dEQm4WL,18722551.950,2019-01-11 19:25:40.000,15444167#hBwiXdLEk4GK,-5936789.51,7046263,-8149711.93
2040,1833,191,1,18448199#p15q92bJPb2EuBPPumPHJu21TtgyoRz98,-13847493.450,2019-09-30 19:56:47.000,20111212#IeSWYL4y3vLW,-4563559.7,-4521636,14831947.60
2041,499,190,1,17016571#yDM5lJ9j3WLPHbWiqTyc8RCvk4xnz9Wj8,9636439.620,2019-03-24 00:22:45.000,5544394#o5Z2YgOVGyCi,-8193911.44,-19308314,2508521.30
2042,1677,53,1,1822168#22dWUM8IyMvqn7fEs5BSOedeKdiSAcFKt,-17610628.030,2019-10-19 15:29:01.000,6282814#oCcDsM2UmTdd,1.329209646E7,13426066,-9962037.72
2043,1651,367,1,14219219#arURscXFVeg0awv3s3zu35jZ7cA70Fvx0,-16301730.570,2018-06-26 19:50:38.000,17714599#b720LsGHFsf4,5092526.24,10650293,12605074.59
2044,1811,329,1,5617793#fOoiNkeic7FqJBznga1qEb9gZnVSz3fHt,-7463277.710,2019-05-16 21:10:07.000,5023241#EeIdXkBVLa6G,1.171786212E7,4559963,-12243795.19
2045,604,1306,1,4279701#y60WEuxvWlS2LoQv5x9zpa9s90PxMeFil,-2074040.870,2020-01-08 20:16:10.000,18744181#abyBrGopcTlG,1.983730844E7,6392644,-1926296.24
2046,2052,838,1,4687802#wqmsiSSBLnRIPxu0Q6gduUr74PhDJqPmT,-11371538.220,2019-10-24 08:47:35.000,3614244#O2exA2iwuESq,293761.3,-11747318,-9822157.00
2047,1847,924,1,4605878#Q2vlUm0sGBFCUnlE4PZ3eI1rwco6gVDFt,-11843978.340,2019-10-19 23:55:46.000,12368035#sCL01HPDreGX,-6049440.9,-15955166,11014214.93
2048,142,273,1,3526355#qwe6ROoHceMFlvAgyl2pTwtvOVOAI0G9M,5126873.230,2019-05-31 03:11:57.000,9172289#oJBHxvd5j4yR,5382262.3,1605979,7017998.64
2049,334,847,1,12020299#XzeIpebLcQM5C4kZJAQMH0iuyhPIFwSK8,-13048051.990,2018-11-07 23:10:27.000,18735665#UP6sFnzFiAGy,1.979419786E7,18270604,12747139.04
2050,568,546,1,13538248#oz22x3FoOEqJGuOAkeji4uOXo9TWjfgfv,14169254.290,2018-10-03 20:27:59.000,19152416#ZABrg7qXhvO3,-1.049621461E7,1424491,-4752840.00
2051,373,914,1,4559117#5adytWWqKx3S2l6frutMNAjpizHThJxAO,-11820276.930,2019-03-26 07:46:03.000,15388501#OzI4aWR7dXdg,1739590.47,-5215267,8228333.41
2052,2038,517,1,2027185#b07iPjeOEN4hfZx5RGaAJELtcR5wASiER,8227555.020,2019-01-08 02:54:06.000,2890622#xveL7aQ8h6Lh,-1.373093976E7,-16444243,-5611223.48
2053,1150,52,1,15626418#XH1VKifawsjxC53Bie1uhIQOY9c7wWWQX,16895913.180,2020-02-24 20:16:31.000,1813945#D2eG5WvcYtjH,-5099886.43,-16659766,19541777.62
2054,510,51,1,8558721#At1k1V7ew244uOeDbSTXkUPsWDcctRkMO,-11024439.270,2018-10-09 15:10:01.000,17958719#UJWjjiz39vtI,-6251625.98,10338013,-15595112.54
2055,1314,966,1,16631150#ThBoy3uMSEoQ2mcNxlSL1Kicilulwh6qu,-3381744.590,2018-11-09 22:12:41.000,13934889#03w5hq7aiOxe,-1.989073497E7,-7253187,-14866075.65
2056,768,1135,1,4112167#gXuOstwIXpIU0XTz7Pc61odWrw885Hfux,3184627.250,2019-06-21 16:49:37.000,16947635#7VuIC5J9qbGy,1.793594025E7,9547153,-3065633.18
2057,1016,819,1,19732972#jtDJPfLQDNxRuQ1T8QxTP5KPHjNN8AT5W,12606405.600,2018-09-26 09:50:56.000,9563487#qLcerLFed6EK,-5487109.3,-15336717,-17941555.95
2058,479,307,1,18890221#UnLORonbk4GwXA8Xbaj67vKgthcqJdS7i,-12811698.570,2019-04-25 01:54:38.000,2119797#5wlWTx39rnbk,1.996200583E7,13397067,-6508238.44
2059,1315,266,1,18573914#lwJJ7WZe88bdVh6UupnHAxlKJL7pvvDzL,-14988764.670,2018-08-21 05:43:12.000,14119089#xTvltsVEbVE5,-2472893.23,4848858,6441623.31
2060,517,508,1,1997166#AV3CmQc7rka2yiJtgL6TMFTGOphXeJJhz,-2490544.220,2019-10-16 20:48:17.000,11809633#xZFF3iMTpVt6,-1.177320329E7,12538971,-19825937.80
2061,1906,678,1,4571065#YMXBPXmpibrM7vv5okuEsM773lIJDqX8y,-10104088.820,2019-03-12 06:28:26.000,12085625#yndj91h0jxha,3194609.04,2629929,-8037627.30
2062,1976,1254,1,20530234#UXJOmNdmBDzfdBL7DoPsHi8QUVhGroVKN,-1079842.050,2018-11-27 12:43:31.000,8141472#NRvFJU75DdCt,1.257402092E7,16590122,16573019.16
2063,1883,9,1,9271682#Y0YPJ9nTUquCE47KPTq1mzDViiKoAODtX,4000822.600,2019-11-02 11:45:45.000,12001198#4lc1TlCNzphw,-1.753308607E7,-6131393,-14599543.97
2064,613,698,1,6762789#qSkBRRmhdtwEQStSds5wcEEQ5j0or4NCs,9464526.730,2018-10-19 09:22:54.000,19279778#gcovzicxvbvU,-1.067128106E7,-3601547,-14397693.82
2065,215,1087,1,15197178#rnp3qTdwP0SlN7xw4aIlQrQ878NflijRE,-18728560.780,2020-02-16 13:04:20.000,6379488#5y21ki7slPHu,-4172192.53,-4383060,-10016063.45
2066,1285,561,1,10188663#LKYHROv7aDvDNDDAXP75BJ1DXf2xGkCNZ,-15632.080,2019-10-16 01:59:30.000,6305754#lyLyO06HYZDQ,1.529692711E7,-16363941,4930454.29
2067,1733,295,1,18478925#m67nCr9FNX4FLlzz5qMvBhHSRFirDVIch,16321264.790,2018-12-24 16:40:06.000,9761#0Cf7kG9pNb4F,1.528802938E7,4581630,15750852.41
2068,1160,547,1,13194745#SuD0AhyMKBgToh8EgJHL4IMVdOpoegsnc,19867107.540,2020-01-21 14:02:59.000,16311110#VpikwL3LGavx,-2548414.23,13274383,17706699.54
2069,390,1260,1,12390665#PcIACc36Yc18bb9KKXhww4PijeggZCeUQ,-11715481.220,2019-03-22 04:50:00.000,19910740#jMEZHoclsD6R,-9769199.72,-17592556,9474722.36
2070,196,569,1,16511109#iHNwNxf3ZgLkIqTSulBJX04DxWrf29qui,4345172.680,2019-08-12 14:47:16.000,8828076#aQyUS3SNnOx1,-1.867459504E7,19899799,3857849.90
2071,1855,400,1,12302462#ZYjMMg6mZoyoDUIlbNfVlwZ2e8uBnzqif,-4984684.070,2019-05-02 15:31:13.000,4963033#7uaXhfx5WCXV,1.53651918E7,-14609200,-7510949.75
2072,571,448,1,19317015#Dpla1qybshe8qbXdDVmv2HhZZ6qSggFCr,-11572581.880,2019-06-07 08:30:46.000,13179264#urswwiM0jIiZ,1.892365739E7,-11463125,2862656.52
2073,1517,519,1,19252137#1oA5q5tyW2JGeqHIZVTPg1zxNKRnzv7fz,-9577323.720,2019-12-03 12:17:02.000,2401262#o2I5x4tJezw2,1.893477868E7,-12312803,2231185.61
2074,416,274,1,5345987#EmKvcW6ve8sDGEFyWYNELaaMvOGPh7VWB,8756068.760,2018-10-06 23:38:01.000,13444947#RBo1h2dZXJMW,-8968482.63,17233017,-8526.26
2075,1522,1122,1,12486871#lLFt26cfiJXaIhj96axFqu1abZubieg8z,5028240.560,2019-06-08 13:09:15.000,8347651#zmFa4U4HWqnJ,2123632.67,5961662,-3166828.00
2076,1908,1193,1,20664623#jKC4MnYlbwkppCvm2GthaSEal6wIx7IBy,-2289511.200,2020-01-04 10:22:20.000,8607723#vx5yjIB0qlaC,-1.244746204E7,-9472050,269553.78
2077,625,703,1,15304994#BQZdCBRQsCCbfqYdXAKHGXMipjqmoDaQq,-3925078.700,2018-12-13 05:52:54.000,16018419#NR3lFw7nC48e,1.930619989E7,-17768830,-6288356.07
2078,1072,1122,1,17615804#PWIVTXlavtrmUT4168bw2sM1AHVptdQxa,-17225786.370,2019-01-20 12:22:50.000,11274495#KjdH9epmyi4b,-8572183.55,1748736,5464598.17
2079,1805,1313,1,4773320#lNxL9WIuyDyz2TGJQtuaslRrbMcaLlbv0,3103633.730,2018-11-18 23:39:33.000,660510#Z35pCqYsiQHM,-1.114355578E7,5196937,-17945147.68
2080,666,66,1,1793108#kTpPVE4GYsSlSJo5rpDs34fhmMEIDNF3Y,9097920.180,2019-03-05 21:58:55.000,6069386#94MjVRFktpvZ,2253309.28,16756183,18176879.40
2081,159,1025,1,10275861#NE3rqjs4bnzGG9nM629nC2ORHZ7s8EMii,16093455.910,2019-05-31 14:29:02.000,18129653#mQ78nJ8Vlay1,-1.88442696E7,5815051,18651332.74
2082,1993,1028,1,12842642#x7D364fdOBvp7tVRJhN2SvF832EH059Zi,-15230131.610,2020-02-01 11:25:50.000,3713069#ocDj6bF4TSoD,1.783005888E7,13553355,2323360.76
2083,2050,919,1,6625690#D6ncaSVd000WbkGgrrpfXGVWRoFncBJef,-1420150.480,2019-01-06 22:29:37.000,20273663#PMAhTZ4BKW4B,5366855.47,-10694844,18031949.48
2084,197,673,1,8438935#fbhXFojoX04QVyv1LYdP9F8KFEEoZnRqA,2650487.730,2019-03-29 00:28:25.000,17506199#5mu6nBp8EZzq,9806674.93,2788266,-1531345.20
2085,1450,481,1,5416804#PWIVTXlavtrmUT4168bw2sM1AHVptdQxa,-7327182.560,2019-02-23 11:24:03.000,18225406#E1mCD5jq4s42,-7166976.28,-15121511,-18177298.80
2086,1568,416,1,8236898#4bZLLcVZEnDwqjL1zzLG8nC9P1lxJvHUR,12098363.170,2018-12-24 15:47:11.000,14857957#663TwjYjQWrE,-6115263.15,8815702,-10589672.18
2087,2029,1253,1,3547326#RV4fqRT5bJFkd4o5K0NTuQ5y7LEbK1TEj,771098.700,2019-09-20 22:13:42.000,19406707#kzjAGihk5HaZ,-1960998.17,-14608260,4368030.51
2088,1385,424,1,9453244#AnCzYH6PK4EYJ2XBdFBWW2qQ200DNMnFW,4828763.300,2019-02-02 02:40:17.000,15233762#rF9jvz80O5la,6540240.82,6488902,-5225792.72
2089,1685,639,1,6410100#6dZoo6hEPF6tpFv7saaD2R0xzoBjb4goi,19181732.950,2019-04-30 14:49:26.000,15822672#xsrL529CJUSd,-6082389.51,7219184,-8349730.43
