1806,926,1,1,103,-10431792,307234,1732453.7700,2015-09-24 23:36:47.000,900333,3841644#eFIZp6TOuRsqV,15022887#H7yoaO9gP8uBTBPPZlp6zTkLPplk5X0N
1807,585,1,1,662,15570550,694026,18054037.7400,2016-01-11 13:47:06.000,8514213,13961668#vXBdLkwXPd14S,9240490#iRDUSPr5tq04RteJ4fd3TWgcyUuHO4ag
1808,230,1,1,963,-15825143,17308245,7747311.9800,2019-12-04 12:28:39.000,16528282,9837910#HHFKB3oMzylHa,3084228#3y6H3LeV77c36yOTIVZ1sRPo418PWrY1
1809,1122,1,1,705,-16051786,-4959731,14279913.9100,2019-05-12 07:44:01.000,-16606268,13131542#Fm4qx4VAghhGS,8712690#FkMvzowWOTwmKFKJRNwaoD6E2U5GUI88
1810,292,1,1,228,-5037616,-17581724,-8532347.8600,2016-04-12 20:19:08.000,14733771,4128049#BWJriMRCrRPQr,15098140#1hWUho4IO1NEC1xEhoZTayYeboOaTEvH
1811,112,1,1,1434,6173250,16744558,-13015708.5500,2014-04-01 19:52:24.000,-15309071,3676695#TgpLUCs8estT8,7134984#PTzSxxSpsr7Fqr4KclDwXLv1X56kE3yZ
1812,1122,1,1,598,13566165,-12437357,10544690.8500,2015-06-07 02:30:36.000,-16663062,10824478#Wu74DfsD47hhV,14002670#rtdYh2beG7RcKUHEXcG637AKr47lOL9Q
1813,321,1,1,834,-17275021,5083205,-4684736.6100,2013-11-27 02:51:51.000,13059880,10709673#ltgv0g4rgNoZC,9231987#nqqZTrZ0qZ4NGB86Y3CCbMfhe3UOgVqi
1814,513,1,1,220,2096118,12018727,-619549.4200,2019-04-13 15:42:30.000,11405390,1248562#quYCrZDkAhtSU,18067494#shsbQtbfoTJeCbshmj0ZpAvRwsronAtM
1815,882,1,1,689,7825828,-1887983,1514009.0500,2017-12-28 12:52:25.000,-13454206,13398613#Nd0Av23mt542d,10780434#YbqQSAlPv2oPm0uZS7sa6XHg0WzFGl9T
1816,774,1,1,877,-6172198,15073200,14961697.0500,2015-05-07 04:22:48.000,9317241,12054418#eVMtHcQB3f3cG,17539386#hml0roAnRfGOXpeRWD9TRchssplwiqmX
1817,387,1,1,1051,-2985451,-12142544,1596586.7800,2016-03-30 18:01:16.000,16206916,15728549#6WPX3hasBEsHT,5915743#N0H9XkhafGHyyITt1WlHOGiEb4vBnnDd
1818,393,1,1,1259,-15031244,-8532757,-15031964.3700,2017-02-19 03:22:23.000,3018137,4547949#8AhVRT2DLY59V,12628258#Zb4eUcsrLmCoEl1SjNzLiBKvjuMp0SvL
1819,694,1,1,437,2663926,1974051,-6131076.0100,2014-12-15 01:07:46.000,12446270,14501688#wnyPkjkFNfI42,8446352#osrbBdwTmWgKn6zNDM8Ee9KKWvFx7uRx
1820,706,1,1,919,10587362,-16088375,15218086.2500,2014-02-13 16:45:38.000,6167705,6388248#GqAJUCv60Tlp9,16470070#11VUXnpdRKVaCySH4ZsNwKcVByyvSgRz
1821,81,1,1,457,3120053,-17058518,5742188.9300,2018-07-27 01:42:12.000,-7053153,12042975#QqrAtFeMamIpn,11798772#zHAnEtPHcgqF5sUnhtRMMYV6mHbXpIjk
1822,1268,1,1,275,-1280883,15154665,16385125.2200,2019-03-30 20:25:03.000,6868257,13274724#lasUKCYmXUlFy,16659850#PC55JXnIXu06McRrXBnElOnea5n72d0Z
1823,257,1,1,585,-4346873,-14892887,-15256462.2300,2020-03-05 02:56:51.000,1059704,7740633#CPztx34P87h7e,15593671#qYLL6e7oHLrHwtf5SfFRK3bOajh96DjU
1824,106,1,1,1225,14746445,4738174,4362116.7400,2013-08-11 19:39:05.000,-17187568,4492848#0UzuqYASxQOc7,370784#OAf5bLFm4s5TLxjInZVViN6WUBPpBti6
1825,915,1,1,642,204682,-3256081,651253.4700,2019-04-28 22:33:25.000,4845256,15837650#UscjtMDQB8f7a,2844092#1ArS9M4RoByUKX08MDwhWvpdGW5iKtYz
1826,1311,1,1,1363,16878043,-18113698,-2257743.6200,2016-02-10 11:49:56.000,1253454,2560719#cxblJNtfnViBt,13179274#amcePvCxrE6ZL2RTcYgwHz47C1zD3knu
1827,1101,1,1,782,-9029613,12431522,10871323.7800,2020-01-14 23:09:52.000,-2128072,2608724#lasUKCYmXUlFy,13482517#No0x2VB0qKGfgvgnkz0AkDToHSYNPcyX
1828,364,1,1,773,10538991,13528542,-5414577.3100,2015-12-08 06:15:46.000,-6031207,3528318#Uvh7xMXkskO6F,12394393#q6I3PWhsQ6J5rzkPXILsYUp9HvxqTdYC
1829,435,1,1,268,14762401,8916627,-17630762.0200,2018-08-04 16:38:05.000,14710968,11157080#6RDjkE8cl3HEv,4733546#GxwfHDi84Oxcr4J2DHaTBXzdwehJvEbM
1830,894,1,1,534,-16578362,-10970644,8489795.4300,2017-11-15 15:38:23.000,16853653,5730679#0SdbJ7pXDBx20,11002664#mhshs6OnlBgR9Jy1lNn9iavY05R4DgKv
1831,326,1,1,173,5591277,-4521277,15303834.6900,2013-02-23 21:46:51.000,14129313,5484227#q3mzreiW3sFy6,5904598#cTCYOaHthwJKMl8zlvTvQqe5Pw5TySTA
1832,602,1,1,1235,87004,-9379830,-5352151.1300,2017-09-26 15:51:43.000,-9353486,7831120#d0HUHF67OhPJV,2157919#qFKwsSCBDBPx220zeaYzLdL51pXEFaGH
1833,435,1,1,833,8541889,11042470,-6582501.1300,2013-03-20 19:20:46.000,9886551,6272829#owCdHLgiQBW0v,14741926#eMWGSjpp60esZBB78ZoDVIXWhuUCOMZl
1834,444,1,1,805,14735672,-9339520,13113858.1800,2015-03-18 01:58:37.000,-15593757,13881033#cLNb9gtCxp2Si,8897189#9UhSBYQkrolTXq7jz9aKBFxJVm5ftmlB
1835,915,1,1,516,6580254,14637851,-6893623.2500,2019-02-21 17:43:02.000,1917742,2300532#VqAEvrCUulFHg,15263003#XM5HUjSKTcmy49QGzaaXE3gWPIZwTGah
1836,678,1,1,80,10681449,-13852854,-13187541.7200,2018-01-24 07:58:48.000,-17432908,8782968#ucGmw77NgI7m8,11118155#VuaYUCrqvD5d5yUZmNunm1AbXbkNy0YT
1837,306,1,1,1133,-12607973,11024383,-7576620.2700,2017-07-24 10:31:58.000,3100289,11220383#WOWZ5iNoLZg0G,3610637#cuHWI4MFsJdXyuvR0h7coXRyYDfZw684
1838,728,1,1,759,5990563,-2051901,9854927.5000,2018-08-21 00:58:08.000,13358741,6115690#pvfchLDYpkhZd,4724318#0SscMKOojOxsKbkWbo0d8o2xQh5w8j2f
1839,615,1,1,669,-15425664,-7739750,10752401.6500,2014-08-11 10:20:37.000,-11166949,1646204#606aHVSbeaV14,8066475#sd5DefkllVPmAHm3PbKn75ws4qf2GeUG
1840,363,1,1,745,11745648,-11431854,10365336.5500,2018-07-15 13:05:24.000,-1242372,10721071#zsM2TYCjMua7J,12757927#yPYrDwOwjy847KiEGmGMjB00FJOvIlo9
1841,332,1,1,1020,9848970,-10551616,-10765502.1700,2019-07-14 01:39:23.000,-5988992,2417551#my3cPj4Vv5DcO,2545541#mUInlMYJ2QcM7ZXaTaKGEzomKr1UBRRp
1842,1116,1,1,549,18237957,13389619,1579285.2400,2013-08-30 02:00:19.000,-8650604,13889427#ZUreyXkZSxIeB,12562305#iaowyAc5KpUQpJymjN0PmPG45TXEXPEO
1843,1019,1,1,224,1703435,-16702073,13863518.8100,2015-07-01 17:14:52.000,-4980158,17176814#5pouwMJEzjqjq,5770244#iBYtFpBn1CLp9fNRI51ts8T6J8arxdzR
1844,401,1,1,906,7697110,-12804902,-4657187.4600,2016-04-28 03:07:32.000,-11286986,6151363#wSzfAgSq7eJJg,8475045#djpOixWYC8Wj5tuINbabC9IKboW3I9Ti
1845,29,1,1,155,-11238416,-273008,18061127.4500,2015-06-22 22:00:34.000,7794238,13185129#h1FNEQwYagzs1,2640803#X4QMn5U4IE1X3Fc72cF3OyH6pd5hMImU
1846,1207,1,1,508,-17654188,-5199840,-12653066.6100,2020-02-08 16:34:58.000,-486685,366157#52OVLJq5Ep02A,16902230#NrwoObZddPANrGqI3Um2vRDn6ZeJOt5C
1847,2,1,1,1204,-14199760,-13778009,2989033.1400,2015-01-25 04:34:06.000,1150907,6884420#v9ILxDr63NH1K,1664641#yqV3EqxvdUPJ3WIXiP9UP9Zw5PFY8cWs
1848,313,1,1,902,-9885149,-8440973,15106.3000,2016-06-11 01:12:04.000,10822874,14267121#4PEAOqEen7vzq,4467890#9WxLVOuaLyusk07hgk3DUk24xyhBREHa
1849,866,1,1,192,-3669187,9696880,12024311.2100,2015-09-20 16:12:24.000,-17743768,639167#FFl9Hve94KMjh,12004272#phLXVdKI1NZ5cApWbBNbLJpP8CGaZdSs
1850,353,1,1,1245,5978535,-15151068,14248337.7300,2013-04-18 20:52:52.000,-10082074,15427699#2TKhMgZe1GcVU,12961059#S7JKNnhyeOY5fqdEuEQasDIjKtm437yZ
1851,1152,1,1,1315,517275,-6471806,-14920834.4400,2018-12-23 03:29:51.000,14807110,14062376#w3dsJYpHPOmK3,18336593#p3k82G6ZhiRFa9RT9kpmftP3qe8ucJ7M
1852,354,1,1,1293,-15031558,15051048,11912929.9000,2016-07-05 21:44:46.000,-7880096,4947383#WOWZ5iNoLZg0G,1922633#EracsTZbg40LCv2aVOwvCIEWkuiiaLMh
1853,1097,1,1,1198,-12344764,-11579489,-1620322.5000,2013-10-17 15:46:12.000,-6951661,8932909#3DdEkyGCAjg0J,14976216#FldnUp8yfZUpINdFJKzP8xc0gcZQVxrk
1854,284,1,1,1010,-17913433,6099944,15997495.8600,2020-02-25 14:46:27.000,-13538832,14412435#kBI6OTjEH0YDJ,11969122#mEl4hhEDPCAci5nJUgTML5gF0hpXOTkm
1855,965,1,1,939,-3146903,-9770940,-11549112.6500,2017-12-20 11:06:09.000,-10993545,17750154#QZ3jL2OiZaGhd,8608142#be738otxfhStDs1G9FCEee3SGipgS5p8
1856,742,1,1,876,-10720767,315734,1780190.2700,2015-12-13 03:03:59.000,925039,3947847#wUuQk0ad3ngjE,15438710#V0CNbShYKkpv2FbISafU9gIW6nuVbOgs
1857,1299,1,1,687,16001225,713051,18553843.7400,2016-03-25 12:41:24.000,8749888,14347734#APMpOHKIaccdB,9496002#NQJ5GSuneOYVAiAhWI6jhUH6pOotQ0Q4
1858,512,1,1,831,-16262651,17786657,7961491.9800,2019-12-09 11:18:19.000,16985313,10109916#JkU6L8S9reRNl,3169274#amcePvCxrE6ZL2RTcYgwHz47C1zD3knu
1859,819,1,1,80,-16495629,-5096831,14674349.4100,2019-05-27 07:08:26.000,-17065043,13494487#zhO4S22ehVuS8,8953382#mLqM6C040runoWDFSPealZVNk6XtUAT7
1860,1145,1,1,1063,-5177046,-18067636,-8768217.8600,2016-06-21 12:41:35.000,15140869,4241877#UBRlM64TRl5I9,15515208#Nx71DjubxbEIXCvVU62bHUxEJ5JyYC0e
1861,783,1,1,889,6343593,17206673,-13374948.0500,2014-07-16 16:53:19.000,-15731683,3777987#EnGXB2mhnKY4K,7331896#rma7tQFKHXv2bh583sL78iwXWmDqnl0o
1862,481,1,1,1358,13940551,-12780507,10835926.3500,2015-08-31 01:35:06.000,-17122699,11123137#fsYI0usLlJUwR,14388936#ssQnmmDZS65DQ4AAuzFaCdnnO1TC49cr
1863,138,1,1,292,-17751465,5223159,-4813667.1100,2014-03-19 08:00:32.000,13419930,11004824#VsZ2a71ybezIV,9486551#pvEZgK9Qbs1dre5oEzXs7CmaCL76MJX6
1864,1212,1,1,672,2153935,12349949,-636610.9200,2019-04-30 02:27:55.000,11719596,1282930#0GKjIgn0jqrD9,18565284#Bj3L1x3EJmVKaOhNoywJAb2mECXkx9A4
1865,835,1,1,804,8041538,-1939742,1555479.0500,2018-02-06 00:38:51.000,-13824644,13767707#sRlF9W6aJczhc,11077286#6eHJtzewahn7Wtumtj166tsL07jc9S6h
1866,514,1,1,537,-6341865,15488125,15373895.5500,2015-08-01 23:44:36.000,9573605,12386181#JeWwv5mu3hLz6,18022157#vXEIXI2XtRgydgN7aYe3kdFnNMRRxC4X
1867,872,1,1,826,-3067661,-12476406,1640297.7800,2016-06-09 13:15:09.000,16652829,16161166#rRJfyWmvkmsDO,6078507#h3yvBq0U12XVCbseA0S6tVbe2q0W1KP2
1868,1218,1,1,964,-15444629,-8767644,-15445546.8700,2017-04-15 01:27:32.000,3101312,4672869#3f8gn0OaEeji4,12975308#gMdASFA9vq8Blx44xhqz7XiI8dMuFMhi
1869,663,1,1,622,2737344,2028072,-6299638.0100,2015-03-19 03:11:10.000,12788245,14900083#ff5V8BoFndC1W,8678339#c5vuaujxFk3Xwg8gYxezSDcODUvfBHNt
1870,1114,1,1,902,10878156,-16530350,15636025.2500,2014-06-02 19:47:47.000,6337149,6563616#gzwauITx4uPke,16922467#s4vTKAyOojhei9FiHMZ6h3XvMdgZXnTW
1871,680,1,1,72,3205720,-17527049,5899856.9300,2018-08-25 10:39:02.000,-7246978,12373443#hPJt5MPhOFLNH,12122516#li4kZ5JZ24VdkWiliJ2RWwV2hOahPkAI
1872,277,1,1,851,-1315882,15570515,16834690.2200,2019-04-17 02:35:11.000,7056957,13638968#ucGmw77NgI7m8,17116848#ptCVi5Mc14oJpAMcjg8Gd1rGj9wYvzsK
1873,505,1,1,1015,-4465933,-15301275,-15674845.2300,2020-03-05 15:13:56.000,1088791,7952728#Gmz1TBHwBEDCV,16021143#ypCX3Vn0JSeGIQG7qkmeJrfO7Zk93RRn
1874,91,1,1,452,15150900,4867825,4481773.7400,2013-12-08 12:59:40.000,-17658905,4615985#jNNhnFkEuzZC4,380798#flGj6ffBtmHEfPFUb4oxsDqDEHTdRHdp
1875,899,1,1,559,210410,-3345131,668831.9700,2019-05-14 19:29:36.000,4978181,16271432#rpX83H7tGL1RU,2921897#QXDC46AFWFxiFVIBQ4lP6eCOwLxVc08I
1876,352,1,1,1198,17340012,-18609898,-2319478.6200,2016-04-24 08:35:02.000,1287623,2630581#uYeM55gxYdlBl,13539887#H7yoaO9gP8uBTBPPZlp6zTkLPplk5X0N
1877,1016,1,1,442,-9276933,12771884,11168800.2800,2020-01-17 23:01:56.000,-2186159,2679947#lOIwM5h5E3GEQ,13851243#73YgndgSn2AgRm8ER0Fcpo0LlEKRXwhC
1878,748,1,1,1098,10827338,13898488,-5562802.8100,2016-02-23 10:50:25.000,-6196082,3624813#G1rTizhzafA6h,12733141#BGmXHgyNaOCH37gEHdtFc84sjAproV0x
1879,872,1,1,534,15165765,9160252,-18112757.5200,2018-09-02 20:55:00.000,15113180,11461993#ZbmqxQYGf6uGB,4862916#Ii0cbPoE6a3rgzIYHNmfSD2IUHhgQZKY
1880,1177,1,1,1296,-17031546,-11270394,8721768.9300,2017-12-27 20:34:14.000,17314128,5887221#OOTEj3dVG0soR,11303233#t5ZxyRyM07oUCsHrp3JhelZvs3jZpj9K
1881,1170,1,1,58,5744024,-4644902,15721842.1900,2013-07-01 20:12:55.000,14515388,5633877#UBRlM64TRl5I9,6065773#DbTpUJP42WWofomdEqdh5JsqPsc33Ipi
1882,426,1,1,1100,89319,-9635980,-5498009.1300,2017-11-10 10:26:16.000,-9608623,8044777#vvE9qTy2FIQ0c,2216662#go22cwc3vlijGQqF3Ls4Q23EEMWrDRXO
1883,450,1,1,778,8774648,11343720,-6761899.6300,2013-07-25 18:09:40.000,10156288,6443780#fXIrpgb0cPtfp,15143870#fPdiZg9ctiWRh7N6tu5QjFFCXXeZ4hRy
1884,296,1,1,965,15137651,-9594403,13471406.6800,2015-06-16 22:34:19.000,-16019044,14259287#l9ODWjDnzVGfD,9139523#9rHlyQ3h4Ew9BJJeCsuEcDRMeCCAXeKd
1885,931,1,1,878,6759448,15036513,-7081472.7500,2019-03-13 01:39:21.000,1969767,2363008#oxu86oFfy8bTy,15678842#MYZg5Q1xGfb3U1EgvV7fGyV5XYFiVLt4
1886,816,1,1,470,10972516,-14229904,-13546852.2200,2018-03-04 07:31:34.000,-17907446,9022037#HYRNSAzyqMZak,11420789#ZtUQshcXO6jAdvdaH68NFFzwHAMRGzH9
1887,423,1,1,1125,-12951369,11324646,-7782748.7700,2017-09-10 15:27:56.000,3184820,11525614#gBeyhs1AFwJyy,3708644#bgey9HiLvq5kQ0KWQW1zPB3jjmbzdab5
1888,915,1,1,1202,6153704,-2107451,10123048.5000,2018-09-18 15:56:12.000,13721953,6281819#vcn2Ugx6EXVpu,4852813#7YhpC1bgElwavyNCOSO6QcGDfV6zmLJA
1889,508,1,1,1154,-15845178,-7950037,11044676.1500,2014-11-21 16:29:49.000,-11470399,1690784#pYrM5MJ1c7uBl,8285682#7VuNMaIx8ev7flzseToB4Rd3ZffB5QF5
1890,386,1,1,336,12064560,-11742523,10646872.5500,2018-08-15 01:18:59.000,-1276222,11012303#5YIBoxjyu5KdK,13104507#h3yvBq0U12XVCbseA0S6tVbe2q0W1KP2
1891,209,1,1,709,10116653,-10838016,-11057958.1700,2019-07-26 09:04:35.000,-6151742,2483103#xzr7ehhes8gUZ,2614495#M3W60QstNMulXFQEX4wJo8Rw8L8TpMAp
1892,502,1,1,629,18733007,13753281,1622082.2400,2013-12-28 00:50:12.000,-8885254,14266186#em4M0H8jjbyJX,12903172#DP0oZnZR2JVXIv9YHQfCOtNCakJ2PxFy
1893,976,1,1,769,1749783,-17154960,14239831.8100,2015-09-26 02:09:58.000,-5115283,17642588#S735KPasevn8F,5926531#JF6i48w5DguLmrvGpkMoPGAZ9UDSu8AF
1894,423,1,1,514,7905842,-13152277,-4783348.4600,2016-07-08 10:15:09.000,-11592842,6317919#2IPK4q9PluQKl,8704771#aim5fsPS9esOAK0RehBPf0mW4uUelijp
1895,108,1,1,421,-11543211,-280167,18550739.9500,2015-09-17 21:44:23.000,8005306,13542443#hPJt5MPhOFLNH,2712164#bAqeJNwSKcU9oMgSTRvdra5b4K5Izrl7
1896,498,1,1,948,-18132257,-5340877,-12995936.1100,2020-02-10 11:55:00.000,-499835,376065#77TJLpIfZdBuU,17359801#STdzCV07HVSNM6sr6AsuwVt87g2puncf
1897,53,1,1,19,-14584373,-14151234,3070110.1400,2015-04-29 20:36:17.000,1181895,7070760#uAnzNueBiwrYJ,1709487#5TbpSvj4JozqrBSs41W5DqmbjZOnkMzA
1898,324,1,1,657,-10152817,-8669185,15630.3000,2016-08-19 10:00:20.000,11115711,14652941#8aStUsoMaq0HU,4588651#N64kxHpOwg9TZdUMXR3scEWv8UtzSuvZ
1899,825,1,1,269,-3768659,9958930,12349267.7100,2015-12-12 11:28:21.000,-18223643,656424#fYhWSKqwh8rKQ,12328782#pK2paLboBNR7pbSIoAjnvt0ZVzDv7JHk
1900,92,1,1,1358,6140169,-15560668,14633416.7300,2013-08-24 12:49:14.000,-10354574,15844449#692Vb6GrmuyyP,13311090#zDkLcqv7OHBtvI2mySckjgae5HCsmh3X
1901,574,1,1,1240,531050,-6646549,-15323641.4400,2019-01-14 20:37:33.000,15207110,14442152#0HvaWqFtVWEvw,18831822#RYUHgBDwTuS5IwH6gmQ782t7IUx0fZrQ
1902,998,1,1,1013,-15437110,15457435,12234490.9000,2016-09-12 07:03:12.000,-8093071,5080909#3DdEkyGCAjg0J,1974492#foix9zx8Ov9eCniZ7NHhL13gyJvRfxIO
1903,304,1,1,38,-12677843,-11892089,-1663847.5000,2014-02-13 11:34:30.000,-7139361,9173763#KOj9rvwi6IHWq,15380121#sGQFH5KFzntcnPN3fRn3j4PKHmyzeDib
1904,723,1,1,480,-18396736,6264282,16428882.8600,2020-02-26 13:49:14.000,-13904082,14800918#1DUodRf4HY2pA,12291796#KGsDn6Bv46Z0gqymk52xpqGMNk333D0O
1905,1103,1,1,869,-3231772,-10034328,-11860573.1500,2018-01-30 23:17:57.000,-11289645,18228329#SlK7x8PdTRDkF,8840094#UNCft0MjRaZ0cQ00XeVUFy0WzrTr9Dcf
1906,558,1,1,183,-11009741,324234,1827926.7700,2016-03-01 06:31:11.000,949745,4054049#BWJriMRCrRPQr,15854533#kqPKCw6pH0LEXw82ZXs52x1RBV441WbT
1907,699,1,1,712,16431899,732076,19053649.7400,2016-06-07 11:35:43.000,8985563,14733799#jiTYasVKcUTcD,9751515#YMjJLJDKkfJNtsH1CRHSZkZx0NTrc3FO
1908,794,1,1,700,-16700159,18265070,8175671.9800,2019-12-14 10:07:58.000,17442344,10381922#8kgnMAHKNwVva,3254321#PJClPiF9JISofJyp9FvCzFElMHqHjYX4
1909,516,1,1,920,-16939471,-5233931,15068784.9100,2019-06-11 06:32:51.000,-17523818,13857432#rpX83H7tGL1RU,9194075#HtFPdLhBuOXbIuLtj7maQeWuuJgk2Xpr
1910,684,1,1,433,-5316476,-18553549,-9004087.8600,2016-08-30 05:04:01.000,15547967,4355705#Mf2Vag4NAlbCA,15932276#SITghVIRvAtLfiIkWVc4bxdeIZNTsYWE
