1812,1065,1,4,10,4,864,232,1,217998#Ph4YaSIwA0uZ0TyrKzljw0kPpI9qD6yMHxfyD,1041379,-6248355.5400,14523779#GWDYr4nK9LNwK2LJMkeJolip7,4827609.10,false,-12415997.60,-5717.18,3800233#db4SIYWeWLuofkZ,0.6,-3202942.4200,276723.900,2018-08-05 12:06:16.000
1813,1326,2,2,11,2,34,570,1,4023306#CaQma4ZyynbBKtfIGyTVqTmMoG5cDwLvleFn0,-17301295,10891695.2700,8639068#k9Gd8JT8HEqCSbr17mCcqUuuS,3366483.32,false,-7923036.13,995.01,17013516#d2SqOd0j5kh4ToD,-0.4,-5323571.0300,2292875.730,2015-04-22 11:11:38.000
1814,115,2,3,3,7,678,973,1,4432616#P7TAZvwKAMUv59i3ivbv7ebceF26RS3vOC8fK,-15161764,3114262.7100,8944968#GGq4pD0vdv5mdv61UDtRnGEO2,14652831.43,false,9821464.88,-441.41,2252530#xzucM9CmltW0gO2,-0.6,5481470.9500,6992414.420,2019-04-30 22:59:53.000
1815,489,2,7,7,8,26,770,1,14864342#c4VRhWD66FI9eUnUowV0Vt1Lbu8hVR7rvLHvE,475563,-13606550.9400,9866716#AS2KUsYCJm0RBMdZ1skeHciw9,-7336041.46,false,-2798732.11,-3403.06,17851885#Nt2j3Jc4Db4B2F5,0.5,-2950674.6900,6835031.840,2017-10-11 19:03:10.000
1816,520,1,2,6,4,925,181,1,2474549#AMLZ5QyzL6NLt7nqstBYGiyzRgSuTW7mcMvcv,5682359,-9398011.0100,4134019#FnvBFPGBklSS0t7TzcSBEbtkZ,5693703.40,true,11870924.53,5025.90,13912815#ALtRxag4CQy479U,0.6,-5901535.9300,-9855699.490,2019-12-23 14:10:02.000
1817,33,2,3,11,9,408,775,1,4821467#KOiA8RLaf64Z9kidK8zcPBYTa6kOScezOPmpN,3167209,-9827000.7300,12991911#rPKR1mQBzdpT91y7K39vvk95p,-15686442.17,true,2254432.17,1836.01,15946209#5r1DYYZFbjiNLrT,0.6,941068.5200,-799086.830,2018-09-23 22:36:01.000
1818,108,2,7,12,9,325,902,1,4102718#WnjHZJHGnB1AUMHy17C5Bq6CStz8URqY6ovGR,293914,15810587.8900,1737691#2a3Dl1Inz1BhdmWJzs6mrlAHN,-6559533.14,false,286313.28,4962.53,18057561#k5gVK7rXhyZnmOw,-0.4,-1222542.7400,1013322.910,2016-03-31 10:18:00.000
1819,493,2,3,9,11,489,624,1,2625845#CNd3k9KpFTAkoU8Oc1nY0Vj3g6K9iQqZncZrp,12611875,15521192.5400,11702302#XhSGaO9gwkngQ3uRAOkr7K4CW,-15786143.18,true,-1686984.41,-2123.25,2134477#FhvPQ0jwAZzTpnd,0.6,2402341.2000,-16825080.450,2016-02-26 03:49:07.000
1820,129,1,4,9,8,265,341,1,11154110#mqRiepXcJoTKut9tslYS1qY8aA8IAdP6796E5,17459487,-16916556.0000,7294941#p96aMvRecklKJ7wpbtvof9wjv,-280095.86,true,-1685449.27,-4700.07,7192671#lxWjiLheaHcMAjh,-0.5,4408590.8700,-13727605.120,2018-02-21 07:45:36.000
1821,306,1,4,2,10,800,1062,1,1043839#T0azArciwvO4ANYcLBX86dxNs6MEXZOr0CWPJ,17577618,337930.1300,11069849#RClNWAhTjTHdxPEQgTIwZLvKA,13085066.76,false,4400417.43,-1667.69,5448609#PhAnuEjmXBED5Ll,-0.5,480910.2300,-36349.210,2016-01-15 22:16:11.000
1822,858,1,6,2,7,594,140,1,6124879#5e7OttFFuU4W6DNX3diiE8b7Lprq3HVfDVgaH,11962535,10325923.8800,12432046#UeKyy7z8SxIa8Xz7uuXO4VtJQ,12504519.74,true,3779384.47,-776.43,5975762#5uXZ5kuAK7av32v,-0.5,-6811323.7800,-14064839.420,2019-01-10 06:40:00.000
1823,1373,2,7,2,1,216,297,1,5535513#UJ0fztnl7wtdg4zgEajc3vpj26uhxrBdICcYw,3975834,9844308.4600,13889417#uLyqJaOuLdfE6wQN7mTOSlDdb,-4562052.07,false,17048919.31,5133.63,4064718#gfzrB1mSdOX0bq5,-0.6,4523904.9900,223044.610,2020-03-11 09:05:53.000
1824,1154,1,1,8,11,797,824,1,5352127#KcRVP44QRUBtJuAThIQlM4bBZa0mzVR6GZnyY,13158642,-7351227.6700,18163183#YMm2gnmJ7RwlqEozJeY5wfqEQ,-4024487.78,false,-11873144.91,2496.27,12562964#IOQsr8UTLczQpVX,-0.6,2393238.8000,6652016.890,2017-05-04 16:03:40.000
1825,1294,1,1,7,7,876,690,1,2412706#QomKWobwPqGhshsNVPeVdwnuOH63viWPlqWTT,-14238959,-11604707.2600,11548639#36xsDlryfeTLlUTryD2yPGpzF,16777676.44,false,11994017.33,2336.48,12481477#FhvPQ0jwAZzTpnd,-0.6,1613588.8000,2360061.750,2018-04-02 00:24:00.000
1826,850,2,7,2,3,908,774,1,15269721#usALBnDkcZZYLG5Uum1GUUIpZisiVGaTSx567,-2639537,-6065199.0100,13236104#MX8DzmyKz7dU1KevJkNUTFeft,-8188816.99,false,4249077.88,5168.66,8439320#Ms1kdIpg25NC5CQ,0.6,1998107.7600,-14830151.930,2017-01-30 11:02:26.000
1827,406,1,6,8,8,487,788,1,12954672#fTLSsb15bfp5WgdlhUgiISGJnMmN3Tnqjxl4O,-7827832,11690759.1600,10854388#yHgs3MiZzs5eHeqyEJSFX3buc,-10929184.42,false,8151085.69,1532.13,11692316#vX85j6ZhW5sF7QR,0.6,-1043524.8600,-18042105.760,2017-10-22 13:44:52.000
1828,771,1,6,10,1,276,805,1,12393071#79tLDpBFT8uqmplYqSLS571lW78DxZsgfmvKv,-12377923,-10971464.8900,956064#29yE6KmUre8BQlY16yZB7Z3n3,10708721.83,false,-12785822.27,1271.53,10931516#d2SqOd0j5kh4ToD,-0.5,2072379.8100,18153112.070,2017-02-14 04:04:46.000
1829,429,2,1,4,5,89,126,1,2406827#PujXM1wkGuglDZbBuIUw7cJ2vZO5GVV7kLBCN,6708687,13854170.6700,13081824#ywCNWQlTEfFXwSP9iFwz0rSx4,4352922.87,false,9900514.45,6022.21,3329670#C1BLgsAQEWNgLV1,0.7,4018793.3200,17175743.880,2018-12-12 08:00:21.000
1830,1099,1,6,10,11,167,114,1,12296189#i6x9NH9R9hRg7Lmz5IPQOUPCfVMpsOBj2ki3t,-8581685,11962936.3300,5744823#3P8MIF7Dncx8ioHeLkJhQtBp3,11083264.56,false,-14325973.65,3142.49,8309451#p9uZaJTEzlxtgEH,-0.6,-3262696.4700,1612907.370,2015-11-14 17:58:39.000
1831,567,2,4,11,6,576,283,1,1690682#6KZAMtveBDnvELPIzPmOSg8HhW4qLAzSRtkD4,-11662715,2098686.0000,6422461#Y3SOGTMsM5ulY1uDHPUCrTeKM,-7803832.78,true,17321332.23,3816.09,11790461#8EKuwpxvXP1ieHH,0.6,-1737065.4100,10270230.040,2016-08-12 12:20:17.000
1832,641,2,7,10,4,581,82,1,13532578#mQZWo0cHXeDsbHQXncDJR2hYXf6455mdb9Dnk,14550213,-11068350.9100,14733677#vq6GcZPVK4dy2ZJRWU8tCg9b2,-5783790.89,true,14245807.61,-4310.24,18093359#oVfrC4DwmluGFmM,-0.4,-5737761.2600,1930495.290,2019-07-14 19:19:01.000
1833,60,1,3,9,10,225,1061,1,11350754#YGLok9oELZI1F4glcJByiqmpQayNJt7QueZpv,10896958,-7330699.5000,1770538#o7BHhqccLNg7HxvOIjSuVR55D,-7112717.74,true,7380327.07,3139.38,13687953#IKMLUZ6TtYBRQZx,-0.4,4567679.8700,-4514929.500,2019-12-12 15:07:47.000
1834,120,2,2,1,10,239,69,1,13064159#p4RYo80y11E8C6ETqlKAjMFOE3dztxoUIrwqB,-6594481,-565202.9200,4116217#vPGSp08adJccP1opTvQvpGped,-16592555.93,true,-1974428.98,-733.01,6755835#bHsKo7eEffkGMfZ,-0.6,4988154.7300,1257735.040,2016-06-14 17:26:06.000
1835,444,1,6,9,10,244,245,1,12221801#uyuyp5ETQLdN0jH2CJca9UHhdSPKg29usFEV5,17705887,-14501925.7200,13724725#Dp03EukpTfFMp6M2gTHee3naU,-5398111.80,false,4673538.97,3475.37,12152305#4iMDNYdb7QzHKAz,0.5,-4024604.3400,-12100308.460,2016-03-02 00:27:51.000
1836,855,2,3,1,6,714,911,1,4363209#TTQFhJbdEpQWQajvYFNhszQec8Dc4G4G7bbHJ,-3027435,-2773579.9800,12358679#4vUYLkHhUxCQ0XrXpPlVHKmUO,-6406439.86,false,-7254359.93,5818.61,14515599#cKby4lWBA4RLDJV,0.5,59339.8100,-17251356.200,2017-11-08 20:38:33.000
1837,947,1,7,11,11,852,637,1,1852716#SWL3hIRt25koRyBxRxgAVtQwzXrUivdSBu6dv,-3971672,-13022323.4600,5563776#kdflS9cVXR6dogu2XfvU28YNT,10716898.42,false,2283688.58,4995.03,4638166#PHD8Ez487FriFIj,0.6,3525342.5400,-1705098.400,2018-02-27 05:44:36.000
1838,721,2,5,3,9,265,1272,1,8597124#073W4NN6Qaf5nA4eIzC8Uo0nQSoaBaCTqpvxU,7748812,9937549.9600,11127009#Sf7GxKBB6Nq27KiJwDxdbJFDg,-9106539.68,true,7256072.25,3973.35,15982987#xUNeTgTIgm3VrkD,-0.4,-913697.3300,10105451.190,2018-02-11 04:01:43.000
1839,1450,1,3,1,3,337,1163,1,9288579#5lB5L4Nh1HUlqdlgJo13G006VALBMVXLsf6S1,16282309,-7811279.1500,11922705#9nq6E2rxtzZNeQbydOvinOAru,-9871814.22,false,14200843.62,2911.96,11153963#ZwmnFet1z3iKoDc,-0.5,2447645.3000,8640817.520,2016-08-14 14:03:45.000
1840,1082,2,1,11,9,164,992,1,15542887#gHk8diZ0TNy4DPnG7CJ5EhfwfXnqlPjav33k6,-3037982,17485575.1900,2188810#eRmz59oz218oYqUtQMoYTJZ05,-2978883.27,true,11811840.89,923.80,8743452#tJJTNdhQ3kSPXd8,0.7,1827164.1200,-9518995.990,2016-08-06 05:22:33.000
1841,94,1,1,8,1,203,297,1,9385372#fY8AlSPQrkVJop3UGM0zFr7HY1i0LtLxXtEqr,12978240,-9531425.7400,9750970#qIZcfHhtpB2ZxuVeZLrM4XdFx,-16675314.35,false,12982825.00,2259.59,15439210#BNNM3tQCKPWZ0yB,0.5,4600659.0700,-12655470.840,2018-10-16 09:12:46.000
1842,1420,2,1,5,8,564,145,1,51522#HANvvwfdqBb5M5PHNnd8HmQn3LzuwyKeTyPJG,-14928678,11750099.0200,8763818#PsNIyFileUVI0t1b6AH6OhImw,-7062054.26,true,-1501844.75,1814.73,14725721#cGM4kRySkp5Jt36,0.7,254252.5700,11602397.150,2018-09-18 00:24:08.000
1843,951,2,5,7,12,824,134,1,15600345#FFpNduacqZjXj5FyfMsIW8jYpGYHtdrPvv3iW,-3248742,12950822.2900,8795615#3lj5MZ4omX0bX0QDWh6yAQBIV,18420207.80,true,12046690.01,39.36,4470281#jrCWn9U9EnOxfuj,-0.5,476111.7000,4600638.920,2018-06-15 20:11:27.000
1844,840,2,1,12,6,88,290,1,10748148#OxTfwUVEwOMv1op6cQtgLWH27cid68Rhn8xmU,-14282722,-1776342.2700,11372430#Md4lSDhStpK8AorfMJCh5vif2,-5674318.81,false,6097861.16,3374.42,6726109#q4wLo8MxxZ7JFC8,0.6,-4192665.2100,-1121652.980,2017-08-09 12:52:10.000
1845,1047,2,4,5,12,751,1162,1,14928147#WqmdOPG3QIXNA2Eh86LxlP3EHPsNVsE8OI8AG,10608292,-18205577.5000,5406739#XQt7PgEwLaeEOo6d3fuMhg1U6,-11415259.40,true,7953056.67,-5075.04,10812115#qQ3OOOMNSa5Tfga,-0.6,-5205169.4700,-9751562.210,2018-01-20 18:06:42.000
1846,484,1,2,10,2,628,953,1,6370800#A5AOSMLlU8lA7sRhjCAWMBwd7jBlpWuqRYQcN,161520,3563453.1000,14848444#rYEdFieL3Kp9ZXwpBEuMRfTsk,4829732.05,false,-16843408.70,701.13,7886945#oApbgB7NYvaHwdb,0.6,-793162.9600,18145759.910,2016-07-22 00:40:57.000
1847,418,1,3,9,12,564,435,1,11567787#RKtHuy5oTllOT6BCv0Nfs0kHtmoEnvggqktFR,2770734,13877858.4100,9097007#cxIVzrIYuJcIYYzV7ZHYKDGbN,-16542648.11,false,-5991331.50,1651.76,3252436#pqfbRgKwrdj0jEz,-0.5,-984556.9700,-16678195.120,2016-04-25 21:01:31.000
1848,684,1,1,5,9,865,115,1,13821509#eHyV7TftvOBOdrLOEWFMXfkoFRXF0VJm2d2rr,6806287,5991180.9600,5086873#HMyayhb3WmuBckaAh6MHjxfAj,611731.22,false,2662341.00,4956.93,1377404#YQzfGF21Cc8asiC,0.6,4868654.4000,15934080.560,2016-01-30 10:32:15.000
1849,43,2,1,6,9,877,1297,1,1178479#KnYsYBxbWRrkUQ9EyF2jVPBdVwb7OKuFt4jAa,-2002089,16487153.3300,14191926#TNpKk5u1WFvVXVsOwiEMxCcvh,-10106451.37,false,-15273944.83,-468.66,3425555#RbWBRhphbq4ckYS,0.6,1293695.4100,-16564692.450,2017-06-24 20:16:09.000
1850,1147,2,6,8,8,887,1297,1,356417#XFkUQPHfL1APS4TZgyYc26yOWhfafVtOGcIZf,-5550923,8730853.1000,8361680#tNDszYyO7GLwlA1Jb3IOGkXB7,-1275736.26,true,9723473.20,-5954.34,13267803#Qmke0PxfBIWGfHo,0.6,-1452262.9500,-2787173.900,2018-05-09 20:14:45.000
1851,813,2,3,5,6,918,320,1,3553296#52WjeHbt1lcLfy414ICBGxAds9jvshierkjPC,-7998218,12929986.1200,779125#haPhc9TmKae2JSsgRTGauIlws,-9096582.22,true,7861901.99,6705.26,10635055#qEnRiLN0jM1LeBy,0.6,1837282.7200,16013895.940,2019-05-20 22:00:51.000
1852,1427,2,6,10,5,276,150,1,8455064#PD5DYsh2VZ4VnkTvxqURHsa3b0r7zhR81A23u,-9539261,3863055.2200,13384164#hwKMcA0xLkpfep0Tv9lMkU3HO,-9621413.82,true,-24332.78,-5043.63,5840999#ODTfa65LqYxnxyq,0.6,-1237287.9200,9027494.660,2015-10-09 20:28:44.000
1853,848,1,7,7,8,215,1062,1,8802488#yQOqMb8y9UUe1mlCSSEjJ4gU6pBjomy2L0HTT,17168007,11160410.7200,14327202#379ZRikKo7OrcR8TLeFJx8Bxm,-9476200.09,false,-17225724.15,-3549.41,14998150#oAzyxwga6m6FEUO,0.5,2174175.4800,-15275461.180,2018-01-18 22:21:26.000
1854,21,1,5,4,6,697,1068,1,18191788#ZFAymncooWKrpohgiAVMs1TPRclopXVkIGwAQ,-3369492,-8185643.1700,1128811#dEvvZfw0O69wlZm3OY7H7Zkrl,-415247.19,false,15321346.27,-4488.95,5062969#U1t5sYL0fUA1s89,-0.4,3287174.4600,-5731076.650,2018-03-18 09:17:10.000
1855,1164,2,4,12,4,478,1158,1,6665722#r2kRlSjO8PUiuQ5LgaGRefFIw4uN5y3NWSWwt,12031870,4768594.2800,6467872#xnOBMFL9hZWHJhbI6FKI1akEm,5810283.49,true,-17128982.32,-2542.02,16497530#xzucM9CmltW0gO2,-0.4,6707110.8000,-7019707.260,2017-02-21 14:10:16.000
1856,441,2,1,8,2,777,1246,1,1221587#PGVFdVzNzLMB1YUXKPJ02YqNXOQDmiIKPG03M,6648610,-16444795.3300,8606254#7YJvbnY6urOuW64MTnC6iVA58,6100413.26,true,16205817.07,-518.10,13726744#45o4XJ4iH5ePxGr,-0.4,4827220.0300,-10174492.040,2019-10-24 02:45:30.000
1857,319,1,5,9,3,122,159,1,5779835#QbnftjeSDNm7O0BFXu506jMa6RohYkWv9G3T0,-16159123,-5474260.7200,3083632#hpWmj7KOBIKqfGhLEZiEmnacv,2624602.84,true,-7347199.07,5677.01,13052252#U0yISS0pb93hhzh,-0.6,4018082.4400,-7293089.140,2017-08-21 20:39:05.000
1858,1426,2,4,2,4,624,1209,1,16786592#wrbLyc52uLQ5llMIEKSJ1fA5KmKYZO3kIRC7B,9438174,-2506721.6400,18404709#7SGhYc1IdFqqjOwFLMJLnbOGi,13179563.68,false,-12511995.11,-2959.05,16671811#Vum6Lf7htiWb7wJ,-0.6,-3034993.4100,11884395.320,2015-10-08 14:08:36.000
1859,420,2,7,7,7,881,590,1,3855742#q4pW8dkqFOdMrSGwNL1ZrjcO4XQoSfzntXxXa,-5564910,-18267854.5200,14181366#V6XM1Tdls78ZU69RU4hF0ow6D,14984082.62,true,-14638925.75,5650.54,4164464#emMHTV1R3wnlGHt,-0.4,-2976054.1200,8173972.860,2015-12-02 08:26:19.000
1860,703,1,1,5,12,595,1027,1,3439582#DYnYYecAsEHUQmUFUNhm4PcXIBP1vU5XuiwdQ,1734010,-1764147.0000,1604461#Y3SOGTMsM5ulY1uDHPUCrTeKM,13174156.19,false,17154562.11,-6281.60,7912997#vyyRXQSQJcXAvFo,0.5,142886.8800,-3077235.360,2019-03-22 19:45:45.000
1861,354,2,6,1,4,114,248,1,11339875#plw8hSIzLDcNy1R82ljOKsKmPYjzL72ZUnSuM,-10079542,12275965.8800,9116446#JJ2PBRSGoL8J8uCE6DqElcQWa,-12441109.59,true,-10464695.75,3090.60,4478819#MrdGS5wklJFm1Al,-0.5,4051721.3500,9584590.590,2019-12-22 12:14:04.000
1862,592,2,1,4,5,284,91,1,223878#NioO06IxgP1ZZsqWpTXG7wPPxRwYBdUVRn61E,1070254,-6420781.5400,14924487#Mf4KYaWIvNOjKN1uOfLzvU1fC,4961077.60,false,-12758457.60,-5885.18,3904821#znqAMvqeemF2IMn,0.6,-3291216.4200,284207.400,2018-09-24 08:03:20.000
1863,872,1,2,7,5,696,833,1,4134213#EoGxazXq8j2oc4TAyDwFeuC3FMqRIfZ5qKnuY,-17778695,11192209.2700,8877259#13Drw1EGYgYje5Du0qqbnCdkr,3459188.82,false,-8141462.63,1025.51,17482509#6nzwyU6EAuP6nrn,-0.4,-5470206.5300,2356088.730,2015-09-21 08:06:43.000
1864,1111,1,6,4,10,72,1292,1,4554791#qu40Ch0c37sE382m1I7EUVshcosi1dy5O3XsN,-15579714,3200330.7100,9191332#L7sUgn0vKRJd5HwoFAOVtFKuZ,15056751.93,false,10092431.88,-443.41,2314393#gkgCmSeRN9Ei0Bi,-0.6,5632602.4500,7185078.420,2019-05-28 03:09:07.000
1865,544,2,5,9,7,109,400,1,15273819#LHzGzNhaLCMB1FOrAVFZprqpStCq2skM8kGbw,488938,-13981581.9400,10138294#GIAjzVUrmvkWyqFtsUmmJ074L,-7537864.96,false,-2875645.61,-3506.06,18343563#uos9AialFsDNSSY,0.6,-3032062.1900,7023189.840,2017-12-26 05:43:25.000
1866,167,2,4,9,3,667,8,1,2542440#k5dN1QupciaGkyAhYTK98SCQifEKENTacXgSo,5838934,-9656899.0100,4247671#kOS1WXCG7snJGEUJIJ5yQgyDx,5850617.90,false,12198019.03,5161.40,14295675#mv55HDhH4reXYqJ,0.6,-6063848.9300,-10126974.490,2019-12-30 15:58:34.000
1867,1391,2,2,8,12,822,568,1,4953897#KQbbQl9UnH2R9QtCEjc7uX7W28vjpKe9N8zNB,3254509,-10097561.7300,13349291#RKEaLNeCjT11ts1TrtjbIxOYx,-16118318.67,true,2316405.17,1895.51,16384933#bjIIh1SVWrsnmLm,0.7,967010.5200,-821309.830,2018-11-08 23:21:48.000
1868,678,2,3,6,4,365,151,1,4215406#SptuWOru3zfPy3dZsuPQqEDTyPUe3BLkCYdZJ,301889,16245198.3900,1785226#abDUAZJfNqU410Cm2lt1wHZzX,-6739985.14,false,294323.78,5107.03,18554105#u37XrJpQ8TareJg,-0.5,-1256416.7400,1041244.910,2016-08-02 03:39:06.000
1869,1409,2,1,9,2,273,470,1,2697813#ngfIiNUnMhPon7zvCRTa3Bc9bfKwyUUYvqEwG,12958750,15947716.5400,12023916#xwcNG5nSxDIO1L86VQSp11KDs,-16220039.18,false,-1733108.91,-2185.25,2192879#nk3Ffn3u2q3U5iw,0.6,2468178.2000,-17287794.950,2016-07-02 00:48:08.000
1870,628,2,3,8,6,566,85,1,11460293#fyR4HFhpTyarX0kLLUxlP4ZC6kCS2NciKkUfQ,17939318,-17381443.0000,7495116#Vu32PD8jad0yOasJoRQCweFs6,-288054.86,false,-1731787.27,-4833.07,7390229#IbVmpuEBulclBfA,-0.5,4529476.3700,-14104495.620,2018-04-27 00:43:47.000
1871,1033,1,2,10,2,109,290,1,1072500#80hXHpobskplW4lMXOm5bvAh7QWZNLBlyhVQN,18060168,347388.1300,11373598#9anXJKVqZ707tHmi85eNrcYLE,13444078.76,true,4521273.93,-1724.19,5597949#TWkbFWsJuSzHLXe,-0.5,493924.2300,-37615.710,2016-05-25 18:53:40.000
1872,587,1,4,1,6,752,1306,1,6292810#o4QeSu6sq75Jr05nEOnG2VSpmCBZR3DZnf6M4,12290810,10609470.3800,12773126#QadPpFsTSCzR1bVOjxG32R3sg,12847711.24,false,3882849.47,-786.43,6139655#M4Z4pZLpcAYkZH8,-0.5,-6998078.7800,-14450865.420,2019-02-16 08:48:36.000
1873,101,2,4,8,11,952,467,1,5687319#rlSWtAViDmIF26nRezMEtp6WepMg04sp5Rfmg,4084621,10114038.9600,14270307#bRAK74zeGvSJQ5QfG7RXWF6r3,-4686916.07,false,17516662.81,5269.63,4176013#tDmgL0mdbJjqqsu,-0.6,4647967.9900,229352.610,2020-03-11 17:40:02.000
1874,165,2,5,10,9,405,406,1,5498814#9YYm0dzdo3mamxIOodFKctUThpCwsR9dYwErJ,13519467,-7552966.6700,18660967#HTH5u2JqUTzmTiLoWLsxTPTDs,-4135071.28,false,-12198769.41,2576.77,12907339#ezMlnhoDgCZ9M6n,-0.6,2458773.3000,6834180.890,2017-08-03 03:21:52.000
1875,820,1,3,4,4,76,457,1,2478559#nxNqJ52cwuuhxrWKwkDPCYkYEm7OjujhJdNAq,-14629022,-11922690.7600,11864927#68fbksI8jRA51DmrT17OIFlHb,17237520.44,false,12322734.83,2409.98,12823355#ZiU6hVdKcXiatFD,-0.6,1657691.8000,2424818.250,2018-06-02 20:16:34.000
1876,381,1,3,1,12,369,783,1,15687816#iM5Gy0UsalMD1kCDWCmW0oLjAlDtXgOSfdK5L,-2712037,-6231052.5100,13598339#P8fqCH9kXGmYndco7eKbAJDM1,-8412822.49,false,4365553.38,5315.66,8670405#hwVPHPgdfxVoBXr,0.6,2052951.7600,-15236495.430,2017-05-09 10:09:08.000
1877,1243,2,4,2,3,382,1172,1,13309042#aWG6x0F2BKBH2tJTtUuxbRXEAfrcXK5UwGBOp,-8041932,12010714.6600,11151359#pYF9XwnsRWX0CaJFggoDYJTbN,-11228387.92,true,8373923.69,1560.63,12012274#uOQYmgYgQn8ohXu,0.6,-1071878.8600,-18535934.260,2018-01-06 15:42:41.000
1878,514,1,3,9,8,509,1062,1,12731805#kNxONVpQ1ea7lN4hZY84jghrg863c8xMAh3uq,-12716285,-11271406.8900,981945#MDqSDkhEIKDkKOsTeesh1tlKL,11001790.83,false,-13135582.77,1304.53,11230441#qqaBsXgvflOAw7I,-0.5,2128965.8100,18649735.070,2017-05-23 04:42:52.000
1879,303,2,5,11,2,249,620,1,2472559#nxNqJ52cwuuhxrWKwkDPCYkYEm7OjujhJdNAq,6892087,14233172.6700,13439442#8FQ0rZVaMAhTcd12hc3oKErjy,4472050.37,false,10170926.95,6181.21,3420602#gOyln3geOvdxhij,0.7,4128585.3200,17645108.880,2019-01-21 09:38:22.000
1880,355,2,4,4,3,566,1311,1,12632020#r7LH2WNwI8yAAwMfksjcm7eFKCfORSkiAAZpL,-8816363,12290027.8300,5901518#i9Xf4TPV2HqqGwdkgTwvJ7OrY,11386165.06,true,-14717537.15,3230.49,8536411#Ni1KUOSti5r9qoE,-0.6,-3351687.4700,1657168.370,2016-04-01 02:27:46.000
