1987,1661,445,979,750,-0.5192,1.084644036E7,9941343#rg6r95dGdAOPDiHCjIS,16122795,7475751.230,false,16513178,12050077#hrf2IxW6js1y9U,-6614816.0000
1988,1805,1132,166,1372,-0.8428,3537780.51,9656439#ghOTAock8OTV7TUYstc,-6684288,9301957.810,false,-5003707,17549709#7v7eEVV9ZV8vBi,4038144.0000
1989,1795,656,1006,447,3.4035,4479876.79,1201877#AhAtUmHQEgdKu6ffOZT,11436487,-11063216.610,true,6121625,13084632#3Kgh7oldI5xn00,-10977056.0000
1990,1424,1687,1043,399,0.4286,6530698.71,2630443#kIc5g23aW1gUd68ZNuV,-14856938,-7265491.070,false,-17555125,6185294#D3Ods3TpeLpgj8,-11075888.0000
1991,468,1442,1197,462,-1.1237,-1.745286187E7,11926646#gvZoSM5Lizzxgi8tfpD,-1102648,10083484.430,false,7752768,10585490#8ijeDIYAmrdLdo,6793512.0000
1992,481,2659,1109,1332,-3.9824,1.72679824E7,15712092#HwzILxVFfX6jOQXRtss,4906641,7454154.790,true,8215609,10593046#yw01yRSYC42Y2v,-18708016.0000
1993,2286,1961,264,378,-1.5637,-1.54932805E7,12718936#XUyrHhQfbsgVIuJSHUK,18412030,-16889513.850,true,-4934189,7332189#OvRZov68xsK5PV,-8202368.0000
1994,1717,1275,1143,56,0.8316,-6468006.04,19129185#7qsIZWfaIip00F4ykGM,-1637372,10290415.010,true,6151046,17896317#EQIoMzw2coyrkA,-7363744.0000
1995,1632,2737,1198,695,4.6090,2045076.34,5093454#H39xHHaZTRivFQ8eNx4,6030903,16629839.360,false,-19733680,15378030#4GHFXoMkrmhdlu,-3980704.0000
1996,917,2116,441,907,-0.1266,-3320974.8,2588821#5I2kxETt93pgMT5EyWr,4354048,7361095.410,false,4471263,4130516#jM3YfU9nLjrtXo,-5237120.0000
1997,1409,86,1020,293,4.7234,1.288462667E7,1448722#v8nv7Rskc5VRF7dUhi5,-10323001,-5103753.610,false,-8490858,11100654#emhO8cRSNLXszJ,-1217760.0000
1998,1480,2736,367,1211,-1.7180,-1.217801879E7,6590894#RGv9FncP3FAZpuGFvc5,19547503,-1430752.300,false,2411781,3535628#xPBRPt2G5msabn,-17246912.0000
1999,2804,1462,309,374,-0.5795,-4052061.3,212750#4fh6f8kV4DhDMDVnKJb,7223810,-18664411.650,false,2966766,15130883#6AstGXqeWa7mp0,-5334544.0000
2000,2753,2291,1008,288,-2.0800,7872582.23,5949525#li16dsFMgF5Iv5lDqP4,-10517026,-14263831.610,false,-3100289,10365921#LIoVeGq3CTGNkg,-9484752.0000
2001,1799,1971,669,517,-3.7120,-3300334.96,5960288#Q3dypQ1kFJej84QRzdI,857335,4889259.340,false,15629838,16347551#Xvb3Xz8VulXxnr,7777504.0000
2002,2808,99,644,1330,-1.0006,1.563938237E7,17420978#OK1YbUuvijAAXbGb6HF,2640861,6189083.960,true,-17735675,3810279#jSZn08HwNWVOwn,16722560.0000
2003,530,1628,1056,995,-2.2030,-1.240723211E7,6966704#uJuEG5kuK5ZdgppW2IK,-13549525,2652304.190,false,-12950985,4625514#sMXMTrhqrGJ4uM,-5328592.0000
2004,1564,581,1056,1124,6.1016,1.846526467E7,16735349#50swPUQk4WmGDVdaUwe,4303518,-3917496.610,false,4213813,6681019#mgOwGo1ZjgsgoO,-15643104.0000
2005,2204,452,124,1419,-4.1100,1.49206138E7,14537287#7OoqE81sbCVu8I1uXdX,-17914044,-11624480.140,false,-5117739,7033592#MMUkSJb4HZ9wsU,2210336.0000
2006,1346,1405,161,667,-1.0024,-1.523953171E7,2751011#y9FFlv7EBoEG60CKray,14919622,-15158653.590,true,16316053,14838166#yClyY2UigzWcg9,-6236072.0000
2007,254,1941,606,1306,-2.3070,-7580308.65,4259914#9cwYUWEYcVS6xbIOZGB,230292,-6377720.260,true,17424841,14184493#OT7DxyMJ4VY9uS,-14906736.0000
2008,2033,2075,774,282,3.7160,-1.204564438E7,2258471#lAWxyKDjyrXpjSBT9wO,-875774,-11260543.300,true,-15097797,1374654#emhO8cRSNLXszJ,6758480.0000
2009,625,1992,1008,271,-5.7370,-1.105947907E7,12218198#z2Jo3kyUgAfcWEUuCvG,7942634,-7237045.300,true,-12460483,15368306#2a3UQsowvEi161,-2987424.0000
2010,486,907,779,912,-3.9200,-1.006184385E7,16474936#XUyrHhQfbsgVIuJSHUK,12582919,12538332.200,true,2888050,18552579#RdkWefG9h5PotU,15563216.0000
2011,838,309,350,51,-0.0486,3799952.17,19175579#vxWsHuWpMCtefzL1rea,-6782584,-2485053.100,false,6211968,120542#fTp99XpX8bMJOT,-6214320.0000
2012,2115,1698,965,1020,-2.2108,-1.332272892E7,11749305#slXynGiossuQXzyBRoZ,-3403197,6881238.140,false,-13356666,1271102#dctao8Yecowwtp,10153456.0000
2013,1102,1592,1124,282,-4.2260,-1.565306144E7,17553579#vxWsHuWpMCtefzL1rea,6136849,19927139.170,false,10479841,9424220#NsqNqwidY74KI8,-15744832.0000
2014,926,1884,1025,122,6.4020,-1.52034741E7,5835214#3DCnzHyVAvv0PcwWsp0,-18987017,10188441.010,true,16575936,7685901#MNCNwvV5P0j3P2,2734640.0000
2015,2055,2789,844,273,-5.9610,1.577407603E7,6720483#km5AdwwqXqe7MDrWy6q,-12567507,-5532851.780,true,4054851,6472029#jUlyW1gc3RWNRD,10635328.0000
2016,1696,1090,955,1313,2.1176,-5287784.92,20088802#k2QKnsBEO51XTLQeqdE,13197263,-18974986.170,false,-13709429,7944203#GGAueRrBpv9CBw,16152160.0000
2017,1931,965,195,227,5.2572,-1.311028313E7,17201058#sNoZunektn9JYfq22th,-17853601,-16445916.480,true,10381039,9073744#dkzrfpRp2rOn83,-10874576.0000
2018,1335,1319,462,144,2.9870,-1.116365518E7,14624788#kRV6PiK9ufBWbH1Px3A,-5690644,-8982857.730,false,-15379476,9666931#Kxu22YANXrk83O,660992.0000
2019,306,1830,1019,53,-2.0390,-1.62253838E7,13475130#TVlTFGDtXk8WS4x7yFk,-13515979,-1777742.740,false,-1005633,4629545#svjUGbxbWGMKJ6,-19320160.0000
2020,122,2450,972,1116,2.8300,-3757284.84,10946671#tW6LUcgrMUGaeoUam5y,5619795,-15926727.870,true,11660637,8742986#nQ1w1TKHcuj6mJ,11376288.0000
2021,2822,594,976,335,-4.3420,2808611.94,14012123#PL8lbqRCUlicRvgEKTE,-8698671,-1494500.950,false,16354151,14352427#bf9Uq53PoqG1MB,3692416.0000
2022,1289,1905,1186,449,-1.9930,-1.979949223E7,11427374#Fwmdrt7uIprJLVK0aC5,-3220332,-7375798.590,true,13824535,2250455#TtG1xWU5ymVr3l,-2323008.0000
2023,83,1804,980,722,-5.7890,-1.030230186E7,7036468#t3RYb1HxFMOVH5aqS5J,-9792930,18070253.540,false,7502525,17518264#7p9MajhpV2OsA3,-14815744.0000
2024,1000,2656,900,169,-1.4144,-1.78046095E7,1119795#LW9vsRYu1EQgUY0XdDO,-3846100,-2114790.130,false,-12092905,8423196#NC8S2ykoLZ69e9,-8228192.0000
2025,657,1959,262,941,2.3325,-2.015268896E7,6475693#N1p7ndjDLANqeL7PmzO,12112984,-12734591.760,true,8110141,16818273#1plK5VzgPEGum8,-4987568.0000
2026,2420,377,835,1016,-1.8260,6810282.83,1526389#K75fcfOvLHTiLjKqXSi,1469040,-8687397.550,false,-13741535,1502170#F6Zz6efWxxBdHK,-655104.0000
2027,1115,2106,808,1044,-3.7840,6973548.65,20101755#v5G9JT4U5pShKG1LaM5,388904,-19331361.940,false,-234630,11409611#14LolWSqVxI1c7,16766304.0000
2028,2439,2769,144,1245,0.4923,-1.489855865E7,6292020#IWWCBtgdAsFyGrPCFhp,3140488,16480709.260,true,3282688,8227543#cUwn5z0K29yqkf,-18723728.0000
2029,1334,2021,829,859,2.3919,-3438973.44,2238455#rzRdELicFwtcwvIcBhC,-9502104,9311565.020,true,-2354292,12108551#Xvb3Xz8VulXxnr,2426960.0000
2030,2073,2401,200,71,3.4210,-1.324270345E7,8094958#WqpNVS1ZpMF17oQRkq0,9795765,1444233.310,true,-18627774,12425402#PJHcWf83WV0h1D,-19071232.0000
2031,1271,168,986,1003,-4.1620,1.13464284E7,14954956#KtvGIso1Kufy88CT6TY,-16569745,13475978.350,true,18799914,9813705#YSfzrskyXkiLuE,5789168.0000
2032,941,2031,170,102,-3.8640,-6151706.56,10228268#zODSBG9Qpu02o6Dq0k9,16369620,8001507.520,false,-19671523,5182481#bEBadGX4bEAwvO,-12648400.0000
2033,386,1425,215,1057,2.6749,6207422.97,15446531#TBLE3pOJ4T9qo7VK5V8,-5108138,-9524691.650,false,4435830,3255325#dsYiGbja4585Pt,-19995824.0000
2034,783,1419,12,547,-6.0900,-1.492973299E7,11685977#2n00h2OOtQuNZLeHreZ,-10160696,-12515967.800,true,1721307,1767094#rmublXYtHOrbOR,1796560.0000
2035,1676,1975,928,786,5.2980,-4777894.54,3612997#lBHR7nNgxMurFfkFVGa,10929735,-2656696.320,false,-18678237,18444478#E2n4V8FEMdIVE8,15657008.0000
2036,1601,760,1168,291,-2.0324,-5309657.17,16258010#Nmapt2FXkvLWF8rn4b1,17555393,-6141633.260,true,-4571025,9579955#oQbALCy8lwTWNv,17266944.0000
2037,2489,1295,1076,405,-0.5222,1.111924036E7,10191360#ZY8C2o9uZrAiM1hLyiQ,16528320,7663631.230,true,16928948,12353277#U9VLNu3YmsIN1P,-6781216.0000
2038,356,82,790,822,-0.8728,3626580.51,9899170#TI5AUhkDCPa3FurG7Vj,-6852210,9536045.310,false,-5129650,17991033#VHGGIQiN6XDk9D,4139744.0000
2039,340,1369,1036,17,3.4785,4592676.79,1231969#9UT6DTJaZcaf28pG0jk,11723856,-11341568.610,true,6275550,13413538#uELUUnt0p0LXkC,-11253056.0000
2040,362,2143,96,333,0.4356,6694698.71,2696402#N5P5wqYxM2PDT0JDE7t,-15230330,-7447803.070,true,-17996224,6340583#5mvRrOpSglnvLS,-11354288.0000
2041,1396,476,811,847,-1.1587,-1.789126187E7,12226068#IakmG7CaIAOPPVJEMYg,-1130154,10336701.430,true,7947567,10851255#pC3V094K4sbMYS,6964312.0000
2042,1873,2634,720,142,-4.0824,1.77015824E7,16106355#LSVV4GftULaiVz8fTBq,5029586,7641241.790,false,8421919,10858706#nSpUwk5FupEtJa,-19177616.0000
2043,548,348,774,538,-1.6087,-1.58820805E7,13037842#0lSyYNNEj2fLLIKrKlc,18874161,-17313409.350,false,-5057879,7515926#aqqlCTqFfCGtil,-8407968.0000
2044,2089,1034,338,392,0.8516,-6630406.04,19608609#FZniWv8MrROUba7kjdE,-1678422,10548280.010,false,6305297,18344919#eHp4pEfiuWoRRy,-7548544.0000
2045,2113,2584,256,843,4.7190,2096276.34,5221017#Mfz1j0IiS689ViuZx7A,6181973,17046686.360,false,-20228496,15763323#WBNpgYtsKFvTMS,-4080704.0000
2046,1687,2191,717,222,-0.1316,-3404174.8,2653628#0IgLQbOr5PXF09j2TIP,4463081,7545473.910,true,4583279,4233975#q5ziDs3oGZQQdk,-5368320.0000
2047,846,1548,496,1231,4.8334,1.320702667E7,1484828#Sqwj2NxCxjxEhcxTUiu,-10581325,-5231682.610,false,-8703244,11378358#F8IIcXcJHdLpoI,-1248160.0000
2048,395,711,312,116,-1.7680,-1.248281879E7,6755636#lF7U2WYaaPh0smmZ5cL,20036917,-1466363.300,false,2472194,3623912#JA1idbB28kwmwf,-17678512.0000
2049,2701,1674,1100,874,-0.6045,-4153661.3,218020#IWWCBtgdAsFyGrPCFhp,7404439,-19131017.650,false,3041145,15509299#UJaFOST1YrWgPb,-5468144.0000
2050,925,2391,459,1423,-2.1300,8069382.23,6098192#MN5QSIVdq6LRMNVGb4k,-10779785,-14620395.110,true,-3177920,10625045#qI8qIEFNiRcfhg,-9721902.0000
2051,1197,1396,789,464,-3.8120,-3382734.96,6108975#fFTLK7lXIbR0ypbhXCd,878703,5011316.340,false,16020552,16755818#uaXwGYu9bICLBK,7971904.0000
2052,1535,2049,1135,1317,-1.0156,1.602978237E7,17855921#shWH2GghbGkjn7HsmtC,2706942,6343566.960,false,-18178490,3905331#mT7UxNhDD5XT7a,17140160.0000
2053,1531,1153,844,580,-2.2530,-1.271683211E7,7140390#5YcA99SPnMPpyCwmZXL,-13887660,2718424.190,false,-13274204,4740892#cxuzjnqjZcJqt9,-5461392.0000
2054,2097,1581,645,1386,6.2466,1.892606467E7,17152677#DZqPM4lc2PqDHa0aYAH,4410710,-4015198.610,true,4319120,6847548#In3bwdrw9zHiyV,-16033504.0000
2055,1757,1790,113,676,-4.2100,1.52926138E7,14899701#Osen2rDEeNUOzWYeFtw,-18360647,-11914137.140,true,-5245356,7208986#nQ1w1TKHcuj6mJ,2265536.0000
2056,2422,2030,392,1132,-1.0224,-1.561953171E7,2819526#tHnGuVhiJoOiF7gnVSM,15291280,-15536423.590,false,16722756,15207956#0Ms2mPZ5LaAgg0,-6391472.0000
2057,1175,2734,424,336,-2.3570,-7769108.65,4366032#AKEldMmToaOl1K62ie2,236124,-6536665.760,false,17858929,14537689#hTtUP2NPmtMI2h,-15277936.0000
2058,13,2813,1093,838,3.8160,-1.234564438E7,2314496#jg3EkxeG1k17ygC9KRU,-897341,-11540816.800,false,-15473886,1408829#AEeT1F0kdKlSXQ,6926880.0000
2059,2566,2067,944,1416,-5.8870,-1.133467907E7,12522243#FZPARwhmT2JRo5VpctT,8140066,-7417077.800,false,-12770618,15750687#6yoSJzLVRM4U9F,-3061824.0000
2060,1344,438,1100,842,-4.0200,-1.031224385E7,16884580#ky3lInsTBcJOG83aTza,12895907,12850417.200,true,2959997,19014085#P30QpRZ8nCzUKM,15950416.0000
2061,2352,1047,669,1286,-0.0516,3894352.17,19652214#3DCnzHyVAvv0PcwWsp0,-6951127,-2546826.100,false,6366424,123427#bf9Uq53PoqG1MB,-6368720.0000
2062,203,2360,605,1163,-2.2558,-1.365392892E7,12041179#IXa4AAYvrAXKRoJGU2a,-3487539,7052034.140,true,-13688517,1302652#Zwa10UZXJlu9Eh,10405856.0000
2063,2665,430,1016,287,-4.3260,-1.604186144E7,17989580#ky3lInsTBcJOG83aTza,6289453,20421910.670,false,10740165,9658283#5H7dxJUt1RGDuA,-16136032.0000
2064,2835,2309,940,1017,6.5520,-1.55810741E7,5979847#EfM4Qi24K30CTpaylBv,-19458194,10441418.510,true,16987286,7876514#sMXMTrhqrGJ4uM,2802640.0000
2065,447,1579,903,251,-6.1110,1.616527603E7,6887023#exlomJSY6SW024CIyaF,-12879362,-5670334.280,false,4155606,6632462#K23X5rdqA6Dea9,10899328.0000
2066,1758,1154,738,125,2.1726,-5418984.92,20586890#l2PCRz4MlmjSBtc8I2k,13524513,-19445843.170,true,-14049657,8141101#qxiik8ourW8l8k,16552960.0000
2067,2219,2352,687,1397,5.3872,-1.343508313E7,17627400#QVPup8cR7Imb5JZJlig,-18296011,-16853616.980,false,10638203,9298614#wsG1MeWN3EWeCE,-11144176.0000
2068,167,2281,68,719,3.0620,-1.144045518E7,14986962#Z9zhppj8zdMsh0CgE4z,-5831751,-9205587.230,false,-15760770,9906273#1plK5VzgPEGum8,677392.0000
2069,2780,2580,1029,1433,-2.0890,-1.66269838E7,13808696#XvXgBpBaz2pU9nErGPS,-13850513,-1821577.240,true,-1030653,4744033#VHGGIQiN6XDk9D,-19798560.0000
2070,308,538,339,531,2.9050,-3850084.84,11217457#r6TJsHVafqB9ObdyHDE,5759137,-16320847.370,true,11949286,8959159#xaSZmuqKRDDOzf,11657888.0000
2071,424,2619,321,1045,-4.4420,2878211.94,14358618#CZPuXjBD1koimPPllPi,-8913907,-1531581.950,false,16758589,14707457#YVGKM97c9jutMI,3783616.0000
2072,2466,1628,817,235,-2.0430,-2.028909223E7,11709840#bEupyr8yRv9aUtdFNVC,-3299833,-7558300.090,false,14166338,2305978#eIxKi7h6710ud3,-2380608.0000
2073,2662,2667,551,685,-5.9390,-1.055670186E7,7210218#yNqAKJAUwWvbCxBFGAT,-10035015,18516862.040,false,7688038,17951164#aJifNITJkWtvZX,-15182144.0000
2074,2041,1581,3,1434,-1.4444,-1.82446095E7,1147384#EhXs3VXiUGiJZIS4N8c,-3941110,-2166874.130,true,-12391783,8631109#XmDAhlCbLgws2Z,-8431392.0000
2075,2673,1084,756,138,2.3975,-2.065028896E7,6635541#FfsL0Nr3aS5lhaKzziC,12412047,-13048797.260,true,8310181,17233405#3ojtZuBo3Zg1h1,-5110768.0000
2076,1093,1027,957,859,-1.8760,6978282.83,1564044#Y46TKpkw4Hngd5xgG9B,1505418,-8901996.050,false,-14080525,1539131#s17k1kFutXJFXs,-671104.0000
2077,657,181,715,1171,-3.8840,7145548.65,20597587#dMTw1bfJwtL7U9atz2P,398549,-19807981.440,true,-240305,11690930#XuWb0WHGI8M3Bc,17179904.0000
2078,1219,2292,50,857,0.5143,-1.526575865E7,6447084#lNpfUbTGU202Qs8UiqY,3217788,16886839.760,false,3363494,8430201#tvdjmKwpTEpWod,-19185328.0000
2079,524,1571,851,1044,2.4469,-3523773.44,2293509#Ia5FtiB0jHbXXeIUjPq,-9736276,9540993.520,true,-2412271,12406695#UWR97B3csjv1nv,2486960.0000
2080,1129,1026,503,1246,3.5060,-1.356910345E7,8294160#5NqvWdARhWUxpWH66TY,10036910,1479783.810,false,-19086403,12731422#s2qBgh9etWZEjh,-19540832.0000
2081,42,1593,251,1333,-4.2620,1.16256284E7,15322979#XIi0VszOsQb5gxkZY1F,-16977683,13807542.850,false,19262518,10055098#71kfapUkorlXO3,5931568.0000
2082,1467,1631,345,1320,-3.9640,-6302906.56,10479868#4U9lwvli1uhdURavGNS,16772347,8198170.020,true,-20155761,5309900#Ua4YkICVqmlkKM,-12959700.0000
2083,203,2246,375,252,2.7399,6360222.97,15826309#1trbRdZJ2hct2acJiWm,-5233946,-9758765.150,true,4545144,3335201#tvdjmKwpTEpWod,-20487824.0000
2084,2111,69,51,675,-6.2400,-1.529693299E7,11973066#a5VhgDTTx8qloEj1skB,-10410270,-12823583.800,false,1763407,1810406#ShRdwu0rnEzybN,1840560.0000
2085,921,1900,696,1022,5.4380,-4895494.54,3701766#cXOq2M9757QMLjszL1Y,11198300,-2722083.820,true,-19137117,18897417#leX7odRpHOBBQ0,16041808.0000
2086,734,2479,1013,356,-2.0774,-5440057.17,16657063#m2ya4ATk1CfOhatFfBI,17986747,-6292639.760,false,-4683451,9815004#GfUE7GGhvVD1iO,17690944.0000
2087,469,2145,1173,60,-0.5252,1.139204036E7,10441376#otCqaNuyBhJXKHMgUYb,16933844,7851511.230,true,17344719,12656476#KLYVbyUTPqHflS,-6947616.0000
2088,1755,1857,200,272,-0.9028,3715380.51,10141900#sapcIDopobXLg6fbmpL,-7020133,9770132.810,true,-5255593,18432357#F2C3hbfvEVmdmO,4241344.0000
2089,1733,2081,1066,1027,3.5535,4705476.79,1262061#YBnIjPsEJbp3wjt7jUr,12011226,-11619920.610,false,6429476,13742445#Tb6MuwWVVaRl4P,-11529056.0000
2090,2148,2599,364,266,0.4426,6858698.71,2762360#ZY8C2o9uZrAiM1hLyiQ,-15603721,-7630115.070,false,-18437322,6495872#wJ5zQyHu5X6hCB,-11632688.0000
2091,2324,2335,426,1232,-1.1937,-1.832966187E7,12525491#PKijKAoevySOoIXSpW9,-1157661,10589918.430,true,8142366,11117019#mgOwGo1ZjgsgoO,7135112.0000
2092,417,2609,330,392,-4.1824,1.81351824E7,16500619#eg28fGuQkRQLY9GuRZK,5152531,7828328.790,false,8628230,11124365#jpJlnbIvpgtLm8,-19647216.0000
2093,1658,1561,69,698,-1.6537,-1.62708805E7,13356748#auHxyMkhAO5YOfhwPKX,19336292,-17737304.850,true,-5181569,7699663#8PesPP1mxqnU5T,-8613568.0000
2094,2461,793,746,728,0.8716,-6792806.04,20088033#jyuSkkGybYDsX3Tosu2,-1719472,10806145.010,false,6459548,18793521#MmarcjvJ9tixao,-7733344.0000
2095,2594,2430,528,991,4.8290,2147476.34,5348580#ky3lInsTBcJOG83aTza,6333043,17463533.360,false,-20723311,16148616#se6b51NfHJJIaG,-4180704.0000
2096,2458,2266,993,977,-0.1366,-3487374.8,2718436#pcP3nVW0RDSklM91zDo,4572113,7729852.410,false,4695295,4337433#QICdlCdeEqounf,-5499520.0000
2097,282,186,1185,730,4.9434,1.352942667E7,1520934#mH2oFb5I1OPmnOqFqiU,-10839649,-5359611.610,true,-8915631,11656061#7uuCEpfzIIUcmx,-1278560.0000
2098,2158,1511,257,461,-1.8180,-1.278761879E7,6920378#Y3SuTa5mKa0ZqH3Xjmt,20526331,-1501974.300,false,2532607,3712195#a4qfaMgHrr11zw,-18110112.0000
2099,2597,1887,676,1374,-0.6295,-4255261.3,223291#tAoEolvmIbNgNGLcN6X,7585069,-19597623.650,true,3115525,15887715#nR4uA0HiLDG3t9,-5601744.0000
2100,1945,2491,1124,1118,-2.1800,8266182.23,6246860#gX9stHcSMvGszbdOa9u,-11042544,-14976958.610,false,-3255551,10884169#9lmi2CBnmrSYAG,-9959052.0000
2101,596,821,909,412,-3.9120,-3465134.96,6257663#oDGS2NyQIkUNvPvreVb,900070,5133373.340,false,16411265,17164086#AC1sn3IQQiFaR1,8166304.0000
2102,263,1174,411,1305,-1.0306,1.642018237E7,18290863#9ONj2S5i30FNtiqmfqs,2773024,6498049.960,true,-18621304,4000383#xAqNhkKv8gBLUv,17557760.0000
2103,2532,678,633,166,-2.3030,-1.302643211E7,7314077#QmVGFXTQE7W1uMnO2Rv,-14225795,2784544.190,true,-13597422,4856271#0D5INTQeFYPZ0C,-5594192.0000
2104,2629,2581,234,209,6.3916,1.938686467E7,17570005#KzDCuGjvGSNLrkfKlHr,4517902,-4112900.610,false,4424427,7014076#mOf3MyMsOUVsDB,-16423904.0000
2105,1310,302,102,1374,-4.3100,1.56646138E7,15262114#bOItIBRNVyJuO6uConF,-18807250,-12203794.140,false,-5372974,7384379#lZ8vRfNNJ2Zsc9,2320736.0000
2106,650,2655,622,157,-1.0424,-1.599953171E7,2888041#DtH656sqAXIPwb3wFbL,15662938,-15914193.590,true,17129458,15577745#35vAXmetyF4r6x,-6546872.0000
2107,2095,703,242,806,-2.4070,-7957908.65,4472150#dhNflxf4454xweI17ba,241955,-6695611.260,true,18293016,14890886#F81Dl6wLB92qJB,-15649136.0000
2108,841,725,197,1394,3.9160,-1.264564438E7,2370521#eC8rcGjbYTio4r4LO2y,-918908,-11821090.300,false,-15849974,1443004#GfUE7GGhvVD1iO,7095280.0000
2109,1659,2142,881,1121,-6.0370,-1.160987907E7,12826287#7OoqE81sbCVu8I1uXdX,8337498,-7597110.300,true,-13080754,16133069#4EdchGwLCdwBm3,-3136224.0000
2110,2202,2794,206,772,-4.1200,-1.056264385E7,17294225#EpW4o1MIBqiPOuRkNVQ,13208896,13162502.200,false,3031944,19475591#2HjtGpHRKgNAHO,16337616.0000
2111,1018,1784,989,1081,-0.0546,3988752.17,20128850#6tSTcHk7yLVql3Wv9i5,-7119670,-2608599.100,false,6520881,126311#3dXxet7OW0DDl6,-6523120.0000
2112,1139,198,245,1307,-2.3008,-1.398512892E7,12333053#Pt1bNlMdpuI85naibOZ,-3571880,7222830.140,false,-14020369,1334202#7jtP5zZRFgXlzn,10658256.0000
2113,1381,2092,909,292,-4.4260,-1.643066144E7,18425581#DruHpp0ewaSCsaW43bW,6442057,20916682.170,true,11000489,9892345#xHUs05KJtjLqkS,-16527232.0000
2114,1896,2734,855,472,6.7020,-1.59586741E7,6124481#sFZrdbcwBzYz56R4Huo,-19929372,10694396.010,false,17398636,8067126#0tq1HypNOhDMTg,2870640.0000
2115,1687,370,962,228,-6.2610,1.655647603E7,7053563#i4W17yPHgXlfXEPzin1,-13191218,-5807816.780,true,4256361,6792894#tURG4yBlG45HCL,11163328.0000
2116,1820,1218,521,378,2.2276,-5550184.92,21084977#2n00h2OOtQuNZLeHreZ,13851763,-19916700.170,true,-14389885,8337999#jegpmiPfAJKVki,16953760.0000
2117,2506,915,1179,1127,5.5172,-1.375988313E7,18053741#kg2KkIzzUSazQlZqdTY,-18738422,-17261317.480,true,10895367,9523483#3t1fWDablxkDo0,-11413776.0000
2118,1847,419,888,1294,3.1370,-1.171725518E7,15349136#zDA2733kPqputEeHtd4,-5972859,-9428316.730,true,-16142064,10145615#MhuGEpL4baOsgO,693792.0000
2119,2407,505,1039,1373,-2.1390,-1.70285838E7,14142263#U30JV83Cp7kzoCHuQOs,-14185047,-1865411.740,true,-1055672,4858522#HfIpIqbLaiTAjP,-20276960.0000
2120,494,1450,920,1386,2.9800,-3942884.84,11488243#FZPARwhmT2JRo5VpctT,5898480,-16714966.870,false,12237935,9175333#hfw1IrVd5FDMZK,11939488.0000
2121,874,1819,880,315,-4.5420,2947811.94,14705113#943cevfGvJb3Eoyg4VM,-9129143,-1568662.950,false,17163027,15062486#aRseNSSuQipMlC,3874816.0000
2122,795,1351,448,21,-2.0930,-2.077869223E7,11992306#knrUABRAxkoKPJ8Ehc2,-3379334,-7740801.590,false,14508140,2361501#kvScJZnWAQuNPw,-2438208.0000
2123,2393,704,122,647,-6.0890,-1.081110186E7,7383968#xxDwNROLeuGZNIiNlp9,-10277101,18963470.540,true,7873552,18384063#atrrUsKSUDfzxi,-15548544.0000
2124,234,506,319,1259,-1.4744,-1.86846095E7,1174973#OreLeWJzz3rmZbHB9R4,-4036120,-2218958.130,true,-12690660,8839021#19W7wx4NZVRVqt,-8634592.0000
